"TID","EN","AR","CN","CNT","DE","ES","FA","FI","FR","ID","IT","JP","KR","MS","NL","NO","PT","RU","TH","TR","VI"
"TID_BUY_MISSING_RESOURCES_TEXT_TWO","Buy the missing <count> <resource> and <count2> <resource2>?","هل تريد شراء <count> من <resource> و<count2> من <resource2> الناقصة؟","购买缺少的<count><resource>和<count2><resource2>？","購買缺少的<count><resource>和<count2><resource2>？","Fehlende(s) <count> <resource> und <count2> <resource2> kaufen?","Necesitas <count> de <resource> y <count2> de <resource2>. ¿Quieres comprar?","مابقی <count> <resource> و <count2> <resource2> را خریداری می‌کنید؟","Ostetaanko puuttuvat resurssit: <count> <resource> ja <count2> <resource2>?","Acheter les <count> <resource> et <count2> <resource2> qu'il vous manque ?","Beli <count> <resource> dan <count2> <resource2> yang kurang?","Acquistare <count> <resource> e <count2> <resource2> mancanti?","不足している<count>個の<resource>と<count2>個の<resource2>を購入しますか？","부족한 <resource> <count>개와 <resource2> <count2>개를 구매하시겠습니까?","Beli <count> <resource> dan <count2> <resource2> yang tiada?","De ontbrekende <count> <resource> en <count2> <resource2> kopen?","Kjøpe de nødvendige <count> <resource> og <count2> <resource2>?","Comprar <count> <resource> e <count2> <resource2> que faltam?","Купить недостающие ресурсы: <resource> (<count>) и <resource2> (<count2>)?","ซื้อ <count> <resource> และ <count2> <resource2> ที่ขาดหายไปหรือไม่?","Eksik olan <count> <resource> ve <count2> <resource2> satın alınsın mı?","Mua <count> <resource> và <count2> <resource2> còn thiếu?"
"TID_SUPERCELL_ID_BUTTON_DISCONNECTED_YP","Login","تسجيل الدخول","登录","登入","Anmelden","Iniciar sesión","ورود","Kirjaudu","Connexion","Masuk","Accedi","ログイン","로그인","Log masuk","Aanmelden","Logg på","Conectar-se","Вход","ล็อกอิน","Giriş Yap","Đăng nhập"
"TID_CLANGAMES_TASK_INFO_USE_SIEGE_BARRACKS","Earn <num> Stars from Multiplayer Battles using <num2> Siege Barracks.","اربح <num> من النجوم من المعارك متعددة اللاعبين باستخدام <num2> من ثكنات الحصار.","在联机模式中赢得<num>颗胜利之星，每场战斗需使用<num2>个攻城训练营。","在多人遊戲中贏得<num>顆勝利之星，每場戰鬥需使用<num2>個攻城訓練營。","Verdiene <num> Sterne in Mehrspieler-Kämpfen und setze dabei <num2> Belagerungskaserne(n) ein.","Consigue <num> estrellas en batallas multijugador usando el cuartel de asedio <num2> vez.","با استفاده از <num2> پادگان محاصره، از نبرد چند نفره <num> ستاره‌ بگیرید.","Hanki <num> tähteä moninpelitaisteluista käyttämällä <num2> piiritysparakkia.","Gagnez <num> étoiles en combat multijoueur en utilisant <num2> caserne(s) de siège.","Raih <num> Bintang dari Pertempuran Multipemain dengan <num2> Barak Pengepungan.","Ottieni <num> stella/e in battaglie multigiocatore usando delle caserme volanti (<num2>).","<num2>基の投下兵舎を使い、マルチプレイで<num>個の星を獲得する。","멀티플레이 전투에서\n시즈 훈련소(x<num2>)를 사용해\n별 <num>개 획득","Dapatkan <num> Bintang daripada pertempuran Berbilang Pemain menggunakan <num2> Berek Pengepungan.","Verdien <num> ster(ren) in multiplayergevechten met behulp van <num2> belegeringskazerne(s).","Sikre deg <num> stjerner i flerspillerkamper ved bruk av <num2> beleiringsbrakker.","Ganhe <num> estrelas em batalhas multijogador usando <num2> Quartel de Cerco.","Получите звезды (<num>) в боях многопользовательского режима, используя осадные казармы (<num2>).","ได้รับดาว <num> ดวงจากการรบแบบผู้เล่นหลายคนโดยใช้โรงทหารถล่มเมือง <num2> เครื่อง","<num2> Uçan Kışla kullanarak Çok Oyunculu Savaşlardan <num> Yıldız kazan.","Kiếm <num> Sao từ Trận chiến Nhiều người chơi có sử dụng <num2> Trại lính Bay."
"TID_CHARACTER_INFO_SUPER_MINION","Super Minion's big forehead isn't just for show: sniping enemy defenses from a safe distance is simply a brainy move! Especially when you've grown too big to avoid Seeking Air Mines.","حجم جبين المينيون الخارق الكبير ليس مجرد شكل فحسب؛ فاستهداف دفاعات العدو من مسافة آمنة أمر يتطلب دماغًا كبيرًا، وخصوصًا عندما يكون جسمك قد بلغ حجمًا لا يسمح لك بتفادي الألغام الجوية المطاردة.","超级亡灵的大脑门可不光是好看，更代表了智慧！既然体型变大让它无法躲开搜空地雷，那从安全距离远程攻击防御建筑显然非常明智！","超級亡靈的大頭可不只是好看，更代表了智慧！既然體型變大讓它無法躲開搜空地雷，那從安全的距離遠程攻擊建築顯然非常明智！","Der kolossale Kopf des Superlakaien beherbergt ein riesiges Gehirn. Das braucht er auch, um gegnerische Verteidigungen aus einer sicheren Entfernung angreifen zu können - ganz besonders, wenn man zu groß ist, um Suchenden Luftminen auszuweichen!","El superesbirro ha ganado unos kilos de más y ya no puede evitar las minas de rastreo aéreo, por eso ataca a las defensas enemigas desde una distancia prudencial. ¡Inteligente! Para algo le tenía que servir tanta cabeza...","پیشانی بزرگ اَبَر مینیون‌ها فقط برای قشنگی نیست: تیراندازی به دفاع‌های دشمن از فاصله‌ای ایمن به یک مغز واقعاً بزرگ نیار دارد! مخصوصاً وقتی برای دوری کردن از مین‌های جستجوی هوایی زیادی بزرگ شده باشید.","Superkätyrin suuri otsa ei ole sattumaa: vihollisen puolustuksen tuhoaminen turvallisen välimatkan päästä vaatii kunnon aivokapasiteettia - varsinkin silloin, kun suuren kokonsa vuoksi ei voi enää vältellä hakeutuvia ilmapommeja!","Si les super gargouilles ont une grosse tête, ce n'est pas par hasard : attaquer les défenses ennemies de loin, c'est malin. Surtout sachant qu'elles ont trop grandi pour échapper aux mines chercheuses !","Kepala Minion Super yang besar ternyata ada gunanya. Membidik pertahanan lawan dari jauh memerlukan kapasitas otak lebih! Apalagi jika tubuh mereka sudah terlalu besar untuk sembunyi dari Ranjau Udara Pencari.","Il super sgherro è cresciuto troppo per evitare le mine aeree a ricerca, ma sa come sferrare attacchi mirati a distanza di sicurezza, grazie alla sua mente sopraffina! Una mente che, a quanto pare, richiede una bella fronte.","スーパーガーゴイルは、だてに額が広いわけではありません。そこには、敵の防衛設備を安全な距離から狙うための頭脳が詰まっているのです！ホーミング対空地雷を避けられないほど巨大化した今では、その頭脳が生命線です。","슈퍼 미니언의 커다란 머리는 장식이 아닙니다. 안전한 거리에서 적의 방어시설을 공격하려면 똑똑해야 하니까요! 머리가 너무 커지는 바람에 대공 지뢰를 피할 수 없지만요.","Dahi luas Konco Super bukan untuk ditunjuk-tunjukkan saja. Ia tembak hendap pertahanan musuh dari jarak yang selamat, memang bijak sekali! Terutamanya apabila anda terlalu besar untuk mengelakkan periuk api udara.","Het grote voorhoofd van de supergunsteling is niet alleen maar schijn. Je hebt namelijk veel hersenkracht nodig om vijandelijke verdedigingswerken van een veilige afstand te bestoken, vooral als je te groot bent om luchtmijnzoekers te vermijden.","Superlakeiens store panne er ikke der bare for syns skyld. Det å ta ut fiendens forsvar fra trygg avstand krever en stor hjerne! Spesielt når man har vokst seg for stor til å unngå målsøkende luftminer.","A testa do Superservo não serve só como outdoor, ela também ajuda a atacar defesas inimigas de uma distância segura! É sempre uma boa pedida contra minas aéreas guiadas.","Что может быть мудрее, чем обстрел вражеских защитных сооружений с безопасного расстояния? Особенно для тех, кто вырос слишком большим, чтобы проскочить мимо мин воздушного поиска.","หน้าผากกว้างๆ ของซูเปอร์ลูกกระจ๊อกไม่ได้มีไว้แค่ข่มขวัญเท่านั้น แต่พวกมันยังใช้สมองในการจัดการกับการป้องกันของศัตรูจากระยะปลอดภัยอีกต่างหาก! โดยเฉพาะอย่างยิ่งเมื่อมันตัวใหญ่เกินกว่าจะหลบระเบิดอากาศค้นหาเป้าหมายได้","Süper Minyon o kadar büyük ki Güdümlü Hava Mayınlarından kaçamıyor. Ama buna rağmen güvenli bir mesafeden düşman savunmalarını avlayacak kadar da zeki. İşte tam da bu yüzden kocaman bir alnı var.","Trán cao là biểu hiện của sự thông minh đấy, đừng xem thường! Siêu Minion rất khôn ngoan, chúng tấn công hàng phòng thủ của kẻ địch từ một khoảng cách an toàn! Một nước đi rất cẩn thận, đặc biệt là khi cơ thể chúng quá to để né Mìn Bay Tầm diệt."
"TID_BUTTON_LOGIN","Log-in","تسجيل الدخول","登录","登入","Anmelden","Iniciar sesión","ورود به سیستم","Kirjaudu","Connexion","Masuk","Accedi","ログイン","로그인","Log masuk","Aanmelden","Logg på","Iniciar sessão","Вход","ล็อกอิน","Giriş Yap","Đăng nhập"
"TID_TENCENT_GUEST_LOGIN_WARNING_TITLE","Log in as guest?","أتريد تسجيل الدخول بصفة ضيف؟","确定使用游客账号登录？","確定使用遊客帳號登入？","Als Gast einloggen?","¿Iniciar sesión como invitado?","می‌خواهید به‌عنوان مهمان وارد سیستم شوید؟","Kirjaudutaanko vierailijana?","Connexion en tant qu'invité(e)","Masuk sebagai tamu?","Vuoi accedere come ospite?","ゲストとしてログインしますか？","게스트 로그인","Log masuk sebagai pelawat?","Als gast aanmelden?","Logge på som gjest?","Entrar como convidado?","Хотите войти как гость?","ล็อกอินในฐานะผู้เล่นชั่วคราว?","Konuk olarak giriş yapmak ister misin?","Đăng nhập dạng khách?"
"TID_TENCENT_AUTH_FAILED","You have cancelled the login authorization.","لقد ألغيت مصادقة تسجيل الدخول.","您已取消登录授权。","您已取消登入授權。","Du hast die Login-Autorisierung abgebrochen.","Has cancelado la autorización de inicio de sesión.","شما مجوز ورود به سیستم را لغو کرده‌اید.","Peruutit kirjautumisvarmennuksen.","Vous avez annulé l'autorisation de connexion.","Otorisasi masuk telah dibatalkan.","Hai annullato l'autorizzazione all'accesso.","ログイン認証をキャンセルしました","로그인 인증을 취소했습니다.","Anda telah membatalkan kebenaran log masuk.","Je hebt de machtiging om in te loggen geannuleerd.","Du har avbrutt påloggingsautoriseringen.","Você cancelou a autorização de login.","Авторизация при входе отменена.","ท่านได้ยกเลิกการอนุญาตล็อกอินแล้ว","Giriş yapma yetkisini iptal ettin.","Bạn đã hủy bỏ ủy quyền đăng nhập"
"TID_CONNECT_WITH_FACEBOOK_BUTTON","Connect to Facebook","الاتصال بموقع Facebook","连接Facebook","連接至Facebook","Mit Facebook verbinden","Conectar con Facebook","اتصال به Facebook","Yhdistä Facebookiin","Connexion à Facebook","Sambungkan ke Facebook","Connetti a Facebook","Facebookに接続","Facebook\n연동","Sambung ke Facebook","Verbinden met Facebook","Koble til Facebook","Conectar ao Facebook","Подключиться к Facebook","เชื่อมต่อกับ Facebook","Facebook'a bağlan","Kết nối với Facebook"
"TID_AGE_GATE_ERROR_PROMPT","Please enter your age to continue.","رجاءً أدخل عمرك للمتابعة.","请输入您的年龄以继续。","請輸入您的年齡以繼續。","Bitte gib dein Alter an, um fortzufahren.","Especifica tu edad para poder continuar.","برای ادامه، لطفاً سن خود را وارد کنید.","Jatka syöttämällä ikäsi.","Avant de continuer, veuillez saisir votre âge.","Silakan masukkan usia untuk melanjutkan.","Specifica la tua età per continuare.","続けるにはご年齢を入力してください。","나이를 입력해주세요.","Sila masukkan umur anda untuk teruskan.","Voer je leeftijd in om door te gaan.","Oppgi alderen din for å fortsette.","Insira sua idade para continuar.","Чтобы продолжить, укажите свой возраст.","กรุณากรอกอายุของท่านเพื่อไปต่อ","Devam etmek için yaşını gir.","Vui lòng nhập số tuổi của bạn để tiếp tục."
"TID_TENCENT_LOGIN_PROMPT_TITLE","Attention!","انتباه!","注意","請注意","Achtung!","¡Atención!","توجه!","Huomio!","Avertissement","Perhatian!","Attenzione!","注意！","주의!","Perhatian!","Opgelet!","Viktig!","Atenção!","Внимание!","โปรดทราบ!","Dikkat!","Chú ý!"
