"TID","EN","AR","CN","CNT","DE","ES","FA","FI","FR","ID","IT","JP","KR","MS","NL","NO","PT","RU","TH","TR","VI"
"TID_NPC_CHALLENGE_TH7_HOG_HOGS","Deploy all <c54a0fe>Hog Riders</c> to start their attack.","انشر كل <c54a0fe>راكبي الخنازير</c> ليبدؤوا هجومهم.","派出所有<c54a0fe>野猪骑士</c>发动攻击。","派出所有<c54a0fe>野豬騎士</c>發動攻擊。","Entsende alle <c54a0fe>Schweinereiter</c>, damit sie mit ihrem Angriff beginnen.","Despliega todos los <c54a0fe>montapuercos</c> para que inicien su asalto.","تمام <c54a0fe>گرازسوارها</c> را مستقر کنید تا حمله‌شان را شروع کنند.","Sijoita kaikki <c54a0fe>karjuratsastajat</c>aloittamaan hyökkäyksensä.","Déployez tous les <c54a0fe>chevaucheurs de cochon</c> pour qu'ils attaquent.","Kerahkan semua <c54a0fe>Penunggang Babi</c> untuk memulai serangan mereka.","Schiera tutti i <c54a0fe>domatori di cinghiali</c>, così si lanceranno all'attacco.","全ての<c54a0fe>ホグライダー</c>を配置して、一気に攻めましょう。","<c54a0fe>호그 라이더</c>를 모두 배치해 공격을 시작하세요.","Kerahkan <c54a0fe>Penunggang Khinzir</c> untuk memulakan serangan mereka.","Zet alle <c54a0fe>varkensruiters</c> in om hun aanval te beginnen.","Utplasser alle <c54a0fe>villsvinrytterne</c>, og send dem i angrep.","Mobilize todos os <c54a0fe>Corredores</c> para que iniciem o ataque.","Отправь в атаку всех <c54a0fe>всадников на кабанах.</c>","ส่ง<c54a0fe>คนขี่หมูป่า</c>ทั้งหมดเพื่อเริ่มโจมตี","Saldırılarını başlatmak için tüm <c54a0fe>Domuzu Binicilerini</c> mevzilendir.","Hãy triển khai toàn bộ <c54a0fe>Trư Kỵ sĩ</c> để họ bắt đầu tấn công."
"TID_NPC_CHALLENGE_FOUR_EARTHQUAKES","Four <ca9561f>Earthquake Spells</c> always destroy walls. Use them to open up the base!","تؤدي 4 <ca9561f>تعويذات زلزال</c> دائمًا إلى تدمير الجدران. استعملها لخلق ثغرة في دفاعات القاعدة!","叠加使用4个<ca9561f>地震法术</c>即可摧毁任一等级的城墙。施放地震法术，打开敌军防御的缺口！","疊加使用4個<ca9561f>地震法術</c>即可摧毀任何等級的城牆。施放地震法術，開啟敵軍防禦的缺口！","Vier <ca9561f>Erdbebenzauber</c> zerstören jede Mauer. Verwende sie, um dir Zugang zur Basis zu verschaffen!","Cuatro <ca9561f>hechizos de terremoto</c> acabarán con cualquier muro. ¡Úsalos para abrir hueco en la base enemiga!","چهار <ca9561f>طلسم زلزله</c> همیشه دیوارها را نابود می‌کند. برای باز کردن پایگاه، از آن‌ها استفاده کنید!","Neljä <ca9561f>järistysloitsua</c> tuhoaa aina muurit. Käytä niitä reitin aukaisemiseen!","Quatre <ca9561f>sorts sismiques</c> détruisent systématiquement les remparts. Utilisez-les pour ouvrir une brèche.","Empat <ca9561f>Mantra Gempa Bumi</c> selalu dapat menghancurkan tembok. Gunakan untuk membuka basis!","Quattro <ca9561f>incantesimi Terremoto</c> distruggeranno sempre le mura: usali per far breccia nella base.","<ca9561f>アースクエイクの呪文</c>を4つ使えば、どんな壁でも破壊できます。敵の村に突破口を開けましょう。","<ca9561f>지진 마법</c>을 4번 사용하면 장벽을 파괴할 수 있습니다. 장벽을 파괴해 마을 중앙으로 돌파할 길을 터주세요!","Empat <ca9561f>sihir Gempa Bumi</c> sentiasa memusnahkan benteng. Gunakannya untuk membuka laluan ke pangkalan!","Vier <ca9561f>aardbevingsspreuken</c> vernietigen de muren altijd helemaal. Gebruik ze om de basis open te breken.","Fire <ca9561f>jordskjelvformler</c> ødelegger alltid murer. Bruk dem til å åpne basen!","Quatro <ca9561f>Feitiços de Terremoto</c> sempre acabam com os muros. Use-os para desobstruir a base!","Четыре <ca9561f>землетрясущих заклинания</c> точно разрушат стену. Используй их, чтобы прорваться в деревню врага!","<ca9561f>อาคมแผ่นดินไหว</c>เมื่อใช้ 4 ครั้งจะทำลายกำแพงได้เสมอ ใช้อาคมเพื่อเปิดทางเข้าฐาน!","Dört <ca9561f>Deprem Büyüsü</c> her zaman duvarları yıkar. Üssü açmak için Deprem Büyülerini kullan!","Bốn <ca9561f>Thần chú Động đất</c> sẽ luôn phá tan tường thành. Hãy sử dụng chúng để mở đường tấn công căn cứ!"
"TID_NPC_CHALLENGE_TH9_LAVALOON_HASTE1","Use <cf07bf8>Haste Spells</c> to speed up slow air units and reach the <cf70d16>Air Sweeper</c> quickly.","استخدم <cf07bf8>سحر التسرع</c> لتسريع الوحدات الجوية البطيئة والوصول إلى <cf70d16>المراقب الجوي</c> في ظرف وجيز.","施放<cf07bf8>急速法术</c>让这些速度较慢的空中部队飞得更快，迅速靠近<cf70d16>空气炮</c>。","使用<cf07bf8>加速法術</c>讓這些速度較慢的空中部隊飛得更快，迅速靠近<cf70d16>空氣炮</c>。","Beschleunige langsame Lufteinheiten mit <cf07bf8>Eilzaubern</c>, damit du den <cf70d16>Luftfeger</c> schnell erreichst.","Usa <cf07bf8>hechizos de aceleración</c> para acelerar las unidades aéreas más lentas y que alcancen el <cf70d16>controlador aéreo</c> más deprisa.","از <cf07bf8>طلسم‌های شتاب</c> استفاده کنید و واحدهای هوایی کُند را تسریع کنید تا سریع‌تر به <cf70d16>جاروی هوایی</c> برسند.","Käytä <cf07bf8>vauhtiloitsuja</c> nopeuttamaan hitaita ilmayksiköitä, jotta ne saavuttavat <cf70d16>puhaltimen</c> vikkelästi.","Lancez des <cf07bf8>sorts de précipitation</c> pour rendre vos unités aériennes plus rapides et atteindre le <cf70d16>propulseur d'air</c>.","Gunakan <cf07bf8>Mantra Gesit</c> untuk mempercepat unit udara yang pelan agar dapat mencapai <cf70d16>Penyapu Udara</c> lebih cepat.","Usa <cf07bf8>incantesimi Rapidità</c> per velocizzare le unità volanti più lente, così raggiungeranno prima il <cf70d16>Volanò</c>.","<cf07bf8>ヘイストの呪文</c>を使ってマイペースな空中ユニットを加速し、素早く<cf70d16>エアスイーパー</c>に到達しましょう。","<cf07bf8>신속 마법</c>을 사용해 속도가 느린 공중 유닛이 <cf70d16>바람 방출기</c>에 더 빨리 도달하게 하세요.","Gunakan <cf07bf8>sihir Pantas</c> untuk mempercepatkan unit udara yang perlahan dan mencapai <cf70d16>Penyapu Udara</c> dengan cepat.","Gebruik <cf07bf8>haastspreuken</c> om trage luchteenheden te versnellen en sneller bij de <cf70d16>windmachine</c> te komen.","Bruk <cf07bf8>turboformler</c> til å sette fart på langsomme luftenheter og raskt ta deg til <cf70d16>luftblåseren</c>.","Use <cf07bf8>Feitiços de Aceleração</c> para agilizar as unidades aéreas lentas e alcançar o <cf70d16>Dispersor Aéreo</c> rapidamente.","Используй <cf07bf8>спешное заклинание,</c> чтобы ускорить медленные воздушные войска и быстрее добраться до <cf70d16>чистильщика.</c>","ใช้<cf07bf8>อาคมเร่งรีบ</c>เพื่อเร่งความเร็วให้หน่วยทางอากาศที่เชื่องช้า และไปให้ถึง<cf70d16>เครื่องกวาดอากาศ</c>อย่างรวดเร็ว","Yavaş hava birimlerini hızlandırmak için <cf07bf8>Hızlandırma Büyüsü</c> kullan ve <cf70d16>Hava Patlatıcıya</c> daha hızlı ulaş.","Hãy sử dụng <cf07bf8>Thần chú Tăng tốc</c> để tăng tốc các đơn vị không quân chậm chạp và tiếp cận <cf70d16>Tháp Thổi khí</c> nhanh hơn."
"TID_NPC_CHALLENGE_TH9_BABYDQW_ARCHER_QUEEN","Deploy the <c9916c8>Archer Queen</c> to start clearing a path into the village.","انشر <c9916c8>الملكة رامية السهام</c> للبدء في خلق طريق مؤدٍ إلى القرية.","部署<c9916c8>弓箭女皇</c>，让她开始清理出通向基地内部的进攻路线。","部署<c9916c8>弓箭女皇</c>，讓她開始清出通往陣型內的進攻路線。","Entsende die <c9916c8>Bogenschützen-Königin</c>, um einen Weg ins Dorf freizumachen.","Despliega a la <c9916c8>reina arquera</c> para abrirte hueco hasta el centro de la aldea.","<c9916c8>ملکه کماندار</c> را مستقر کنید تا پاکسازی مسیر را به سمت دهکده شروع کند.","Sijoita <c9916c8>jousikuningatar</c> ja ala raivata reittiä kylään.","Déployez la <c9916c8>reine des archers</c> pour qu'elle ouvre une brèche jusqu'au village.","Kerahkan <c9916c8>Ratu Pemanah</c> untuk mulai membuka jalan masuk ke desa.","Schiera la <c9916c8>regina degli arcieri</c> per iniziare a fare breccia nel villaggio.","<c9916c8>アーチャークイーン</c>を投入して、村への道を切り開きましょう。","<c9916c8>아처 퀸</c>을 배치해 마을로 진입하는 길을 뚫으세요.","Kerahkan <c9916c8>Permaisuri Pemanah</c> untuk membuka jalan masuk ke kampung.","Zet de <c9916c8>boogschutterskoningin</c> in om een weg te banen naar het dorp.","Utplasser <c9916c8>bueskytterdronningen</c> for å hjelp til å rydde vei inn i landsbyen.","Mobilize a <c9916c8>Rainha Arqueira</c> para abrir caminho em direção à vila.","Используй <c9916c8>королеву лучниц,</c> чтобы расчистить путь в деревню.","ส่ง<c9916c8>ราชินีธนู</c>เพื่อเริ่มเคลียร์เส้นทางเข้าสู่หมู่บ้าน","Köye giden bir yolu temizlemeye başlamak için <c9916c8>Okçu Kraliçeyi</c> mevzilendir.","Hãy triển khai <c9916c8>Nữ hoàng Cung thủ</c> để bắt đầu mở đường vào làng."
"TID_NPC_CHALLENGE_TH9_WITCH_FUNNEL_WIZARD","Deploy a <c54a0fe>Wizard</c> to clear the Army Camp.","انشر <c54a0fe>ساحرًا</c> لتدمير معسكر الجيش.","派出一个<c54a0fe>法师</c>清理敌军兵营。","派出一個<c54a0fe>法師</c>清理敵軍兵營。","Entsende einen <c54a0fe>Magier</c>, um das Armeelager zu beseitigen.","Despliega un <c54a0fe>mago</c> para despejar el campamento.","یک <c54a0fe>جادوگر</c> را مستقر کنید تا اردوگاه ارتش را پاکسازی کند.","Sijoita <c54a0fe>velho</c> raivaamaan leiri.","Déployez un <c54a0fe>sorcier</c> pour détruire le camp militaire.","Kerahkan <c54a0fe>Penyihir</c> untuk melibas Kamp Tentara.","Schiera uno <c54a0fe>stregone</c> per spazzare via l'accampamento.","<c54a0fe>ウィザード</c>を投入して、アーミーキャンプを破壊しましょう。","<c54a0fe>마법사</c>를 배치해 집합소를 제거하세요.","Kerahkan <c54a0fe>Ahli Sihir</c> untuk memusnahkan Kem Tentera.","Zet een <c54a0fe>tovenaar</c> in om het legerkamp op te ruimen.","Utplasser en <c54a0fe>trollmann</c> til å rydde militærleiren.","Mobilize um <c54a0fe>Mago</c> para acabar com o acampamento.","Отправь <c54a0fe>колдуна</c> разделаться с военным лагерем.","ส่ง<c54a0fe>พ่อมด</c>หนึ่งคนเพื่อเคลียร์ค่ายกองทัพ","Ordu Kampını temizlemek için bir <c54a0fe>Büyücü</c> mevzilendir.","Hãy triển khai <c54a0fe>Pháp sư</c> để quét sạch Doanh trại Quân đội."
"TID_NPC_CHALLENGE_TH9_WITCH_ARCHER_QUEEN","Now deploy the <c9916c8>Archer Queen</c>. With the Army Camp gone, she will walk clockwise around the base.","انشر الآن <c9916c8>الملكة رامية السهام</c>. الآن وقد دمر معسكر الجيش، ستسير في منحى عقارب الساعة حول القاعدة.","现在部署<c9916c8>弓箭女皇</c>，兵营摧毁后，她将沿顺时针方向推进。","現在部署<c9916c8>弓箭女皇</c>，兵營摧毀後，她將沿著順時針方向推進。","Entsende nun die <c9916c8>Bogenschützen-Königin</c>. Ohne das Armeelager bewegt sie sich im Uhrzeigersinn um die Basis.","Ahora despliega a la <c9916c8>reina arquera</c>. Sin campamento, comenzará a atacar en el sentido de las agujas del reloj.","حالا <c9916c8>ملکه کماندار</c> را مستقر کنید. وقتی «اردوگاه ارتش» از بین می‌رود، او در جهت عقربه‌های ساعت در اطراف پایگاه راه می‌رود.","Sijoita nyt <c9916c8>jousikuningatar</c>. Kun leiri on raivattu pois tieltä, hän kävelee tukikohdan ympäri myötäpäivään.","Déployez maintenant la <c9916c8>reine des archers</c>. Le camp militaire étant détruit, elle marchera autour de la base dans le sens des aiguilles d'une montre.","Sekarang kerahkan <c9916c8>Ratu Pemanah</c>. Dengan lenyapnya Kamp Tentara, dia akan berjalan searah jarum jam mengelilingi basis.","Ora schiera la <c9916c8>regina degli arcieri</c>. Eliminato l'accampamento, camminerà in senso orario intorno alla base.","ここで<c9916c8>アーチャークイーン</c>を投入しましょう。アーミーキャンプが消えた今なら、村の周囲を時計回りに歩くはずです。","이제 <c9916c8>아처 퀸</c>을 배치하세요. 집합소가 제거되어 아처 퀸은 시계 방향으로 이동하게 됩니다.","Sekarang, kerahkan <c9916c8>Permaisuri Pemanah</c>. Selepas kem tentera telah tiada, dia kini akan berjalan mengikut arah jam di sekitar pangkalan.","Zet nu de <c9916c8>boogschutterskoningin</c> in. Nu het legerkamp weg is, loopt ze met de klok mee rond het dorp.","Utplasser deretter <c9916c8>bueskytterdronningen</c>. Nå som militærleiren er borte, vil hun gå med urviseren rundt basen.","Agora mobilize a <c9916c8>Rainha Arqueira</c>. Sem o acampamento, ela andará ao redor da base em sentido horário.","А сейчас отправь <c9916c8>королеву лучниц.</c> Военного лагеря больше нет, поэтому она будет обходить деревню по часовой стрелке.","ตอนนี้ให้ส่ง<c9916c8>ราชินีธนู</c> เมื่อไม่มีค่ายกองทัพแล้ว นางจะเดินไปรอบฐานเป็นทิศทางตามเข็มนาฬิกา","Şimdi <c9916c8>Okçu Kraliçeyi</c> mevzilendir. Ordu Kampı aradan çıktığı için üssün etrafında saat yönünün tersine doğru ilerleyebilecek.","Còn bây giờ, hãy triển khai <c9916c8>Nữ hoàng Cung thủ</c>. Không còn Doanh trại Quân đội nữa, cô sẽ đi theo chiều kim đồng hồ vòng quanh căn cứ."
"TID_NPC_CHALLENGE_TH9_WITCH_BARBARIAN_KING","Now that there is a path to inside the base, deploy the <c9916c8>Barbarian King</c>.","الآن وقد أصبح هناك طريق مؤدٍ إلى داخل القاعدة، انشر <c9916c8>الملك البربري</c>.","进入基地内部的进攻路线已经打通，现在就部署<c9916c8>野蛮人之王</c>吧。","進入陣型內部的進攻路線已經打通，現在部署<c9916c8>野蠻人之王</c>吧。","Nun ist der Weg in die Basis frei und du kannst den <c9916c8>Barbarenkönig</c> entsenden.","Ahora que te has abierto paso hasta la base, despliega al <c9916c8>rey bárbaro</c>.","حالا که مسیری برای ورود به داخل پایگاه باز شده است، <c9916c8>شاه بربرها</c> را مستقر کنید.","Nyt kun reitti kohti keskusta on avattu, sijoita <c9916c8>barbaarikuningas</c>.","Maintenant que vous avez ouvert une brèche jusqu'au cœur de la base, déployez le <c9916c8>roi des barbares</c>.","Karena sekarang sudah ada jalan masuk ke dalam basis, kerahkan <c9916c8>Raja Barbar</c>.","Hai creato un percorso all'interno della base. È il momento di schierare il <c9916c8>re barbaro</c>.","基地へのルートが確保できたところで、<c9916c8>バーバリアンキング</c>を配置しましょう。","이제 마을로 진입할 수 있으니 <c9916c8>바바리안 킹</c>을 배치하세요.","Sekarang dah ada jalan ke dalam pangkalan, kerahkan <c9916c8>Raja Orang Gasar</c>.","Nu er een pad het dorp in leidt, zet je de <c9916c8>barbarenkoning</c> in.","Nå som det er en vei inn i basen, utplasserer du <c9916c8>barbarkongen</c>.","Agora que há um caminho para dentro da base, mobilize o <c9916c8>Rei Bárbaro</c>.","Теперь, когда путь к центру деревни расчищен, выпусти <c9916c8>короля варваров.</c>","ถึงตอนนี้จะมีเส้นทางด้านในของฐาน ให้ส่ง<c9916c8>ราชันคนเถื่อน</c>","Artık üsse giden bir yol olduğu için <c9916c8>Barbar Kralı</c> mevzilendir.","Giờ thì đã có một con đường máu tiến vào bên trong căn cứ, hãy triển khai <c9916c8>Man di Vương</c>."
"TID_NPC_CHALLENGE_TH10_MINER_WIZARDS1","Deploy <c54a0fe>Wizards</c> to clear some buildings. This ensures that <c9916c8>Archer Queen</c> stays inside the village.","انشر <c54a0fe>السحرة</c> لتدمير بعض المباني. سيضمن هذا بقاء <c9916c8>الملكة رامية السهام</c> داخل القرية.","派出一些<c54a0fe>法师</c>清理部分建筑，这能确保<c9916c8>弓箭女皇</c>持续攻击基地内部。","派出一些<c54a0fe>法師</c>清理部分建築，這能確保<c9916c8>弓箭女皇</c>持續攻擊陣型內部。","Entsende <c54a0fe>Magier</c>, um Gebäude zu beseitigen. So bleibt die <c9916c8>Bogenschützen-Königin</c> im Dorf.","Despliega <c54a0fe>magos</c> para despejar algunas estructuras. Así te asegurarás de que la <c9916c8>reina arquera</c> permanece en la aldea.","<c54a0fe>جادوگرها</c> را برای پاکسازی چند ساختمان مستقر کنید. با این کار مطمئن می‌شوید که <c9916c8>ملکه کماندار</c> داخل دهکده باقی می‌ماند.","Sijoita <c54a0fe>velhoja</c> raivaamaan rakennuksia. Tämä varmistaa, että <c9916c8>jousikuningatar</c> pysyy kylän sisällä.","Déployez les <c54a0fe>sorciers</c> pour détruire les bâtiments. Cela incitera la <c9916c8>reine des archers</c> à rester dans l'enceinte du village.","Kerahkan <c54a0fe>Penyihir</c> untuk melibas bangunan. Ini juga akan memastikan<c9916c8>Ratu Pemanah</c> tetap berada di dalam desa.","Schiera gli <c54a0fe>stregoni</c> per distruggere degli edifici. In questo modo, la <c9916c8>regina degli arcieri</c> resterà nel villaggio.","<c54a0fe>ウィザード</c>を投入していくつか建物を破壊しましょう！そうすれば、<c9916c8>アーチャークイーン</c>は村の内側にとどまるはずです。","<c54a0fe>마법사</c>를 배치해 일부 건물을 제거하세요. 이렇게 하면 <c9916c8>아처 퀸</c>이 마을 안에 머물 수 있습니다.","Kerahkan <c54a0fe>Ahli Sihir</c> untuk memusnahkan beberapa bangunan. Ini memastikan <c9916c8>Permaisuri Pemanah</c> kekal di dalam kampung.","Zet <c54a0fe>tovenaars</c> in om wat gebouwen te verwijderen. Dit zorgt ervoor dat de <c9916c8>boogschutterskoningin</c> in het dorp blijft.","Utplasser <c54a0fe>trollmenn</c> for å få ryddet vekk noen bygninger. Dette gjør at <c9916c8>bueskytterdronningen</c> holder seg i landsbyen.","Mobilize <c54a0fe>Magos</c> para eliminar algumas construções. Isso garante que a <c9916c8>Rainha Arqueira</c> fique dentro da vila.","Используй <c54a0fe>колдунов,</c> чтобы уничтожить часть зданий — тогда <c9916c8>королева лучниц</c> останется на территории деревни.","ส่ง<c54a0fe>พ่อมด</c>เพื่อเคลียร์สิ่งก่อสร้างบางส่วน ซึ่งเป็นการรับประกันว่า<c9916c8>ราชินีธนู</c>จะอยู่ด้านในของหมู่บ้าน","Bazı binaları temizlemek için <c54a0fe>Büyücüler</c> mevzilendir. Böylece <c9916c8>Okçu Kraliçenin</c> köyün içinde kalması sağlama alınır.","Hãy sử dụng <c54a0fe>Pháp sư</c> để dọn dẹp bớt một số công trình. Việc này sẽ bảo đảm <c9916c8>Nữ hoàng Cung thủ</c> vẫn ở lại bên trong làng."
"TID_NPC_CHALLENGE_TH10_MINER_BARBARIAN_KING","Deploy <c9916c8>Barbarian King</c>. He will distract enemy defenses from attacking the <c54a0fe>Miners</c>.","انشر <c9916c8>الملك البربري</c> لتشتيت انتباه دفاعات العدو كي لا تتمكن من مهاجمة <c54a0fe>عمال المنجم</c>.","部署<c9916c8>野蛮人之王</c>，他可以为<c54a0fe>掘地矿工</c>吸引敌军防御建筑的火力。","部署<c9916c8>野蠻人之王</c>，他可以為<c54a0fe>掘地礦工</c>吸引敵軍防禦建築的火力。","Entsende den <c9916c8>Barbarenkönig</c>. Er wird die gegnerischen Verteidigungen von den <c54a0fe>Tunnelgräbern</c> ablenken.","Despliega al <c9916c8>rey bárbaro</c> para que evite que las defensas enemigas ataquen a los <c54a0fe>mineros</c>.","<c9916c8>شاه بربرها</c> را مستقر کنید. او حواس دفاع دشمن را می‌کند تا به <c54a0fe>معدنچی‌ها</c> حمله نکنند.","Sijoita <c9916c8>barbaarikuningas</c>. Hän harhauttaa vihollisen puolustusta, jolloin ne eivät hyökkää <c54a0fe>kaivosmiesten</c> kimppuun.","Déployez le <c9916c8>roi des barbares</c> pour distraire les défenses ennemies et pour qu'elles n'attaquent pas les <c54a0fe>mineurs</c>.","Kerahkan <c9916c8>Raja Barbar</c>. Dia akan membantu mengalihkan perhatian pertahanan musuh dari serangan <c54a0fe>Penambang</c>.","Schiera il <c9916c8>re barbaro</c> per distrarre le difese nemiche, così non attaccheranno i <c54a0fe>minatori</c>.","<c9916c8>バーバリアンキング</c>を投入しましょう。敵の防衛施設の注意を引きつけ、<c54a0fe>ディガー</c>が攻撃されるのを防いでくれます。","<c9916c8>바바리안 킹</c>을 배치하세요. 적 방어 시설들이 <c54a0fe>광부</c>를 공격하지 못하게 주의를 끌어줄 것입니다.","Kerahkan <c9916c8>Raja Orang Gasar</c>. Dia akan bantu mengalihkan perhatian pertahanan musuh daripada menyerang <c54a0fe>Pelombong</c>.","Zet de <c9916c8>barbarenkoning</c> in. Hij zorgt voor afleiding van de vijandelijke verdediging, zodat de <c54a0fe>mijnwerkers</c> niet aangevallen worden.","Utplasser <c9916c8>barbarkongen</c>. Han vil avlede fiendens forsvar, slik at de ikke angriper <c54a0fe>graverne</c>.","Mobilize o <c9916c8>Rei Bárbaro</c>. Ele vai evitar que as defesas inimigas ataquem os <c54a0fe>Mineiros</c>.","Отправь <c9916c8>короля варваров.</c> Он отвлечет оборону врага от <c54a0fe>шахтеров.</c>","ส่ง<c9916c8>ราชันคนเถื่อน</c> เขาจะเบนความสนใจการป้องกันของศัตรูไม่ให้โจมตี<c54a0fe>คนงานเหมือง</c>","<c9916c8>Barbar Kralı</c> mevzilendir. Düşman savunmalarının <c54a0fe>Madencilere</c> saldırmasını önler.","Sử dụng <c9916c8>Man di Vương</c> để đánh lạc hướng các công trình phòng thủ của đối thủ khỏi tấn công <c54a0fe>Thợ mỏ</c>."
"TID_VALKYRIE_QUEEN","Valkyrie Queen","فالكيري الملكة","瓦基丽女皇","瓦基麗女皇","Walkürenkönigin","Reina valquiria","ملکه والکری","Valkyriakuningatar","Reine valkyrie","Ratu Valkyrie","Regina delle valchirie","バルキリークイーン","발키리 퀸","Permaisuri Valkyrie","Valkyriekoningin","Valkyrjedronning","Rainha Valquíria","Королева валькирий","ราชินีวัลคีรี","Valkür Kraliçesi","Nữ hoàng Valkyrie"
"TID_GRAND_WARDEN_SKIN","Party Warden","آمر الحفلات","派对守护者","派對守護者","Partywächter","Centinela fiestero","نگهبان مجلسی","Bilesuojelija","Gardien fêtard","Wali Pesta","Sorvegliante festaiolo","パーティーウォーデン","파티 워든","Warden Parti","Feestwachter","Partyvokter","Guardião Folião","Хранитель вечеринки","ผู้คุมขาปาร์ตี้","Parti Koruyucusu","Quản giáo Tiệc tùng"
"TID_TAB_COMMUNITY","Community","مجتمع اللعبة","玩家社区","玩家社群","Community","Comunidad","جامعه بازیکنان","Yhteisö","Communauté","Komunitas","Community","コミュニティ","커뮤니티","Komuniti","Community","Nettsamfunn","Comunidade","Сообщество","ชุมชน","Topluluk","Cộng đồng"
"TID_LEGENDS_MP_SUMMARY","Battle Log","سجل المعركة","战斗日志","戰鬥記錄","Kampflog","Registro de batallas","گزارش نبرد","Taistelut","Journal de combat","Log Pertempuran","Registro","戦闘ログ","전투 기록","Log Perang","Gevechtslogboek","Kamphistorikk","Registro de batalhas","Ход сражения","บันทึกการรบ","Savaş Günlüğü","Nhật ký Chiến đấu"
"TID_LEGENDS_MP_CURRENT_DAY_TITLE","Current League Day","يوم الدوري الحالي","当前联赛日","當前攻防日","Aktueller Ligatag","Día de liga actual","روز لیگ فعلی","Menossa oleva liigapäivä","Jour de ligue actuel","Hari Liga Saat Ini","Giorno di lega attuale","現在のリーグ日","현재 리그일","Hari Liga Semasa","Huidige divisiedag","Nåværende ligadag","Dia da liga atual","Этот день лиги","วันแข่งลีกปัจจุบัน","Bulunduğun Lig Günü","Ngày Giải đấu hiện tại"
"TID_LEGENDS_MP_PREVIOUS_DAY_TITLE","Previous League Day","يوم الدوري السابق","上一个联赛日","上一個攻防日","Vorheriger Ligatag","Día de liga anterior","روز لیگ قبلی","Edellinen liigapäivä","Jour de ligue précédent","Hari Liga Sebelumnya","Giorno di lega precedente","前のリーグ日","이전 리그일","Hari Liga Seterusnya","Vorige divisiedag","Forrige ligadag","Dia da liga anterior","Предыдущий день лиги","วันแข่งลีกก่อนหน้า","Önceki Lig Günü","Ngày Giải đấu trước"
"TID_SHOP_CATEGORY_DIAMONDS","Gems","جواهر","宝石","寶石","Juwelen","Gemas","جواهر","Jalokivet","Gemmes","Permata","Gemme","エメラルド","보석","Permata","Edelstenen","Juveler","Gemas","Кристаллы","อัญมณี","Taş","Ngọc"
