"Name","TroopLevel","Deprecated","TID","InfoTID","HousingSpace","BarrackLevel","LaboratoryLevel","Speed","Hitpoints","TrainingTime","UpgradeTimeH","UpgradeTimeM","UpgradeResource","UpgradeCost","DonateCost","DonateXP","DonateCount","AttackRange","AttackSpeed","CoolDownOverride","DPS","PreferedTargetDamageMod","DamageRadius","AreaDamageIgnoresWalls","SelfAsAoeCenter","IconSWF","IconExportName","BigPicture","BigPictureSWF","Projectile","AltProjectile","PreferedTargetBuilding","PreferedTargetBuildingClass","PreferredTargetNoTargeting","DeployEffect","AttackEffect","AttackEffect2","HitEffect","HitEffect2","IsFlying","AirTargets","GroundTargets","AttackCount","DieEffect","DieEffect2","Animation","ProductionBuilding","IsJumper","MovementOffsetAmount","MovementOffsetSpeed","TombStone","DieDamage","DieDamageRadius","DieDamageEffect","DieDamageDelay","DisableProduction","SecondaryTroop","IsSecondaryTroop","SecondaryTroopCnt","SecondarySpawnDist","RandomizeSecSpawnDist","PickNewTargetAfterPushback","PushbackSpeed","SummonTroop","SummonTroopCount","SummonCooldown","SummonEffect","SummonLimit","SpawnIdle","SpawnOnAttack","StrengthWeight","AuraSpell","AuraSpellLevel","SpawnWhenDamaged","JumpHeightPercent","NoClipping","Squad","WallMovementCost","BurstCount","BurstDelay","AttackMultipleBuildings","IncreasingDamage","DPSLv2","DPSLv3","Lv2SwitchTime","Lv3SwitchTime","AttackEffectLv2","AttackEffectLv3","AttackEffectLv4","TransitionEffectLv2","TransitionEffectLv3","TransitionEffectLv4","TargetedEffectOffset","SecondarySpawnOffset","CustomDefenderIcon","SpecialMovementMod","InvisibilityRadius","HealthReductionPerSecond","AutoMergeDistance","AutoMergeGroupSize","IsUnderground","ProjectileBounces","FriendlyGroupWeight","EnemyGroupWeight","NewTargetAttackDelay","TriggersTraps","ChainShootingDistance","ChainAttackDistance","ChainAttackMaxTargets","ChainAttackDelay","ChainAttackDamageReductionPercent","ChainAttackEffect","PreAttackEffect","MoveStartsEffect","MoveTrailEffect","BecomesTargetableEffect","BoostedIfAlone","BoostRadius","BoostDmgPerfect","BoostAttackSpeed","HideEffect","VillageType","UnitsInCamp","SpecialAbilityLevel","SpecialAbilityName","SpecialAbilityInfo","SpecialAbilityType","SpecialAbilityAttribute","SpecialAbilityAttribute2","SpecialAbilityAttribute3","SpecialAbilitySpell","SpecialAbilityEffect","SpecialAbilityIcon","DisableDonate","ScaleByTH","EnabledByCalendar","EnabledBySuperLicence","LoseHpPerTick","LoseHpInterval","UpgradeLevelByTH","EvolveToCharacter","EvolveEffect","EvolveOnDamageDealt","EvolveTime","CanAttackWhileMoving","PreferredMovementTarget","RetargetAfterHit","Damage2","Damage2Radius","Damage2Delay","Damage2Min","Damage2FalloffStart","Damage2FalloffEnd","DamageMultiplierTarget","DamageMultiplierPercent","FrostOnHitTime","FrostOnHitPercent","DoesNotOpenCC","DefensiveTroop","DamageReductionToStorages","BunkerTroops","BunkerTroopCount1","BunkerTroopCount2","BunkerDegenerationTime","BunkerSpawnDist","HeroDamageMultiplier","PenetratingProjectile","PenetratingRadius","PenetratingExtraRange","ImmuneToHealing","PreferHeroes","HealerWeight","DefaultSkin","DefenseBonus","SmoothJump","SpecialAbilities"
,10,,,,,,12,,250,,336,,,16000000,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,"Barbarian10",,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,,,,,,13,,270,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,"Barbarian11",,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Archer",1,,"TID_ARCHER","TID_CHARACTER_INFO_ARCHER",1,2,1,300,20,6,3,,"Elixir",30000,1,,,350,1000,,7,1,,,,"sc/ui.sc","icon_unit_archer","unit_archer_big","sc/info_archer.sc","Arrow_small",,,,,"Archer Deploy","Archer Attack",,"Archer Hit",,"FALSE","TRUE","TRUE",,"Archer Die",,"Archer","Barrack","FALSE",,0,"TombStone",,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,100,100,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,1,,23,,6,,,80000,,,,,,,9,,,,,,,,,"Arrow_small",,,,,,,,,,,,,,,,"Archer",,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,3,,28,,12,,,300000,,,,,,,12,,,,,,,,,"Arrow_small_fire",,,,,,,,,,,,,,,,"Archer2",,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,5,,33,,24,,,800000,,,,,,,16,,,,,,,,,"Arrow_small_fire",,,,,,,,,,,,,,,,"Archer2",,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,6,,40,,36,,,2000000,,,,,,,20,,,,,,,,,"Arrow_small_elixirFire",,,,,,,,,,,,,,,,"Archer3",,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,7,,44,,60,,,2500000,,,,,,,22,,,,,,,,,"Arrow_small_darkElixirFire",,,,,,,,,,,,,,,,"Archer6",,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,8,,48,,84,,,3200000,,,,,,,25,,,,,,,,,"Arrow_small_darkElixirFire2",,,,,,,,,,,,,,,,"Archer7",,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,9,,52,,168,,,6300000,,,,,,,28,,,,,,,,,"Arrow_small_darkElixirFire2",,,,,,,,,,,,,,,,"Archer8",,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,10,,56,,312,,,14500000,,,,,,,31,,,,,,,,,"Arrow_small_darkElixirFire2",,,,,,,,,,,,,,,,"Archer9",,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,12,,60,,336,,,16000000,,,,,,,34,,,,,,,,,"Arrow_small_darkElixirFire2",,,,,,,,,,,,,,,,"Archer10",,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,,,,,,13,,64,,,,,,,,,,,,37,,,,,,,,,"Arrow_small_darkElixirFire2",,,,,,,,,,,,,,,,"Archer11",,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin",1,,"TID_GOBLIN","TID_CHARACTER_INFO_GOBLIN",1,4,1,400,25,7,5,,"Elixir",45000,1,,,40,1000,,11,2,,,,"sc/ui.sc","icon_unit_goblin","unit_goblin_big","sc/info_goblin.sc",,,,"Resource",,"Goblin Deploy","Goblin Attack",,"Goblin Hit",,"FALSE","FALSE","TRUE",,"Goblin Die",,"Goblin","Barrack","FALSE",,0,"TombStone",,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,50,50,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,1,,30,,9,,,175000,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,"Goblin",,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,3,,36,,12,,,500000,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,"Goblin2",,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,5,,50,,24,,,1200000,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,"Goblin2",,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,6,,65,,36,,,2000000,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,"Goblin3",,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,7,,80,,84,,,3000000,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,"Goblin6",,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,8,,105,,192,,,6300000,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,"Goblin7",,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,10,,126,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,"Goblin8",,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Giant",1,,"TID_GIANT","TID_CHARACTER_INFO_GIANT",5,3,1,150,300,30,4,,"Elixir",40000,3,,,100,2000,,11,1,,,,"sc/ui.sc","icon_unit_giant","unit_giant_big","sc/info_giant.sc",,,,"Defense",,"Giant Deploy","Giant Attack",,"Giant Hit",,"FALSE","FALSE","TRUE",,"Giant Die",,"Giant","Barrack","FALSE",,0,"TombStone",,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,600,500,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,2,,360,,8,,,150000,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,"Giant",,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,4,,450,,12,,,500000,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,"Giant2",,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,5,,600,,24,,,1200000,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,"Giant2",,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,6,,800,,48,,,2000000,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,"Giant3",,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,7,,1100,,84,,,3000000,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,"Giant6",,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,8,,1300,,132,,,3500000,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,"Giant7",,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,9,,1500,,216,,,6300000,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,"Giant8",,,,,,,,,,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,10,,1850,,270,,,10000000,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,"Giant9",,,,,,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,11,,2000,,384,,,16500000,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,"Giant10",,,,,,,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,,,,,,13,,2200,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,"Giant11",,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wall Breaker",1,,"TID_WALL_BREAKER","TID_CHARACTER_INFO_WALLBREAKER",2,5,1,300,20,15,6,,"Elixir",100000,1,,,50,1000,,6,40,80,,,"sc/ui.sc","icon_unit_wallbreaker","unit_skeleton_big","sc/info_wallbreaker.sc",,,,"Wall",,"Wall Breaker Deploy","Wall Breaker Attack",,"Wall Breaker Hit",,"FALSE","FALSE","TRUE",1,"Wall Breaker Die",,"Wall Breaker","Barrack","FALSE",,0,"TombStone",6,150,"Balloon Exposion",,,,,,,,,,,,,,,,,100,,,,,,,128,,,,,,,,,,,,,,,-50,,,,,,,,,,50,50,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,2,,24,,12,,,250000,,,,,,,10,,80,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker",,,,,,9,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,4,,29,,18,,,600000,,,,,,,15,,80,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker2",,,,,,13,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,5,,35,,24,,,1200000,,,,,,,20,,80,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker2",,,,,,16,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,6,,53,,51,,,2500000,,,,,,,43,,80,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker3",,,,,,23,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,8,,72,,84,,,4200000,,,,,,,55,,80,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker6",,,,,,30,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,9,,82,,168,,,7300000,,,,,,,66,,80,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker7",,,,,,36,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
