"TID","EN","AR","CN","CNT","DE","ES","FA","FI","FR","ID","IT","JP","KR","MS","NL","NO","PT","RU","TH","TR","VI"
"TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_2","Since you are underage, you are under the limitation of the anti-addiction system. You have reached the 3-hour daily maximum for gaming during legal holidays.","نظرًا لأنك قاصر، فأنت مقيد بنظام الحماية من الإدمان. بلغت الحد الأقصى للعب المسموح به يوميًا خلال العطلات الرسمية، وهو 3 ساعات.","由于您未满18周岁或未实名认证，已被纳入防沉迷系统，法定节假日已达到最大游戏时长3小时。","由於你尚未滿18周歲或未實名認證，已被納入防沉迷系統，法定假日已達到最高遊戲時間上限3小時。","Da du minderjährig bist, ist dein Spielkonto vom Suchtbekämpfungssystem eingeschränkt. Du hast das tägliche dreistündige Maximum für das Spielen von Videospielen an gesetzlichen Feiertagen erreicht.","Como eres menor de edad, se aplicarán limitaciones a tu cuenta relativas al sistema antiadicción: has alcanzado el límite diario de 3 horas de juego durante vacaciones oficiales.","Since you are underage, you are under the limitation of the anti-addiction system. You have reached the 3-hour daily maximum for gaming during legal holidays.","Olet alaikäinen, joten riippuvuuden vastaisen järjestelmän mukaiset rajoitteet koskevat sinua. Pelaamista virallisina juhlapyhinä koskeva 3 tunnin päivittäinen aikaraja on tullut täyteen.","Vous êtes un(e) mineur(e) et êtes donc soumis(e) aux limites définies par le dispositif anti-addiction. Vous avez atteint 3 heures de jeu, soit la limite quotidienne pendant les vacances scolaires.","Karena kamu masih di bawah umur, kamu dibatasi oleh sistem antikecanduan. Kamu telah mencapai batas maksimum 3 jam per hari untuk bermain game di hari libur nasional.","Poiché sei minorenne, non ti è permesso di giocare per più di tre ore al giorno durante le festività ufficiali, in base a quanto previsto dalle disposizioni anti-dipendenza, e ti comunichiamo che hai raggiunto tale limite.","プレイヤー様は未成年であるため、ゲーム依存防止システムによるプレイ制限がかかっております。法定休日のプレイ可能時間の3時間に達しました。","미성년자 계정이므로 중독 근절 시스템에 의해 플레이가 제한됩니다. 법정 공휴일의 일일 최대 플레이 시간인 3시간에 도달했습니다.","Memandangkan anda di bawah umur, anda berada di dalam pengehadan sistem anti-ketagihan. Anda telah mencapai had masa bermain 3 jam sehari ketika cuti am.","Omdat je minderjarig bent, val je onder de beperkingen van het anti-verslavingssysteem. Je hebt drie uur lang gespeeld en daarmee de dagelijkse speeltijdlimiet tijdens wettelijke feestdagen bereikt.","Since you are underage, you are under the limitation of the anti-addiction system. You have reached the 3-hour daily maximum for gaming during legal holidays.","Como você é menor de idade, as restrições antivício estão em vigor. Você alcançou o limite máximo de 3 horas de jogo por dia durante feriados oficiais.","Так как вы ещё не достигли совершеннолетия, то вы не можете играть более 3 часов в день в праздничные дни в соответствии с ограничениями системы предотвращения зависимости.","เนื่องจากคุณยังเป็นเยาวชน คุณจึงอยู่ภายใต้ข้อจำกัดของระบบป้องกันการติดเกม คุณได้เล่นเกมครบจำนวนสูงสุด 3 ชั่วโมงต่อวันในวันหยุดตามกฎหมายกำหนดแล้ว","Küçük yaşta olduğunuzdan bağımlılık önleme sistemimizin sınırlaması altındasınız. Bu sistem kapsamında resmi tatillerde günlük oyun oynayabileceğiniz süre maksimum 3 saattir ve bu süreyi doldurdunuz.","Do chưa đủ tuổi nên bạn phải chịu sự giới hạn của hệ thống chống nghiện game. Bạn đã đạt giới hạn chơi game tối đa 3 giờ mỗi ngày trong các ngày lễ quốc gia."
"TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_3","Since you are underage, you are under the limitation of the anti-addiction system. You have reached the 1.5-hour daily maximum for gaming today.","نظرًا لأنك قاصر، فأنت مقيد بنظام الحماية من الإدمان. بلغت الحد الأقصى للعب المسموح به يوميًا، وهو ساعة ونصف.","由于您未满18周岁或未实名认证，已被纳入防沉迷系统，非法定节假日已达到最大游戏时长1.5小时。","由於你尚未滿18周歲或未實名認證，已被納入防沉迷系統，非法定假日已達到最高遊戲時間上限1.5小時。","Da du minderjährig bist, ist dein Spielkonto vom Suchtbekämpfungssystem eingeschränkt. Du hast das tägliche eineinhalbstündige Maximum für das Spielen von Videospielen erreicht.","Como eres menor de edad, se aplicarán limitaciones a tu cuenta relativas al sistema antiadicción: has alcanzado el límite diario de 1,5 horas de juego.","Since you are underage, you are under the limitation of the anti-addiction system. You have reached the 1.5-hour daily maximum for gaming today.","Olet alaikäinen, joten riippuvuuden vastaisen järjestelmän mukaiset rajoitteet koskevat sinua. Päivittäinen 1,5 tunnin aikaraja pelaamiselle on tullut täyteen.","Vous êtes un(e) mineur(e) et êtes donc soumis(e) aux limites définies par le dispositif anti-addiction. Vous avez atteint la limite quotidienne de 1 heure et demi de jeu.","Karena kamu masih di bawah umur, kamu dibatasi oleh sistem antikecanduan. Kamu telah mencapai batas maksimum 1,5 jam per hari untuk bermain game.","Poiché sei minorenne, non ti è permesso di giocare per più di un'ora e mezza al giorno, in base a quanto previsto dalle disposizioni anti-dipendenza, e ti comunichiamo che hai raggiunto tale limite.","プレイヤー様は未成年であるため、ゲーム依存防止システムによるプレイ制限がかかっております。本日のプレイ可能時間の1時間30分に達しました。","미성년자 계정이므로 중독 근절 시스템에 의해 플레이가 제한됩니다. 일일 최대 플레이 시간인 1.5시간에 도달했습니다.","Memandangkan anda di bawah umur, anda berada di dalam pengehadan sistem anti-ketagihan. Anda telah mencapai had masa bermain 1.5 jam sehari ketika cuti am.","Omdat je minderjarig bent, val je onder de beperkingen van het anti-verslavingssysteem. Je hebt negentig minuten lang gespeeld en daarmee de dagelijkse speeltijdlimiet bereikt.","Since you are underage, you are under the limitation of the anti-addiction system. You have reached the 1.5-hour daily maximum for gaming today.","Como você é menor de idade, as restrições antivício estão em vigor. Você alcançou o limite máximo de 1h30 de jogo por dia.","Так как вы ещё не достигли совершеннолетия, то вы не можете играть более 1,5 часов в день в соответствии с ограничениями системы предотвращения зависимости.","เนื่องจากคุณยังเป็นเยาวชน คุณจึงอยู่ภายใต้ข้อจำกัดของระบบป้องกันการติดเกม คุณได้เล่นเกมครบจำนวนสูงสุด 1.5 ชั่วโมงต่อวันแล้ว","Küçük yaşta olduğunuzdan bağımlılık önleme sistemimizin sınırlaması altındasınız. Bu sistem kapsamında günlük oyun oynayabileceğiniz süre maksimum 1,5 saattir ve bu süreyi doldurdunuz.","Do chưa đủ tuổi nên bạn phải chịu sự giới hạn của hệ thống chống nghiện game. Bạn đã đạt giới hạn chơi game tối đa 1,5 giờ mỗi ngày cho ngày hôm nay."
"TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_15MIN_WARNING","Since you are underage, you are under the limitation of the anti-addiction system. You have <MINS> minutes left for gaming today.","نظرًا لأنك قاصر، فأنت مقيد بنظام الحماية من الإدمان. تبقت أمامك <MINS> د للعب اليوم.","由于您未满18周岁或未实名认证，已被纳入防沉迷系统，今日可游戏时间剩余<MINS>分钟。","由於你尚未滿18周歲或未實名認證，已被納入防沉迷系統，今日可遊戲時間剩餘<MINS>分鐘。","Da du minderjährig bist, ist dein Spielkonto vom Suchtbekämpfungssystem eingeschränkt. Du kannst heute noch <MINS> Minuten spielen.","Como eres menor de edad, se aplicarán limitaciones a tu cuenta relativas al sistema antiadicción: solo puedes jugar <MINS> minutos más hoy.","Since you are underage, you are under the limitation of the anti-addiction system. You have <MINS> minutes left for gaming today.","Olet alaikäinen, joten riippuvuuden vastaisen järjestelmän mukaiset rajoitteet koskevat sinua. Voit tänään pelata vielä <MINS> minuuttia.","Vous êtes un(e) mineur(e) et êtes donc soumis(e) aux limites définies par le dispositif anti-addiction. Il vous reste <MINS> minutes de jeu pour aujourd'hui.","Karena kamu masih di bawah umur, kamu dibatasi oleh sistem antikecanduan. Sisa waktu bermain game untuk hari ini adalah <MINS>.","Poiché sei minorenne, oggi puoi continuare a giocare solo per altro/i <MINS> minuto/i, in base a quanto previsto dalle disposizioni anti-dipendenza","プレイヤー様は未成年であるため、ゲーム依存防止システムによるプレイ制限がかかっております。本日のプレイ可能時間は残り<MINS>分です。","미성년자 계정이므로 중독 근절 시스템에 의해 플레이가 제한됩니다. 오늘의 일일 플레이 시간이 <MINS>분 남았습니다.","Memandangkan anda di bawah umur, anda kini berada dalam pengehadan sistem anti-ketagihan. Anda ada baki <MINS> minit untuk bermain pada hari ini.","Omdat je minderjarig bent, val je onder de beperkingen van het anti-verslavingssysteem. Je kunt vandaag nog <MINS> minuten lang spelen.","Since you are underage, you are under the limitation of the anti-addiction system. You have <MINS> minutes left for gaming today.","Como você é menor de idade, as restrições antivício estão em vigor. Minutos de jogo restantes hoje: <MINS>.","Так как вы ещё не достигли совершеннолетия, на вашу игру действует ограничение системы предотвращения зависимости. Осталось минут игрового времени на сегодня: <MINS>.","เนื่องจากคุณยังเป็นเยาวชน คุณจึงอยู่ภายใต้ข้อจำกัดของระบบป้องกันการติดเกม คุณเหลือเวลาเล่นเกม <MINS> นาทีสำหรับวันนี้","Küçük yaşta olduğunuzdan bağımlılık önleme sistemimizin sınırlaması altındasınız. Bugün oyun oynamak için <MINS> dakikanız kaldı.","Do chưa đủ tuổi nên bạn phải chịu sự giới hạn của hệ thống chống nghiện game. Bạn còn <MINS> phút chơi game cho ngày hôm nay."
"TID_ANTIADDICTION_WARNING_TITLE","Warning","تحذير","警告","警告","Warnung","Aviso","Warning","Varoitus","Avertissement","Peringatan","Avviso","警告","경고","Amaran","Waarschuwing","Warning","Atenção","Предупреждение","คำเตือน","Uyarı","Cảnh báo"
"TID_ERROR_POP_UP_OUT_OF_SYNC","Client and server are out of sync! Please check if your application store has a new version available to improve reliability","لا يوحد تزامن بين العميل والخادم! هناك تحديث جديد يتضمن تعديلات وإصلاحات أخطاء نشرناه في متجر التطبيقات.","客户端和服务器不同步！ 非强制性更新版本已准备就绪！最新版本将修复游戏问题并对游戏内容进行调整。","客戶端與伺服器不同步！ 非強制可選更新版本已準備就緒！最新版本將修復遊戲問題並對遊戲內容進行調整。","Gerät/Spiel und Server sind nicht synchron! Ein neues Update mit Fehlerbehebungen und einigen Änderungen ist nun in deinem Store verfügbar!","El cliente y el servidor no están sincronizados. ¡Hay disponible una nueva actualización opcional en la tienda de aplicaciones! Incluye errores solucionados y cambios.","سیستم شما و سرور همگام نیستند! به‌روزرسانی جدید که شامل رفع چندین اشکال و تغییرات است به فروشگاه برنامه شما فرستاده شده‌است.","Asiakasta ja palvelinta ei ole synkronoitu! Uusi ohjelmistovirheiden korjauksia ja muita parannuksia sisältävä päivitys on saatavilla sovelluskaupassasi.","Le client et le serveur ne sont pas synchronisés ! Vous pourrez trouver une mise à jour qui corrige certains bugs dans votre boutique d'applications.","Klien dan server tidak sinkron! Pembaruan terkini yang mencakup perbaikan bug dan beberapa perombakan telah tersedia di toko aplikasi!","Il client e il server non sono sincronizzati! Un nuovo aggiornamento contenente correzioni di errori e miglioramenti alle prestazioni è disponibile nel tuo store di riferimento.","クライアントとサーバーの同期がとれていません！ バグ修正や調整を含む新しいアップデートが、ご利用のアプリストアに追加されました！","클라이언트와 서버가 동기화되지 않았습니다! 버그 수정 및 개선 사항이 담긴 신규 업데이트가 사용하시는 앱 스토어에 추가되었습니다!","Klien dan pelayan di luar penyegerakan! Kemas kini baharu dengan pembetulan pepijat dan pembaikan telah dihantar ke stor aplikasi anda!","Client en server lopen niet synchroon! We hebben een nieuwe update met probleemoplossingen en verbeteringen naar je appstore gestuurd.","Klienten og serveren er ikke synkronisert. Please check if your application store has a new version available to improve reliability","O cliente e o servidor não estão sincronizados! Uma nova atualização com correções de erros e mudanças já está disponível na sua loja de aplicativos!","Клиент и сервер не синхронизированы! В ваш магазин приложений было направлено обновление с изменениями и исправлением ошибок.","ข้อมูลเกมของผู้เล่นและเซิร์ฟเวอร์ไม่ประสานกัน! มีอัปเดตใหม่ที่มาพร้อมกับการแก้ไขบั๊กและการปรับปรุงในร้านค้าแอปพลิเคชันของท่าน","İstemci ve sunucu uyumlu değil! Hata düzeltmeleri ve bir takım iyileştirmeler içeren yeni güncellememiz uygulama mağazanıza geldi.","Máy khách và máy chủ không đồng bộ! Cửa hàng ứng dụng của bạn hiện đã có một bản cập nhật mới gồm các sửa lỗi và chỉnh sửa cho trò chơi!"
"TID_VISIT_FAILED","Could not visit the village. Please try again later.","تعذرت زيارة القرية. يُرجى إعادة المحاولة لاحقًا.","无法参观村庄，请稍后重试。","無法參觀村莊，請稍後重試。","Das Dorf konnte nicht besucht werden. Bitte versuche es später erneut.","No se ha podido visitar la aldea. Inténtalo de nuevo más tarde.","بازدید از دهکده ممکن نیست. لطفاً بعداً دوباره امتحان کنید.","Kylässä ei voitu vierailla. Yritä myöhemmin uudelleen.","Impossible de voir le village. Veuillez réessayer plus tard.","Tidak dapat mengunjungi Desa. Coba lagi nanti.","Non è stato possibile visitare il villaggio. Riprova più tardi.","村に遊びにいくことができません。また後ほどお試しください。","마을을 방문할 수 없습니다. 잠시 후 다시 시도해주세요.","Tidak dapat lawat kampung. Sila cuba lagi kemudian.","Het dorp kon niet worden bezocht. Probeer het later opnieuw.","Landsbyen kunne ikke besøkes. Prøv igjen senere.","Não foi possível visitar a vila. Tente de novo mais tarde.","Не удалось посетить деревню. Пожалуйста, попробуйте позже.","ไม่สามารถเยี่ยมชมหมู่บ้านได้ โปรดลองอีกครั้งในภายหลัง","Köye gidilemiyor. Lütfen daha sonra tekrar dene.","Không thể ghé thăm ngôi làng. Vui lòng thử lại sau."
"TID_VISIT_FAILED_RESTRICTED","Cannot visit this village.","تتعذر زيارة هذه القرية.","无法参观该村庄。","無法參觀該村莊。","Dorf kann nicht besucht werden.","No se puede visitar esta aldea.","بازدید از این دهکده ممکن نیست.","Kylässä ei voida vierailla.","Impossible de voir le village.","Tidak dapat mengunjungi Desa ini.","Impossibile visitare questo villaggio.","この村に遊びにいくことはできません。","해당 마을을 방문할 수 없습니다.","Tidak boleh lawat kampung ini.","Dit dorp kan niet worden bezocht.","Denne landsbyen kan ikke besøkes.","Não é possível visitar esta vila.","Не получается посетить эту деревню.","ไม่สามารถเยี่ยมชมหมู่บ้านนี้ได้","Bu köye gidilemiyor.","Không thể ghé thăm ngôi làng này."
"TID_PLAYER_SEARCH_RESTRICTED","Could not load player profile.","تعذر تحميل ملف اللاعب.","无法载入玩家简介。","無法載入玩家個人資料。","Spielerprofil konnte nicht geladen werden.","No se ha podido cargar el perfil de jugador.","بارگیری پروفایل بازیکن ممکن نیست.","Pelaajaprofiilia ei voitu ladata.","Impossible de charger le profil de joueur.","Tidak dapat memuat profil pemain.","Non è stato possibile caricare il profilo giocatore.","プレイヤープロフィールをロードできませんでした。","플레이어 프로필을 불러올 수 없습니다.","Gagal muat profil pemain.","Spelersprofiel kon niet worden geladen.","Spillerprofilen kunne ikke lastes inn.","Não foi possível carregar o perfil de jogador.","Не удалось загрузить профиль игрока.","ไม่สามารถโหลดประวัติผู้เล่นได้","Oyuncu profili yüklenemiyor.","Không thể tải hồ sơ người chơi."
"TID_ATTACK_FAIL_RESTRICTED","Cannot attack this village.","يتعذر الهجوم على هذه القرية.","无法进攻该村庄。","無法進攻該村莊。","Dieses Dorf kann nicht angegriffen werden.","No se puede atacar esta aldea.","حمله به این دهکده ممکن نیست.","Tähän kylään ei voida hyökätä.","Impossible d'attaquer le village.","Tidak dapat menyerang desa ini.","Impossibile attaccare questo villaggio.","この村は攻撃できません。","해당 마을을 공격할 수 없습니다.","Tidak boleh serang kampung ini.","Dit dorp kan niet worden aangevallen.","Denne landsbyen kan ikke angripes.","Não é possível atacar esta vila.","Не получается напасть на эту деревню.","ไม่สามารถโจมตีหมู่บ้านนี้ได้","Bu köye saldırılamıyor.","Không thể tấn công ngôi làng này."
"TID_CHALLENGE_FAIL_RESTRICTED","Unable to start the challenge.","تعذر بدء التحدي.","无法发起挑战。","無法發起挑戰。","Herausforderung konnte nicht begonnen werden.","No puedes empezar el desafío.","شروع چالش ممکن نیست.","Haastetta ei voida aloittaa.","Impossible de commencer le défi.","Tidak dapat memulai tantangan.","Impossibile iniziare la sfida.","チャレンジを開始できません。","도전을 시작할 수 없습니다.","Tidak dapat memulakan cabaran.","Uitdaging kan niet worden gestart.","Kunne ikke starte utfordringen.","Não é possível iniciar o desafio.","Невозможно начать испытание.","ไม่สามารถเริ่มความท้าทายได้","Mücadele başlatılamıyor.","Không thể bắt đầu thử thách."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_ELECTRODRAGON","Win <num>x Multiplayer Battles using <num2> Electro Dragons.","اربح <num> من المعارك متعددة اللاعبين باستخدام <num2> من التنانين الكهربية.","在联机模式中赢得<num>场战斗，每场战斗需使用<num2>条雷电飞龙。","在多人遊戲中贏得<num>場戰鬥，每場戰鬥需使用<num2>隻雷電飛龍。","Gewinne <num>-mal einen Mehrspieler-Kampf und setze dabei <num2> Elektrodrachen ein.","Gana una estrella en <num> batallas multijugador usando <num2> dragones eléctricos.","در <num> نبرد رو در رو با استفاده از <num2> اژدهای برقی، یک ستاره بگیرید.","Voita <num> moninpelitaistelua käyttämällä <num2> salamalohikäärmettä.","Gagnez un combat multijoueur <num> fois en utilisant <num2> électro-dragons.","Menangkan <num>x Pertempuran Multipemain menggunakan <num2> Naga Elektro.","Vinci <num> battaglie multigiocatore usando dei draghi elettrici (<num2>).","ライトニングドラゴンを<num2>体使ってマルチプレイで<num>回勝利する。","멀티플레이 전투에서\n일렉트로 드래곤(x <num2>)을 사용해\n<num>회 승리","Dapatkan Bintang dari <num>x Pertempuran Berbalas menggunakan <num2> Naga Elektro.","Win <num> multiplayergevechten met behulp van <num2> elektrodra(a)k(en).","Vinn <num> flerspillerkamper ved bruk av tilsvarende elektrodrager: <num2>.","Vença <num> batalhas multijogador usando Dragões Elétricos (<num2>).","Победите в многопользовательском режиме <num> р., используя электродракона (<num2>).","ชนะการรบแบบผู้เล่นหลายคน <num> ครั้งโดยใช้มังกรไฟฟ้า <num2> ตัว","<num2> Elektro Ejderha kullanarak <num> Çok Oyunculu Savaş kazan.","Thắng <num>x Trận chiến Nhiều người chơi có sử dụng <num2> Điện Long."
"TID_GUEST_LOGIN_IAP_BLOCKED","In accordance with the latest anti-addiction rules, you cannot make in-game purchases when logged in with a Guest account. To ensure the very best gaming experience, we highly recommend logging in with either QQ or WeChat and completing your real-name verification. If you have already logged in with a Guest account, you can connect your account to QQ or WeChat from the game Settings page.",,,,,,,,,,,,,,,,,,,,
"TID_PARTY_KING","Party King","ملك الحفلات","派对蛮王","派對之王","Partykönig","Rey fiestero","پادشاه مجلسی","Bilekuningas","Roi fêtard","Raja Pesta","Re festaiolo","パーティー キング","파티 킹","Raja Parti","Feestkoning","Partykonge","Rei Festeiro","Король вечеринки","ราชันขาปาร์ตี้","Parti Kralı","Vua Tiệc tùng"
