"Name","SWF","ExportName","ScaleTimeline","DirectionCount","ParticleEmitter","RotateEmitter","Effect","RotateEffect","SpawnEffect","Speed","StartHeight","StartOffset","IsBallistic","ShadowSWF","ShadowExportName","RandomHitPositionOnCharacters","SmallRandomHitPositionOnBuildings","UseRotate","DirectionFrame","PlayOnce","UseTopLayer","Scale","HitSpell","HitSpellLevel","HitSpellInheritAffectType","DontTrackTarget","BallisticHeight","TrajectoryStyle","FixedTravelTime","MaxTravelTime","DamageDelay","DestroyedEffect","BounceEffect","TargetPosRandomRadius","SlowdownDefencePercent","UseNormalizeLenghtFix","MaxBounceDistance","StopToTargetTime","SmoothDamage","StartOffsetFromGunBone","PenetratingHitBoxWidth","MaxHitBuildings","ReturningProjectile","RetargetRadius","RetargetTimer","3D","DepthBiasFront","DepthBiasBack"
"Fireworks4","sc/buildings_cc.sc","capital_firecracker_ammo_04",,,"dragon_rider_projectile_fire_trail_03",,,,,800,110,20,"true",,,,,"true",,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fireworks5","sc/buildings_cc.sc","capital_firecracker_ammo_05",,,"dragon_rider_projectile_fire_trail_03",,,,,800,110,20,"true",,,,,"true",,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bomb Tower Ammo1","sc/buildings.sc","bomb_projectile_lvl1",,,"mortar_trail",,,,,800,200,10,"true","sc/buildings.sc","simple_shadow_small",,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Bomb Tower Ammo2","sc/buildings.sc","bomb_projectile_lvl3",,,"mortar_trail",,,,,800,200,10,"true","sc/buildings.sc","simple_shadow_small",,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Air Bomb Projectile1","sc/buildings_cc.sc","cc_air_barrel_projectile_1",,,,,,,,200,60,,"false","sc/buildings.sc","simple_shadow_small",,,"false",,"true","true",100,,,,,,,,,,,,,,,,,,,,,,,,,,
"Air Bomb Projectile2","sc/buildings_cc.sc","cc_air_barrel_projectile_2",,,,,,,,200,60,,"false","sc/buildings.sc","simple_shadow_small",,,"false",,"true","true",100,,,,,,,,,,,,,,,,,,,,,,,,,,
"Air Bomb Projectile3","sc/buildings_cc.sc","cc_air_barrel_projectile_3",,,,,,,,200,60,,"false","sc/buildings.sc","simple_shadow_small",,,"false",,"true","true",100,,,,,,,,,,,,,,,,,,,,,,,,,,
"FlyingFortressProjectile","sc/buildings.sc","bomb_projectile_lvl1",,,"mortar_trail",,,,,1200,0,0,,"sc/buildings.sc","simple_shadow_small",,,"true",,,,100,,,,,,,,,,,,,,,,,,"true",,,,,,,75,
"Blast Bow Projectile1","sc/buildings_cc.sc","queen_tower_projectile","false",0,"mortar_trail",,"Blast Bow Trail 1",,,1830,235,160,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",116,"Blast Bow Strike",1,"true","false",80,0,0,,0,,,0,0,"false",0,0,"true","false",0,0,,,,,,
"Blast Bow Projectile2","sc/buildings_cc.sc","queen_tower_projectile","false",0,"mortar_trail",,"Blast Bow Trail 1",,,1830,235,160,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",116,"Blast Bow Strike",2,"true","false",80,0,0,,0,,,0,0,"false",0,0,"true","false",0,0,,,,,,
"Blast Bow Projectile3","sc/buildings_cc.sc","queen_tower_projectile2","false",0,"mortar_trail",,"Blast Bow Trail 1",,,1830,235,160,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",116,"Blast Bow Strike",3,"true","false",80,0,0,,0,,,0,0,"false",0,0,"true","false",0,0,,,,,,
"Blast Bow Projectile4","sc/buildings_cc.sc","queen_tower_projectile2","false",0,"mortar_trail",,"Blast Bow Trail 1",,,1830,235,160,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",116,"Blast Bow Strike",4,"true","false",80,0,0,,0,,,0,0,"false",0,0,"true","false",0,0,,,,,,
"Blast Bow Projectile5","sc/buildings_cc.sc","queen_tower_projectile2","false",0,"mortar_trail",,"Blast Bow Trail 1",,,1830,235,160,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",116,"Blast Bow Strike",5,"true","false",80,0,0,,0,,,0,0,"false",0,0,"true","false",0,0,,,,,,
"Capital Hall Ammo1","sc/buildings.sc","doom_ammo_big_asset_lvl1",,,,,"Artillery Trail",,,500,330,20,"true","sc/buildings.sc",,,,"true",,,"true",,,,,"false",5000,1,5000,,0,,,,,,,,"true",,,,,,,,,
"Capital Hall Ammo2","sc/buildings.sc","doom_ammo_big_asset_lvl1",,,,,"Artillery Trail",,,500,420,20,"true","sc/buildings.sc",,,,"true",,,"true",,,,,"false",5000,1,5000,,0,,,,,,,,"true",,,,,,,,,
"Capital Hall Ammo3","sc/buildings.sc","doom_ammo_big_asset_lvl2",,,,,"Artillery Trail",,,500,470,20,"true","sc/buildings.sc",,,,"true",,,"true",,,,,"false",5000,1,5000,,0,,,,,,,,"true",,,,,,,,,
"GolemExplosion","sc/buildings.sc","trollBoulder_lvl6","false",6,"trollBoulder_dust_emitter_lvl2",,,,,250,200,20,"true",,,"false","false","false","false","false","true",100,,,,"false",300,0,0,,0,"trollBoulder_destroyed",,0,0,"false",0,0,"false","false",0,0,,,,,,
"RapidRocketProjectile","sc/buildings_cc.sc","rapid_rocket_projectile_01","false",0,,,,,,800,110,20,"true",,,"false","false","true","false","false","false",85,,,"false","false",0,0,0,,0,,,0,0,"false",0,0,"false","false",0,0,,,,,,
"MultiCannonball1","sc/buildings.sc","basic_turret_ammo",,,,,,,,1900,88,40,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MinionProjectile","sc/characters.sc","slimeball_projectile","false",0,,,,,,285,94,38,"true",,,"false","false","true","false","false","false",75,,,"false","false",0,0,0,,0,,,0,0,"false",0,0,"false","false",0,0,,,,,,
"Spear_01","sc/buildings_cc.sc","cc_spear_01",,,,,,,,1050,106,50,"true",,,,,"true",,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,
"CapitalMortar Ammo1","sc/buildings.sc","mortar_ammo1",,,"mortar_trail",,,,,750,95,20,"true","sc/buildings.sc","bolt_projectile_shadow",,,"true",,,,100,,,,"true",,,2500,,,,,150,,,,,,,,,,,,,,
"CapitalMortar Ammo2","sc/buildings.sc","mortar_ammo2",,,"mortar_trail",,,,,750,95,20,"true","sc/buildings.sc","bolt_projectile_shadow",,,"true",,,,105,,,,"true",,,2500,,,,,150,,,,,,,,,,,,,,
"CapitalMortar Ammo3","sc/buildings.sc","mortar_ammo3",,,"mortar_trail",,,,,750,95,20,"true","sc/buildings.sc","bolt_projectile_shadow",,,"true",,,,110,,,,"true",,,2500,,,,,150,,,,,,,,,,,,,,
"CapitalMortar Ammo4","sc/buildings.sc","mortar_ammo3",,,"mortar_trail",,,,,750,95,20,"true","sc/buildings.sc","bolt_projectile_shadow",,,"true",,,,115,,,,"true",,,2500,,,,,150,,,,,,,,,,,,,,
"LogTrapLog1","sc/buildings_cc.sc","cc_log_01",,4,"trollBoulder_dust_emitter_lvl1",,,,,600,-5,135,,"sc/buildings.sc","shadow_trollBoulder",,,"false",,,"true",,,,,,,,,,,"Log Die",,,,,,,,,30,4,,,,,,
"LogTrapLog3","sc/buildings_cc.sc","cc_log_03",,4,"trollBoulder_dust_emitter_lvl1",,,,,600,-5,135,,"sc/buildings.sc","shadow_trollBoulder",,,"false",,,"true",,,,,,,,,,,"Log Die",,,,,,,,,30,4,,,,,,
"LogTrapLog4","sc/buildings_cc.sc","cc_log_04",,4,"trollBoulder_dust_emitter_lvl1",,,,,600,-5,135,,"sc/buildings.sc","shadow_trollBoulder",,,"false",,,"true",,,,,,,,,,,"Log Die",,,,,,,,,30,4,,,,,,
"LogTrapLog5","sc/buildings_cc.sc","cc_log_05",,4,"Flamer_trail4-6",,,,,420,-5,135,,"sc/buildings.sc","shadow_trollBoulder",,,"false",,,"true",,,,,,,,,,,"Log Die",,,,,,,,,30,4,,,,,,
"Rocket Artillery Ammo5","sc/buildings_cc.sc","capital_mortar_lvl1_projectile",,,,,,,,400,190,0,"true","sc/buildings.sc","simple_shadow_small",,,"true",,,"true",,,,,"true",,,,,,,,,,,,,,,,,,,,"Mortar Rocket 5",100,
"MiniMinionProjectile1","sc/buildings_cc.sc","minion_spawn_projectile_01",,,"minion_spawn_trail_glow_blue",,,,,700,140,0,"true","sc/buildings.sc","simple_shadow_small",,,"true",,,"true",50,,,,"false",250,5,1400,,,"minion_spawn_hit",,0,,,,,,,,,"false",35,750,,0,
"MiniMinionProjectile2","sc/buildings_cc.sc","minion_spawn_projectile_01",,,"minion_spawn_trail_glow_blue",,,,,700,140,0,"true","sc/buildings.sc","simple_shadow_small",,,"true",,,"true",50,,,,"false",250,5,1400,,,"minion_spawn_hit",,0,,,,,,,,,"false",35,750,,0,
"MiniMinionProjectile3","sc/buildings_cc.sc","minion_spawn_projectile_01",,,"minion_spawn_trail_glow_blue",,,,,700,140,0,"true","sc/buildings.sc","simple_shadow_small",,,"true",,,"true",50,,,,"false",250,5,1400,,,"minion_spawn_hit",,0,,,,,,,,,"false",35,750,,0,
"MiniMinionProjectile4","sc/buildings_cc.sc","minion_spawn_projectile_02",,,"minion_spawn_trail_glow_purple",,,,,700,140,0,"true","sc/buildings.sc","simple_shadow_small",,,"true",,,"true",50,,,,"false",250,5,1400,,,"minion_spawn_hit",,0,,,,,,,,,"false",35,750,,0,
"MiniMinionProjectile5","sc/buildings_cc.sc","minion_spawn_projectile_02",,,"minion_spawn_trail_glow_purple",,,,,700,140,0,"true","sc/buildings.sc","simple_shadow_small",,,"true",,,"true",50,,,,"false",250,5,1400,,,"minion_spawn_hit",,0,,,,,,,,,"false",35,750,,0,
"ReflectorProjectile","sc/buildings_cc.sc","reflector_shield_projectile","false",12,"healer_projectile_trail",,,,,750,100,0,"false",,,,,"false",,,"true",75,,,,"false",,,,,,,,,,,,,,,,,,100,,,,
