"Name","Character","IsDefaultSkin","EnabledByCalendar","PurchasePrice","TID","Icon","Geometry","Texture","NormalMap","MaterialMap","EmissionMap","OpacityMap","Animation","AltAnimation","CameraDistance","ViewportWidth","ViewportHeight","CelebrateSfx","CelebrateSfxVolume","DeployEffect","AttackEffect","AttackEffect2","AttackEffectAlt","AttackEffect2Alt","HitEffect","DieEffect","AbilityTriggerEffect","SkinChangeEffect","ParticleEffect3D","GunBone","ProjectileVis","RageProjectileVis","AbilityProjectileVis","SpawnedTroopAnimation"
"PrimalKing","Barbarian King",,,,"TID_PRIMAL_KING","image/skin_icons/bk_primal_dl_opt.png","sc3d/barbking_primal_geo_dl_opt.scw","sc3d/barbking_primal_01_dl_opt.pvr","sc3d/barbking_primal_01_normal_dl_opt.pvr","sc3d/barbking_primal_01_material_dl_opt.pvr",,,"BarbarianKingPrimalSkin",,10000,225,225,"sfx/barbarian_king_scream_01.ogg",80,"Primal King Deploy","Barbarian King Attack",,,,,"Barbarian King Die","King Ability Effect",,,,,,,
"ClockworkKing","Barbarian King",,,,"TID_CLOCKWORK_KING","image/skin_icons/bk_clockwork_dl_opt.png","sc3d/barbking_clockwork_geo_dl_opt.scw","sc3d/barbking_clockwork_01_dl_opt.pvr","sc3d/barbking_clockwork_01_normal_dl_opt.pvr","sc3d/barbking_clockwork_01_material_dl_opt.pvr",,,"BarbarianKingClockworkSkin",,10000,225,225,"sfx/bk_wood_scream_01_dl_opt.ogg",80,"Barbarian King Deploy","Barbarian King Attack",,,,,"Barbarian King Die","King Ability Effect",,,,,,,
"PartyKing","Barbarian King",,,,"TID_PARTY_KING","image/skin_icons/bk_party_dl_opt.png","sc3d/barbking_party_geo_dl_opt.scw","sc3d/barbking_party_01_dl_opt.pvr","sc3d/barbking_party_01_normal_dl_opt.pvr","sc3d/barbking_party_01_material_dl_opt.pvr",,,"BarbarianKingPartySkin",,10000,225,225,,80,"Party King Deploy","Party King Attack",,,,,"Party King Die","Party King Ability Effect",,,,,,,
"ChampionKing","Barbarian King",,,,"TID_CHAMPION_KING","image/skin_icons/bk_champion_dl_opt.png","sc3d/barbking_champ_geo_dl_opt.scw","sc3d/barbking_champ_01_dl_opt.pvr",,"sc3d/barbking_champ_01_material_dl_opt.pvr",,,"BarbarianKingChampionSkin",,10000,225,225,"sfx/gladchampkingpose_01_dl_opt.ogg",80,"Champion King Spawn Effect Offset","Champion King Attack",,,,"Champion King hit","Barbarian King Die","Champion King Ability Effect","Champion King Spawn Effect",,,,,,"BarbarianChamp"
"BarbarianKingChronos008","Barbarian King",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GladiatorQueen","Archer Queen",,,1500,"TID_ARCHER_QUEEN_GLADIATOR","image/skin_icons/aq_gladiator_dl_opt.png","sc3d/archerqueen_gladiator_geo_dl_opt.scw","sc3d/archerqueen_gladiator_01_dl_opt.pvr",,"sc3d/archerqueen_gladiator_01_material_dl_opt.pvr",,,"ArcherQueenGladiatorSkin",,10000,225,225,"sfx/archer_queen_scream_01.ogg",90,"Archer Queen Deploy","ArcherQueen Attack",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,
,,,,,,,,,,,,,,,,,,"sfx/archer_queen_deploy_01.ogg",90,,,,,,,,,,,,,,,
"ValkyrieQueen","Archer Queen",,,1500,"TID_VALKYRIE_QUEEN","image/skin_icons/aq_valkyrie_dl_opt.png","sc3d/archerqueen_valkyrie_geo_dl_opt.scw","sc3d/archerqueen_valkyrie_01_dl_opt.pvr",,"sc3d/archerqueen_valkyrie_01_material_dl_opt.pvr",,,"ArcherQueenValkyrieSkin",,10000,225,225,"sfx/archer_queen_scream_01.ogg",90,"Archer Queen Deploy","ArcherQueen Attack",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,
,,,,,,,,,,,,,,,,,,"sfx/archer_queen_deploy_01.ogg",90,,,,,,,,,,,,,,,
"AutumnQueen","Archer Queen",,,1500,"TID_AUTUMN_QUEEN","image/skin_icons/aq_autumn_dl_opt.png","sc3d/archerqueen_autumn_geo_dl_opt.scw","sc3d/archerqueen_autumn_01_dl_opt.pvr","sc3d/archerqueen_autumn_01_normal_dl_opt.pvr","sc3d/archerqueen_autumn_01_material_dl_opt.pvr",,,"ArcherQueenAutumnSkin",,10000,225,225,"sfx/archer_queen_scream_01.ogg",90,"Archer Queen Deploy","ArcherQueen Attack",,,,,"Archer Queen Die","Queen Ability Effect","Autumn Spawn Effect",,,,,,
,,,,,,,,,,,,,,,,,,"sfx/archer_queen_deploy_01.ogg",90,,,,,,,,,,,,,,,
"IceQueen","Archer Queen",,,,"TID_ICE_QUEEN","image/skin_icons/aq_ice_dl_opt.png","sc3d/archerqueen_ice_geo_dl_opt.scw","sc3d/archerqueen_ice_01_dl_opt.pvr",,"sc3d/archerqueen_ice_01_material_dl_opt.pvr","sc3d/archerqueen_ice_01_emission_dl_opt.pvr",,"ArcherQueenIceSkin",,10000,225,225,"sfx/archer_queen_scream_01.ogg",90,"Archer Queen Deploy","ArcherQueen Attack",,,,,"Archer Queen Die","Ice Ability Effect","Ice Spawn Effect",,,,,,
,,,,,,,,,,,,,,,,,,"sfx/archer_queen_deploy_01.ogg",90,,,,,,,,,,,,,,,
"WarriorQueen","Archer Queen",,,,"TID_WARRIOR_QUEEN","image/skin_icons/aq_cny_01_dl_opt.png","sc3d/archerqueen_cny_geo_dl_opt.scw","sc3d/archerqueen_cny_01_dl_opt.pvr",,"sc3d/archerqueen_cny_01_material_dl_opt.pvr",,,"ArcherQueenCnySkin",,10000,225,225,"sfx/archer_queen_scream_01.ogg",90,"CNY Queen Deploy","ArcherQueen Attack",,,,,"Archer Queen Die","CNY Ability Effect",,,,"ArcherQueenCNY arrow","ArcherQueenCNY arrow rage",,
"PrimalQueen","Archer Queen",,,,"TID_PRIMAL_QUEEN","image/skin_icons/aq_primal_dl_opt.png","sc3d/archerqueen_primal_geo_dl_opt.scw","sc3d/archerqueen_primal_01_dl_opt.pvr","sc3d/archerqueen_primal_01_normal_dl_opt.pvr","sc3d/archerqueen_primal_01_material_dl_opt.pvr",,,"ArcherQueenPrimalSkin",,10000,225,225,"sfx/archer_queen_scream_01.ogg",90,"Archer Queen Deploy","ArcherQueen Attack",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,
"ClockworkQueen","Archer Queen",,,,"TID_CLOCKWORK_QUEEN","image/skin_icons/aq_clockwork_dl_opt.png","sc3d/archerqueen_clockwork_geo_dl_opt.scw","sc3d/archerqueen_clockwork_01_dl_opt.pvr","sc3d/archerqueen_clockwork_01_normal_dl_opt.pvr","sc3d/archerqueen_clockwork_01_material_dl_opt.pvr",,,"ArcherQueenClockworkSkin",,10000,225,225,"sfx/wood_queen_scream_01_dl_opt.ogg",90,"Wood Archer Queen Deploy","Wood ArcherQueen Attack",,,,,"Wood Archer Queen Die","Queen Ability Effect",,,,,,,
"ArcherQueenChronos008","Archer Queen",,,,"TID_PIRATE_QUEEN","image/skin_icons/aq_pirate_dl_opt.png","sc3d/archerqueen_pirate_geo_dl_opt.scw","sc3d/archerqueen_pirate_01_dl_opt.pvr","sc3d/archerqueen_pirate_01_normal_dl_opt.pvr","sc3d/archerqueen_pirate_01_material_dl_opt.pvr",,,"ArcherQueenPirateSkin",,10000,225,225,"sfx/archer_queen_scream_01.ogg",90,"Archer Queen Deploy","ArcherQueen Attack",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,
"PartyWarden","Grand Warden",,,1500,"TID_PARTY_WARDEN","image/skin_icons/gw_party_dl_opt.png","sc3d/grandwarden_party_geo_dl_opt.scw","sc3d/grandwarden_party_01_dl_opt.pvr",,"sc3d/grandwarden_party_01_material_dl_opt.pvr",,,"GrandWardenPartySkin","GrandWardenFlyPartySkin",10000,225,225,"sfx/pwdeploy01_dl_opt.ogg",90,"Party Warden Deploy","Party Warden Attack",,"Party Warden Attack Air",,,"Party Warden Die",,,,"L_gunbone_01_s",,,,
"PrimalWarden","Grand Warden",,,,"TID_PRIMAL_WARDEN","image/skin_icons/gw_primal_dl_opt.png","sc3d/grandwarden_primal_geo_dl_opt.scw","sc3d/grandwarden_primal_01_dl_opt.pvr",,"sc3d/grandwarden_primal_01_material_dl_opt.pvr",,,"GrandWardenPrimalSkin","GrandWardenFlyPrimalSkin",10000,225,225,"sfx/tap_grand_warden_04.ogg",90,"Grand Warden Deploy","GrandWarden Attack",,"GrandWarden Attack Air",,,"Grand Warden Die",,,,"L_gunbone_01_s",,,,
"ClockworkWarden","Grand Warden",,,,"TID_CLOCKWORK_WARDEN","image/skin_icons/gw_clockwork_dl_opt.png","sc3d/grandwarden_clockwork_geo_dl_opt.scw","sc3d/grandwarden_clockwork_01_dl_opt.pvr","sc3d/grandwarden_clockwork_01_normal_dl_opt.pvr","sc3d/grandwarden_clockwork_01_material_dl_opt.pvr","sc3d/grandwarden_clockwork_01_emission_dl_opt.pvr",,"GrandWardenClockworkSkin","GrandWardenFlyClockworkSkin",10000,225,225,"sfx/wooden_warden_tap_01_dl_opt.ogg",90,"Wood Warden Deploy","ClockworkWarden Attack",,"ClockworkWarden Attack Air",,,"Wood Warden Die",,,"clockwork_glow","L_gunbone_01_s",,,,
"GladiatorWarden","Grand Warden",,,,"TID_GRAND_WARDEN_GLADIATOR","image/skin_icons/gw_gladiator_dl_opt.png","sc3d/grandwarden_gladiator_geo_dl_opt.scw","sc3d/grandwarden_gladiator_01_dl_opt.pvr","sc3d/grandwarden_gladiator_01_normal_dl_opt.pvr","sc3d/grandwarden_gladiator_01_material_dl_opt.pvr",,,"GrandWardenGladiatorSkin","GrandWardenFlyGladiatorSkin",10000,225,225,,,"Grand Warden Deploy","GladiatorWarden Attack",,"GladiatorWarden Attack Air",,,"Grand Warden Die",,,,"L_gunbone_01_s",,,,
"GrandWardenChronos005","Grand Warden",,,,"TID_PIRATE_WARDEN","image/skin_icons/gw_pirate_dl_opt.png","sc3d/grandwarden_pirate_geo_dl_opt.scw","sc3d/grandwarden_pirate_01_dl_opt.pvr","sc3d/grandwarden_pirate_01_normal_dl_opt.pvr","sc3d/grandwarden_pirate_01_material_dl_opt.pvr",,,"GrandWardenPirateSkin","GrandWardenFlyPirateSkin",10000,225,225,"sfx/tap_grand_warden_04.ogg",90,"Grand Warden Deploy","PirateWarden Attack",,"PirateWarden Attack2",,,"Grand Warden Die",,,,"L_gunbone_01_s",,,,
"GrandWardenChronos006","Grand Warden",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GrandWardenChronos007","Grand Warden",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GrandWardenChronos008","Grand Warden",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarriorPrincessDefault","Warrior Princess","true",,,"TID_HERO_ROYAL_CHAMPION","image/skin_icons/rc_original.png","sc3d/warriorprincess_default_geo.scw","sc3d/warriorprincess_default_01.pvr",,"sc3d/warriorprincess_default_01_material.pvr",,,"WarriorPrincessDefaultSkin",,10000,225,225,"sfx/rg_alert_01.ogg",90,"Royal Champion Deploy","Warrior Princess Attack",,,,,"Royal Champion Die","Champion Ability Effect",,,"L_gunbone_01_s",,,,
"WarriorPrincessChronos001","Warrior Princess",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarriorPrincessChronos002","Warrior Princess",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarriorPrincessChronos003","Warrior Princess",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarriorPrincessChronos004","Warrior Princess",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarriorPrincessChronos005","Warrior Princess",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarriorPrincessChronos006","Warrior Princess",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarriorPrincessChronos007","Warrior Princess",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarriorPrincessChronos008","Warrior Princess",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarriorPrincessChronos009","Warrior Princess",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarriorPrincessChronos010","Warrior Princess",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarriorPrincessChronos011","Warrior Princess",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarriorPrincessChronos012","Warrior Princess",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarriorPrincessChronos013","Warrior Princess",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarriorPrincessChronos014","Warrior Princess",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarriorPrincessChronos015","Warrior Princess",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarriorPrincessChronos016","Warrior Princess",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BarbarianKingChronos009","Barbarian King",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BarbarianKingChronos010","Barbarian King",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BarbarianKingChronos011","Barbarian King",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BarbarianKingChronos012","Barbarian King",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BarbarianKingChronos013","Barbarian King",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BarbarianKingChronos014","Barbarian King",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BarbarianKingChronos015","Barbarian King",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BarbarianKingChronos016","Barbarian King",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BarbarianKingChronos017","Barbarian King",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BarbarianKingChronos018","Barbarian King",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BarbarianKingChronos019","Barbarian King",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BarbarianKingChronos020","Barbarian King",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ArcherQueenChronos009","Archer Queen",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ArcherQueenChronos010","Archer Queen",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ArcherQueenChronos011","Archer Queen",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ArcherQueenChronos012","Archer Queen",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ArcherQueenChronos013","Archer Queen",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ArcherQueenChronos014","Archer Queen",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ArcherQueenChronos015","Archer Queen",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ArcherQueenChronos016","Archer Queen",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ArcherQueenChronos017","Archer Queen",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ArcherQueenChronos018","Archer Queen",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ArcherQueenChronos019","Archer Queen",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ArcherQueenChronos020","Archer Queen",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GrandWardenChronos009","Grand Warden",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GrandWardenChronos010","Grand Warden",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GrandWardenChronos011","Grand Warden",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GrandWardenChronos012","Grand Warden",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GrandWardenChronos013","Grand Warden",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GrandWardenChronos014","Grand Warden",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GrandWardenChronos015","Grand Warden",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GrandWardenChronos016","Grand Warden",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GrandWardenChronos017","Grand Warden",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GrandWardenChronos018","Grand Warden",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GrandWardenChronos019","Grand Warden",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GrandWardenChronos020","Grand Warden",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
