"Name","Emitter","AttachToBone","LockTransformation","OnTop","BoundsCheck","ParticleSizeForBoundsCheck","DepthBias"
"skin_aq_ghost_sleep","skin_ghost_rc_sleep","jaw_s","false","true","true",1000,0
,"skin_ghost_rc_smoke","Root","false","true","true",1000,0
"skin_aq_ghost_wardrobe","skin_ghost_rc_smoke_wardrobe","Root","false","true","true",1000,0
,"skin_ghost_rc_shine","Root","false","true","true",1000,1000
,"skin_ghost_aq_smoke_point_wardrobe","weapon_s","false","true","true",1000,0
,"skin_ghost_rc_smoke_point","quiverBase_s","false","false","true",1000,0
,"skin_ghost_rc_smoke_point_wardrobe","head_s","false","true","true",1000,0
,"skin_ghost_sparkle_wardrobe_spiral","Root","true","true","true",1000,0
"skin_aq_magic_sparks","skin_magic_sparks_aq","R_hair_effect_s","false","false","true",300,11
,"skin_magic_sparks_aq","arrow_effect_s","false","false","true",300,11
,"skin_magic_sparks_aq_rotate","bow_effect01_s","false","false","true",300,11
,"skin_magic_sparks_aq_rotate","bow_effect04_s","false","false","true",300,11
"skin_bk_clashiversary_celebrate","hero_bk_clashiversary_blade","sword_s","true","false","true",200,0
,"hero_bk_clashiversary_pad_celebrate","R_wrist_s","true","false","true",300,0
"skin_bk_clashiversary_idle","hero_bk_clashiversary_blade","sword_s","true","false","true",200,0
,"hero_bk_clashiversary_pad_celebrate","R_wrist_s","true","false","true",200,0
"skin_bk_clashiversary_pixcel_attack","hero_bk_clashiversary_pixel_attack","Root","false","false","true",200,0
,"hero_bk_clashiversary_blade","sword_s","true","false","true",200,0
"skin_bk_clashiversary_pixcel_purple","hero_bk_clashiversary_pad","R_wrist_s","false","false","true",200,0
,"hero_bk_clashiversary_blade","sword_s","true","false","true",200,0
,"hero_clashiversary_pixel_purple","Root","false","false","true",200,0
"skin_bk_ghost_attack","skin_ghost_rc_smoke_attack","Root","false","true","true",1000,0
,"skin_ghost_rc_smoke_point","crown_s","false","true","true",1000,0
,"skin_ghost_bk_smoke_point","sword_s","true","true","true",1000,0
"skin_bk_ghost_cheer","skin_ghost_rc_smoke","Root","false","true","true",1000,0
,"skin_ghost_rc_shine","Root","false","false","true",1000,0
,"skin_ghost_rc_smoke_point","crown_s","false","true","true",1000,0
,"skin_ghost_sparkle_spiral","Root","false","false","true",1000,0
,"skin_ghost_bk_smoke_point","sword_s","false","true","true",5000,0
"skin_bk_ghost_die","skin_ghost_rc_die","crown_s","false","false","true",1000,0
,"skin_ghost_rc_smoke","Root","false","false","true",1000,0
"skin_bk_ghost_idle","skin_ghost_rc_smoke","Root","false","true","true",1000,0
,"skin_ghost_rc_smoke_point","crown_s","false","true","true",1000,0
,"skin_ghost_rc_smoke_point","claw_s","false","true","true",1000,0
,"skin_ghost_bk_smoke_point","sword_s","true","true","true",1000,0
"skin_bk_ghost_sleep","skin_ghost_bk_sleep","crown_s","false","true","true",1000,0
,"skin_ghost_rc_smoke","Root","false","true","true",1000,0
"skin_bk_ghost_wardrobe","skin_ghost_rc_smoke_wardrobe","Root","false","true","true",1000,0
,"skin_ghost_rc_shine","Root","true","false","true",1000,1000
,"skin_ghost_bk_smoke_point","sword_s","false","true","true",1000,0
,"skin_ghost_rc_smoke_point_wardrobe","crown_s","false","true","true",1000,0
,"skin_ghost_sparkle_wardrobe_spiral","Root","true","false","true",1000,0
"skin_bk_league_shine","skin_league_bk_shine","head_s","false","true","true",3000,0
,"skin_league_bk_sparkle","L_belt_s","false","true","true",1000,0
,"skin_league_bk_sparkle","head_s","false","true","true",1000,0
,"skin_league_bk_sparkle","R_elbow_s","false","true","true",1000,0
,"skin_league_bk_sparkle","sword_s","false","true","true",1000,0
"skin_bk_league_sparkles","skin_league_bk_sparkle","L_belt_s","false","true","true",1000,0
,"skin_league_bk_sparkle","head_s","false","true","true",1000,0
,"skin_league_bk_sparkle","R_elbow_s","false","true","true",1000,0
,"skin_league_bk_sparkle","sword_s","false","true","true",1000,0
"skin_bk_magic_sparks","skin_magic_sparks_bk","glove_effect01_s","false","false","true",300,11
,"skin_magic_sparks_bk_rotate","sword_effect01_s","false","false","true",300,11
,"skin_magic_sparks_bk_rotate","sword_effect02_s","false","false","true",300,11
,"skin_magic_sparks_bk_rotate","sword_effect03_s","false","false","true",300,11
"skin_chess_aq_attack","skin_chess_aq_attack","Crossbow_s","true","false","true",300,20
"skin_chess_aq_cheer","skin_chess_cheer_bkaq","crown_s","false","true","true",1000,0
,"skin_chess_aq_attack","Crossbow_s","true","false","true",300,20
"skin_chess_aq_walk","skin_chess_aq_walk","Root","true","false","true",1000,0
,"skin_chess_aq_attack","Crossbow_s","true","false","true",300,20
"skin_chess_bk_attack","skin_chess_bk_attack","sword_s","true","false","true",300,11
"skin_chess_bk_cheer","skin_chess_cheer_bkaq","crown_s","false","true","true",1000,0
,"skin_chess_bk_attack","sword_s","true","false","true",300,11
"skin_chess_bk_walk","skin_chess_bk_walk","Root","false","false","true",1000,0
,"skin_chess_bk_attack","sword_s","true","false","true",300,11
"skin_clashiversary_die","hero_clashiversary_die","Root","false","true","true",200,0
"skin_gw_clashiversary_idle","hero_gw_clashiversary_staff","staff1_s","false","false","true",500,0
,"hero_gw_clashiversary_orbeye","orb_s","true","false","true",200,0
"skin_gw_clashiversary_pixcel_attack","hero_bk_clashiversary_pixel_attack","Root","false","false","true",200,0
,"hero_gw_clashiversary_staff","staff1_s","false","false","true",200,0
,"hero_gw_clashiversary_orbeye","orb_s","true","false","true",200,0
"skin_gw_clashiversary_wardrobe","hero_gw_clashiversary_orbeye","orb_s","true","false","true",500,0
,"hero_gw_clashiversary_staff","staff1_s","false","false","true",600,0
,"hero_gw_clashiversary_pixel_purple","Root","false","false","false",200,0
"skin_gw_ghost_attack","skin_ghost_rc_smoke_attack","Root","false","false","true",1000,0
,"skin_ghost_rc_smoke_point","jaw_s","false","true","true",1000,0
,"skin_ghost_rc_smoke_point_cheer","staff_s","false","true","true",1000,0
,"skin_ghost_rc_smoke_point_cheer","L_index_03_s","false","false","true",1000,0
"skin_gw_ghost_deploy","skin_ghost_rc_smoke","Root","false","true","true",1000,0
,"skin_ghost_rc_shine","Root","false","false","true",1000,0
,"skin_ghost_rc_smoke_point","jaw_s","false","true","true",1000,0
,"skin_ghost_sparkle_spiral","Root","false","false","true",1000,0
,"skin_ghost_rc_smoke_point","staff_s","false","true","true",1000,0
,"skin_ghost_rc_smoke_point_cheer","R_index_03_s","false","false","true",1000,0
"skin_gw_ghost_die","skin_ghost_rc_die","jaw_s","false","true","true",1000,0
,"skin_ghost_rc_smoke","Root","false","true","true",1000,0
,"skin_ghost_gw_scratch_die","R_thumb_03_s","false","false","true",1000,0
,"skin_ghost_gw_scratch_die","R_index_03_s","false","false","true",1000,0
,"skin_ghost_gw_scratch_die","R_pinky_03_s","false","false","true",1000,0
,"skin_ghost_gw_scratch_die","R_ring_03_s","false","false","true",1000,0
,"skin_ghost_gw_scratch_die","R_middle_03_s","false","false","true",1000,0
"skin_gw_ghost_idle","skin_ghost_rc_smoke","Root","false","true","true",1000,0
,"skin_ghost_rc_smoke_point","jaw_s","false","true","true",1000,0
,"skin_ghost_rc_smoke_point","staff_s","false","true","true",1000,0
,"skin_ghost_rc_smoke_point","L_weapon_01_s","false","true","true",1000,0
"skin_gw_ghost_sleep","skin_ghost_rc_sleep","jaw_s","false","true","true",1000,0
,"skin_ghost_rc_smoke","Root","false","true","true",1000,0
,"skin_ghost_rc_smoke_point","staff_s","false","true","true",1000,0
"skin_gw_ghost_wardrobe","skin_ghost_rc_smoke_wardrobe","Root","false","true","true",1000,0
,"skin_ghost_rc_shine","Root","false","true","true",1000,1000
,"skin_ghost_rc_smoke_point_wardrobe","R_weapon_01_s","false","true","true",1000,0
,"skin_ghost_rc_smoke_point_wardrobe","staff_s","false","true","true",1000,0
,"skin_ghost_rc_smoke_point_wardrobe","jaw_s","false","true","true",1000,0
,"skin_ghost_sparkle_wardrobe_spiral","Root","true","true","true",1000,0
"skin_gw_magic_sparks","skin_magic_sparks_gw","R_wing_effect01_s","false","false","true",300,11
,"skin_magic_sparks_gw","R_wing_effect02_s","false","false","true",300,11
,"skin_magic_sparks_gw","L_wing_effect01_s","false","false","true",300,11
,"skin_magic_sparks_gw","L_wing_effect02_s","false","false","true",300,11
"skin_gw_magic_sparks_menu","skin_magic_sparks_gw","R_wing_effect01_s","false","false","true",300,11
,"skin_magic_sparks_gw","R_wing_effect02_s","false","false","true",300,11
,"skin_magic_sparks_gw","L_wing_effect01_s","false","false","true",300,11
,"skin_magic_sparks_gw","L_wing_effect02_s","false","false","true",300,11
,"magic_gw_attack1","R_weapon_01_s","true","false","true",300,14
"skin_rc_clashiversary_idle","hero_rc_clashiversary_weapon","weapon_s","true","false","true",200,0
,"hero_rc_clashiversary_weapon_mirror","weapon_s","true","false","true",200,0
,"hero_rc_clashiversary_shield","shield_s","true","true","true",200,0
"skin_rc_clashiversary_pixcel_attack","hero_rc_clashiversary_pixel_attack","Root","false","false","true",200,0
,"hero_rc_clashiversary_shield","shield_s","true","true","true",200,0
,"hero_rc_clashiversary_weapon","weapon_s","true","false","true",200,0
,"hero_rc_clashiversary_weapon_mirror","weapon_s","true","false","true",200,0
"skin_rc_clashiversary_pixcel_blue","hero_rc_clashiversary_glasses","L_eye_s","false","true","true",200,0
,"hero_rc_clashiversary_glasses","R_eye_s","false","true","true",200,0
,"hero_rc_clashiversary_weapon","weapon_s","true","false","true",200,0
,"hero_rc_clashiversary_weapon_mirror","weapon_s","true","false","true",200,0
,"hero_rc_clashiversary_shield","shield_s","true","true","true",200,0
,"hero_clashiversary_pixel_blue","Root","false","false","true",200,0
"skin_rc_ghost_ability","skin_ghost_rc_smoke_attack","Root","false","false","true",1000,0
,"skin_ghost_rc_shine_attack_shield","shield_s","true","true","true",1000,0
,"skin_ghost_rc_smoke_point","head_s","false","true","true",1000,0
,"skin_ghost_rc_smoke_weapon","shield_s","false","false","false",0,0
"skin_rc_ghost_attack","skin_ghost_rc_smoke_attack","Root","false","false","true",1000,0
,"skin_ghost_rc_smoke_point","head_s","false","true","true",1000,0
"skin_rc_ghost_deploy","skin_ghost_rc_smoke","Root","false","true","true",1000,0
,"skin_ghost_rc_shine","Root","false","false","true",1000,0
,"skin_ghost_rc_smoke_point","head_s","false","false","true",1000,0
,"skin_ghost_sparkle_spiral","Root","false","false","true",1000,0
,"skin_ghost_rc_smoke_point","weapon_s","false","false","true",1000,0
"skin_rc_ghost_die","skin_ghost_rc_die","head_s","false","false","true",1000,0
,"skin_ghost_rc_smoke","Root","false","false","true",1000,0
"skin_rc_ghost_sleep","skin_ghost_rc_sleep","head_s","false","false","true",1000,0
,"skin_ghost_rc_smoke","Root","false","false","true",1000,0
"skin_rc_ghost_sparks","skin_ghost_rc_smoke","Root","false","true","true",1000,0
,"skin_ghost_rc_smoke_point","head_s","false","true","true",1000,0
,"skin_ghost_rc_smoke_weapon","shield_s","false","true","true",1000,0
"skin_rc_ghost_wardrobe","skin_ghost_rc_smoke_wardrobe","Root","false","true","true",1000,0
,"skin_ghost_rc_shine","Root","false","true","true",1000,1000
,"skin_ghost_rc_smoke_weapon","shield_s","false","true","true",1000,0
,"skin_ghost_rc_smoke_weapon","weapon_s","false","false","true",1000,0
,"skin_ghost_rc_smoke_point_wardrobe","head_s","false","true","true",1000,0
,"skin_ghost_sparkle_wardrobe_spiral","Root","true","false","true",1000,0
"skin_rc_magic_sparks","skin_magic_sparks_rc","spear_s","false","false","true",300,11
,"skin_magic_sparks_rc","ponytail_s1","false","false","true",300,11
,"skin_magic_sparks_rc_rotate","egl_tail01_s","false","false","true",300,11
"test","test","L_gunbone_01_s","true","false","true",200,0
,"test2","L_gunbone_01_s","true","false","true",200,0
"test_sword","hero_pekka_sword","R_gunbone_01_s","true","false","true",300,0
"unicorn_active","unicorn_glow_big","fx_jnt","true","true","true",500,0
,"unicorn_sparks","fx_jnt","true","true","true",0,0
"unicorn_active_menu","unicorn_glow_big_menu","fx_jnt","true","true","true",500,0
,"unicorn_sparks_menu","fx_jnt","true","true","true",0,0
"unicorn_inactive","unicorn_glow_faint","fx_jnt","true","true","true",500,0
"warmachine_weapon_glow","warmachine_electro_sparks","R_weapon_01_s","true","false","true",2000,25
,"warmachine_hammer_glow","R_weapon_01_s","true","false","true",2000,25
"winter_warden_staff","hero_winter_warden_fire","particle_jnt","true","false","true",500,1
,"hero_winter_warden_fire_02","particle_jnt","false","false","true",500,1
,"hero_winter_warden_spark","particle_jnt","false","false","true",1200,1
,"hero_winter_warden_glow","particle_jnt","true","false","true",450,1
