"Name","SWF","ExportName","ScaleTimeline","DirectionCount","ParticleEmitter","Effect","StartHeight","IsBallistic","ShadowSWF","ShadowExportName","UseRotate","DirectionFrame","PlayOnce","UseTopLayer","Scale","BallisticHeight","TrajectoryStyle","DestroyedEffect","BounceEffect","StartOffsetFromGunBone"
"ArcherQueenTH15 arrow rage","sc/hero_aq_th15_dl_opt.sc","hero_archerqueen_arrow_th15_rage","false",0,,,65,"false","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"false"
"RoyalChampionTH15 spear","sc/hero_rc_th15_dl_opt.sc","hero_warriorprincess_javelin_th15","false",0,"javelin_trail_glow",,0,"true","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"true"
"RoyalChampionTh15 shield","sc/hero_rc_th15_dl_opt.sc","shield_projectile_th15","false",0,"shield_trail_glow",,50,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false",100,100,3,"trollBoulder_destroyed",,"false"
"RoyalChampionPirate spear","sc/hero_rc_pirate_dl_opt.sc","hero_warriorprincess_javelin_pirate","false",0,"javelin_trail_glow",,0,"true","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"true"
"RoyalChampionPirate shield","sc/hero_rc_pirate_dl_opt.sc","shield_projectile_pirate","false",0,"shield_trail_glow",,50,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false",100,100,3,"trollBoulder_destroyed",,"false"
"ArcherQueenJolly_arrow","sc/hero_aq_jolly_dl_opt.sc","hero_archerqueen_arrow_jolly","false",0,,,65,"false","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"false"
"ArcherQueenJolly arrow rage","sc/hero_aq_jolly_dl_opt.sc","hero_archerqueen_arrow_jolly_rage","false",0,,,65,"false","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"false"
"RoyalChampionJolly spear","sc/hero_rc_jolly_dl_opt.sc","hero_warriorprincess_javelin_jolly","false",0,"javelin_trail_glow",,0,"true","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"true"
"RoyalChampionJolly shield","sc/hero_rc_jolly_dl_opt.sc","shield_projectile_jolly","false",0,"shield_trail_glow",,50,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false",100,100,3,"trollBoulder_destroyed",,"false"
"ArcherQueenLunar_arrow","sc/hero_aq_lunar_dl_opt.sc","hero_archerqueen_arrow_lunar","false",0,,,65,"false","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"false"
"ArcherQueenLunar arrow rage","sc/hero_aq_lunar_dl_opt.sc","hero_archerqueen_arrow_lunar_rage","false",0,,,65,"false","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"false"
"RoyalChampionLunar spear","sc/hero_rc_lunar_dl_opt.sc","hero_warriorprincess_javelin_lunar","false",0,"javelin_trail_glow",,0,"true","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"true"
"RoyalChampionLunar shield","sc/hero_rc_lunar_dl_opt.sc","shield_projectile_lunar","false",0,"shield_trail_glow",,50,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false",100,100,3,"trollBoulder_destroyed",,"false"
"ArcherQueenValentines_arrow","sc/hero_aq_valentines_dl_opt.sc","hero_archerqueen_arrow_valentines","false",0,,,65,"false","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"false"
"ArcherQueenValentines arrow rage","sc/hero_aq_valentines_dl_opt.sc","hero_archerqueen_arrow_valentines_rage","false",0,,,65,"false","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"false"
"RoyalChampionPainter spear","sc/hero_rc_painter_dl_opt.sc","hero_warriorprincess_javelin_painter","false",0,"javelin_trail_glow",,0,"true","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"true"
"RoyalChampionPainter shield","sc/hero_rc_painter_dl_opt.sc","shield_projectile_painter","false",0,"shield_trail_glow",,50,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false",100,100,3,"trollBoulder_destroyed",,"false"
"ArcherQueenPainter_arrow","sc/hero_aq_painter_dl_opt.sc","hero_archerqueen_arrow_painter","false",0,,,65,"false","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"false"
"ArcherQueenPainter arrow rage","sc/hero_aq_painter_dl_opt.sc","hero_archerqueen_arrow_painter_rage","false",0,,,65,"false","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"false"
"ArcherQueenGoblin_arrow","sc/hero_aq_goblin_dl_opt.sc","hero_archerqueen_arrow_goblin","false",0,,,65,"false","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"false"
"ArcherQueenGoblin arrow rage","sc/hero_aq_goblin_dl_opt.sc","hero_archerqueen_arrow_goblin_rage","false",0,,,65,"false","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"false"
"RoyalChampionDarkAges spear","sc/hero_rc_darkages_dl_opt.sc","hero_warriorprincess_javelin_darkages","false",0,"javelin_trail_glow",,0,"true","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"true"
"RoyalChampionDarkAges shield","sc/hero_rc_darkages_dl_opt.sc","shield_projectile_darkages","false",0,"shield_trail_glow",,50,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false",100,100,3,"trollBoulder_destroyed",,"false"
"ArcherQueenDarkAges_arrow","sc/hero_aq_darkages_dl_opt.sc","hero_archerqueen_arrow_darkages","false",0,,,65,"false","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"false"
"ArcherQueenDarkAges arrow rage","sc/hero_aq_darkages_dl_opt.sc","hero_archerqueen_arrow_darkages_rage","false",0,,,65,"false","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"false"
"ArcherQueenGhost_arrow","sc/hero_aq_ghost_dl_opt.sc","hero_archerqueen_arrow_ghost","false",0,,,65,"false","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"false"
"ArcherQueenGhost arrow rage","sc/hero_aq_ghost_dl_opt.sc","hero_archerqueen_arrow_ghost_rage","false",0,,,65,"false","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"false"
"RoyalChampionGhost spear","sc/hero_rc_ghost_dl_opt.sc","hero_warriorprincess_javelin_ghost","false",0,"javelin_trail_glow",,0,"true","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"true"
"RoyalChampionGhost shield","sc/hero_rc_ghost_dl_opt.sc","shield_projectile_ghost","false",0,"shield_trail_glow",,50,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false",100,100,3,"trollBoulder_destroyed",,"false"
"RoyalChampionGoblin spear","sc/hero_rc_goblin_dl_opt.sc","hero_warriorprincess_javelin_goblin","false",0,"javelin_trail_glow",,0,"true","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"true"
"RoyalChampionGoblin shield","sc/hero_rc_goblin_dl_opt.sc","shield_projectile_goblin","false",0,"shield_trail_glow",,50,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false",100,100,3,"trollBoulder_destroyed",,"false"
"ArcherQueenLeague_arrow","sc/hero_aq_league_dl_opt.sc","hero_archerqueen_arrow_league","false",0,,,65,"false","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"false"
"ArcherQueenLeague arrow rage","sc/hero_aq_league_dl_opt.sc","hero_archerqueen_arrow_league_rage","false",0,,,65,"false","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"false"
"ArcherQueenClashiversary_arrow","sc/hero_aq_clashiversary_dl_opt.sc","hero_archerqueen_arrow_clashiversary","false",0,,,65,"false","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"false"
"ArcherQueenClashiversary arrow rage","sc/hero_aq_clashiversary_dl_opt.sc","hero_archerqueen_arrow_clashiversary_rage","false",0,,,65,"false","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"false"
"RoyalChampionClashiversary spear","sc/hero_rc_clashiversary_dl_opt.sc","hero_warriorprincess_javelin_clashiversary","false",0,"javelin_trail_glow",,0,"true","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"true"
"RoyalChampionClashiversary shield","sc/hero_rc_clashiversary_dl_opt.sc","shield_projectile_clashiversary","false",0,"shield_trail_glow",,50,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false",100,100,3,"trollBoulder_destroyed",,"false"
"ArcherQueenChess_arrow","sc/hero_aq_chess_dl_opt.sc","hero_archerqueen_arrow_chess","false",0,,,65,"false","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"false"
"ArcherQueenChess arrow rage","sc/hero_aq_chess_dl_opt.sc","hero_archerqueen_arrow_chess_rage","false",0,,,65,"false","sc/buildings.sc","bolt_projectile_shadow","true","false","false","false",100,0,0,,,"false"
