"Name","ParticleCount","EmissionTime","MinLife","MaxLife","MinHorizAngle","MaxHorizAngle","MinVertAngle","MaxVertAngle","MinSpeed","MaxSpeed","StartX","StartY","StartZ","TargetedEndZ","Gravity","OrientToMovement","OrientToParentType","BounceFromGround","IsIsoParticle","IsoLayer","ParticleSwf","ParticleExportName","AdditiveBlend","Inertia","Slowdown","StartScale","EndScale","MinRotate","MaxRotate","ParticleFadeOutTime","ScaleTimeline","FadeInTime","FadeOutTime","StartAngleMin","StartAngleMax","ScaleRandomMin","ScaleRandomMax","Alpha","OrientToParent","StartRadiusMin","StartRadiusMax","StartRadius"
"AirDefence1_hit2",10,2,800,1500,0,360,0,90,600,1500,0,0,0,0,1000,"false","HorizontalAngle","true","false","Object","sc/buildings.sc","fireball3b","true",23,0,7,9,0,90,2000,"true",0,0,0,0,100,100,100,,1,1,
"AirDefence1_hit3",1,300,600,1200,0,360,0,0,1,1,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","wizard_tower_explosion","true",20,0,20,100,-10,10,500,"true",0,0,0,0,100,100,100,,0,0,
"AirDefence2_hit1",4,300,250,300,0,360,0,90,20,50,0,0,0,0,-60,"false","HorizontalAngle","true","false","Object","sc/buildings.sc","fireball3b","true",20,0,1,125,-5,5,100,"true",0,0,0,0,100,100,100,,30,30,
"AirDefence2_hit2",15,2,500,1500,0,360,0,90,600,1500,0,0,0,0,1000,"false","HorizontalAngle","true","false","Object","sc/buildings.sc","fireball3b","true",23,0,7,9,0,90,2000,"true",0,0,0,0,100,100,100,,1,1,
"AirDefence2_hit3",1,500,600,1200,0,360,0,0,1,1,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","wizard_tower_explosion","true",20,0,20,110,-10,10,300,"true",0,0,0,0,100,100,100,,0,0,
"AirDefence2_hit4",3,500,450,500,0,360,0,0,1,1,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","wizard_tower_explosion","true",20,0,20,110,-10,10,400,"true",0,0,0,0,100,100,100,,60,60,
"AirDefence3_hit1",5,400,250,300,0,360,0,90,20,50,0,0,0,0,-60,"false","HorizontalAngle","true","false","Object","sc/buildings.sc","fireball3b","true",20,0,1,150,-5,5,100,"true",0,0,0,0,100,100,100,,40,40,
"AirDefence3_hit2",20,2,500,1500,0,360,0,90,600,1500,0,0,0,0,1000,"false","HorizontalAngle","true","false","Object","sc/buildings.sc","fireball3b","true",23,0,7,9,0,90,2000,"true",0,0,0,0,100,100,100,,1,1,
"AirDefence3_hit3",1,900,600,1200,0,360,0,0,1,1,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","wizard_tower_explosion","true",20,0,20,120,-10,10,300,"true",0,0,0,0,100,100,100,,0,0,
"AirDefence3_hit4",5,900,450,500,0,360,0,0,1,1,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","wizard_tower_explosion","true",20,0,20,120,-10,10,400,"true",0,0,0,0,100,100,100,,85,85,
"AirDefenceMini1_hit1",3,150,250,300,0,360,0,90,10,25,0,0,0,0,-60,"false","HorizontalAngle","true","false","Object","sc/buildings.sc","fireball3b","true",20,0,1,20,-5,5,100,"true",0,0,0,0,100,100,100,,10,10,
"AirDefenceMini1_hit2",5,2,800,1500,0,360,0,90,300,750,0,0,0,0,1000,"false","HorizontalAngle","true","false","Object","sc/buildings.sc","fireball3b","true",23,0,3,5,0,90,2000,"true",0,0,0,0,100,100,100,,1,1,
"AirDefenceMini1_hit3",1,150,600,1200,0,360,0,0,1,1,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","wizard_tower_explosion","true",20,0,10,30,-10,10,500,"true",0,0,0,0,100,100,100,,0,0,
"AirDefenceMini2_hit1",4,150,250,300,0,360,0,90,10,25,0,0,0,0,-60,"false","HorizontalAngle","true","false","Object","sc/buildings.sc","fireball3b","true",20,0,1,40,-5,5,100,"true",0,0,0,0,100,100,100,,10,10,
"AirDefenceMini2_hit2",7,2,500,1500,0,360,0,90,300,750,0,0,0,0,1000,"false","HorizontalAngle","true","false","Object","sc/buildings.sc","fireball3b","true",23,0,3,5,0,90,2000,"true",0,0,0,0,100,100,100,,1,1,
"AirDefenceMini2_hit3",1,250,600,1200,0,360,0,0,1,1,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","wizard_tower_explosion","true",20,0,10,30,-10,10,300,"true",0,0,0,0,100,100,100,,0,0,
"AirDefenceMini2_hit4",3,250,450,500,0,360,0,0,1,1,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","wizard_tower_explosion","true",20,0,10,30,-10,10,400,"true",0,0,0,0,100,100,100,,10,10,
"AirDefenceMini3_hit1",5,200,250,300,0,360,0,90,10,25,0,0,0,0,-60,"false","HorizontalAngle","true","false","Object","sc/buildings.sc","fireball3b","true",20,0,1,40,-5,5,100,"true",0,0,0,0,100,100,100,,10,10,
"AirDefenceMini3_hit2",5,2,500,1500,0,360,0,90,300,750,0,0,0,0,1000,"false","HorizontalAngle","true","false","Object","sc/buildings.sc","fireball3b","true",23,0,3,5,0,90,2000,"true",0,0,0,0,100,100,100,,1,1,
"AirDefenceMini3_hit3",1,250,600,1200,0,360,0,0,1,1,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","wizard_tower_explosion","true",20,0,10,30,-10,10,300,"true",0,0,0,0,100,100,100,,0,0,
"AirDefenceMini3_hit4",5,250,450,500,0,360,0,0,1,1,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","wizard_tower_explosion","true",20,0,10,30,-10,10,400,"true",0,0,0,0,100,100,100,,10,10,
"AirDefenseBarrel_bomb_area",1,100,400,600,0,0,0,0,1,10,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","damage_radius_bomb","true",100,0,150,160,0,0,1000,"true",0,0,0,0,100,100,80,,0,0,
"AirDefenseBarrel_dustring",5,1,400,800,0,360,10,10,300,750,0,0,30,0,-5,"false","Disabled","false","false","Object","sc/buildings.sc","d5","false",60,0,20,30,-50,50,500,"true",0,0,0,0,100,100,100,,50,50,
"AirDefenseBarrel_Fire_balls",5,2,800,1500,0,360,0,90,600,1500,0,0,30,0,1000,"false","HorizontalAngle","true","false","Object","sc/buildings.sc","fireball3b","true",15,0,8,10,0,90,1500,"true",0,0,0,0,100,100,100,,40,40,
"AirDefenseBarrel_Fire_explosion",1,1,200,300,0,90,-20,-20,20,50,0,0,70,0,-60,"false","HorizontalAngle","true","false","Object","sc/buildings.sc","FireParticle1","true",20,0,120,120,-5,5,100,"true",0,0,0,0,100,100,100,,80,80,
,,,,,,,,,,,,,,,,,,,,,,"FireParticle2","false",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"FireParticle3","true",,,,,,,,,,,,,,,,,,,
"AirDefenseBarrel_flash",2,150,150,150,0,0,0,0,0,0,0,0,30,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","spell_range_marker_3","true",0,0,10,200,0,0,100,"true",0,0,0,0,100,100,100,,0,0,
"AirDefenseBarrel_mushcloud",2,100,700,1500,0,360,45,90,4000,5000,0,0,0,0,-800,"false","Disabled","false","false","Object","sc/buildings.sc","smoke01","false",100,0,150,250,0,0,800,"true",0,0,-90,90,80,120,100,,0,0,
"AirDefenseBarrel_spark",25,0,500,1000,0,360,30,90,500,1000,0,0,30,0,1500,"false","HorizontalAngle","true","false","Object","sc/buildings.sc","spark_flame","true",30,20,155,10,-5,5,600,"false",0,600,0,0,100,100,100,,10,10,
"Apprentice_Warden_projectile1_hit1",2,150,200,250,0,360,0,90,10,25,0,0,0,0,-60,"false","HorizontalAngle","true","false","Object","sc/buildings.sc","fireball3b","true",20,0,14,65,-5,5,100,"true",0,0,0,0,100,100,100,,10,10,
"Apprentice_Warden_projectile1_hit2",5,2,500,1500,0,360,0,90,300,750,0,0,0,0,1000,"false","HorizontalAngle","true","false","Object","sc/buildings.sc","fireball3b","true",23,0,6,9,0,90,2000,"true",0,0,0,0,100,100,100,,1,1,
"Apprentice_Warden_projectile1_Trail",10,15,250,500,0,360,0,0,2,5,0,0,0,0,-10,"true","Disabled","false","false","Object","sc/buildings.sc","spark_flame","true",0,0,35,0,-45,45,300,"true",0,0,0,0,100,100,100,,5,10,
"Apprentice_Warden_projectile2_Trail",10,15,250,500,0,360,0,0,2,5,0,0,0,0,-10,"true","Disabled","false","false","Object","sc/buildings.sc","spark_dark","true",0,0,45,0,-45,45,300,"true",0,0,0,0,100,100,100,,5,10,
"archer_queen_ghost_hit",1,20,1000,1800,0,360,15,30,0,20,0,0,0,0,0,"false","HorizontalAngle","false","false","Object","sc/hero_gw_ghost_dl_opt.sc","skin_ghost_aq_hit","true",50,30,20,45,-1,1,30,"false",0,0,0,0,150,200,100,,0,0,
"ArcherQueen_attack",2,1,1500,1500,0,360,5,5,10,50,0,0,30,0,-10,"false","HorizontalAngle","false","false","Object","sc/buildings.sc","d6","false",10,0,50,100,-40,40,2000,"true",0,0,0,0,100,100,100,,0,0,
"AreaDamage_rangeRing",1,1,20000,22000,0,0,0,0,0,0,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","catapult_rangeRing","true",0,0,100,100,0,0,300,"true",0,0,0,0,100,100,100,,0,0,
"Arrow_Tower_lightFlash",1,1,160,160,0,0,0,0,0,0,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","spell_range_marker_3","true",0,0,30,50,0,0,340,"true",0,0,0,0,100,100,100,,0,0,
"ArtilleryHit_dustring",15,1,400,800,0,360,10,10,300,750,0,0,-50,0,-5,"false","Disabled","false","false","Object","sc/buildings.sc","d5","false",60,0,40,100,-50,50,500,"true",0,0,0,0,100,100,100,,50,50,
"ArtilleryHit_mushcloud",20,100,1200,2000,0,360,45,90,4000,5000,0,0,0,0,-800,"false","Disabled","false","false","Object","sc/buildings.sc","s1","false",300,0,100,240,-15,15,600,"true",0,0,0,0,100,100,100,,0,0,
,,,,,,,,,,,,,,,,,,,,,,"d5","false",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"d4","false",,,,,,,,,,,,,,,,,,,
"ArtilleryHit_spark",10,1000,800,1500,0,360,-45,-45,100,200,80,0,-50,0,600,"false","HorizontalAngle","true","false","Object","sc/buildings.sc","spark_flame","true",10,0,200,50,-5,5,600,"false",0,600,0,0,100,100,100,,100,100,
"atcher_queen_ghost_hit_spark",5,0,500,1000,0,360,30,90,500,1000,0,0,10,0,1500,"false","HorizontalAngle","true","false","Object","sc/hero_gw_ghost_dl_opt.sc","ghost_attack_aq_spark","true",30,20,30,10,-5,5,600,"false",0,600,0,0,80,100,60,,5,15,
"babydragon_smoke_emitter_lvl1",3,11,300,450,0,360,0,0,80,100,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","s3","false",0,0,60,30,-20,20,450,"true",0,0,0,0,100,100,60,,1,1,
"BabyDragonGroundBurnCone",1,1,15000,15000,0,0,0,0,0,0,0,0,-100,0,0,"true","HorizontalAngleAtBeginning","false","false","Object","sc/buildings.sc","baby_dragon_fire_cone_turret","false",0,0,70,80,0,0,0,"true",250,0,0,0,100,100,100,,0,0,
"BabyDragonSpitFire",40,300,1500,2000,-20,20,0,-10,500,1500,0,0,0,0,-50,"false","HorizontalAngleAtBeginning","false","false","Object","sc/buildings.sc","dragon_fireball_varA","false",15,15,50,80,-240,240,0,"false",0,0,0,0,85,115,100,,0,0,
,,,,,,,,,,,,,,,,,,,,,,"dragon_fireball_varB","false",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"dragon_fireball_varC","false",,,,,,,,,,,,,,,,,,,
"BabyDragonSpitFireAdd",30,200,1500,2800,-10,10,0,-10,500,1500,0,0,0,0,-50,"true","HorizontalAngleAtBeginning","false","false","Object","sc/buildings.sc","dragon_fireball_varA","true",15,15,50,100,-240,240,400,"false",0,0,0,0,100,100,100,,0,0,
,,,,,,,,,,,,,,,,,,,,,,"dragon_fireball_varB","false",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"dragon_fireball_varC","true",,,,,,,,,,,,,,,,,,,
"BabyDragonSpitFireEmbers1",50,5000,1500,4000,-25,25,0,0,500,1000,0,0,-100,0,-100,"true","HorizontalAngleAtBeginning","false","false","Object","sc/buildings.sc","spark_flame","true",15,15,50,0,-45,45,0,"false",1500,0,0,0,100,100,100,,0,15,
"BabyDragonSpitFireSpark",40,100,1500,2000,-25,25,-10,-17,0,1000,0,0,-100,0,1500,"false","HorizontalAngleAtBeginning","true","false","Object","sc/buildings.sc","spark_flame","true",20,50,60,10,-5,5,600,"false",0,600,0,0,150,250,100,,150,250,
"Balloon_Die_bloon",15,1,500,800,0,360,0,360,200,800,0,0,130,0,500,"true","Disabled","true","false","Object","sc/buildings.sc","balloonDebris3","false",10,0,20,10,20,90,250,"true",0,0,0,0,100,100,100,,0,0,
,,,,,,,,,,,,,,,,,,,,,,"balloonDebris1","false",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"balloonDebris4","false",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"balloonDebris2","false",,,,,,,,,,,,,,,,,,,
"Balloon_Die_darkBloon",15,1,500,800,0,360,0,360,200,800,0,0,130,0,500,"true","Disabled","true","false","Object","sc/buildings.sc","balloonDebris3_dark","false",10,0,35,10,20,90,250,"true",0,0,0,0,100,100,100,,0,0,
,,,,,,,,,,,,,,,,,,,,,,"balloonDebris1_dark","false",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"balloonDebris4_dark","false",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"balloonDebris2_dark","false",,,,,,,,,,,,,,,,,,,
"Balloon_Die_wood",4,20,1200,2200,0,360,30,90,700,1200,0,0,0,0,3000,"true","Disabled","true","false","Object","sc/buildings.sc","debris5","false",20,0,25,40,20,90,600,"true",0,0,0,0,100,100,100,,80,80,
,,,,,,,,,,,,,,,,,,,,,,"debris6","false",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"debris7","false",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"debris8","false",,,,,,,,,,,,,,,,,,,
"barcher_die",1,1,500,700,0,0,0,0,0,0,0,0,0,0,0,"false","Disabled","false","false","Object","sc/chr_barcher.sc","sour_die","false",0,0,150,150,0,0,0,"true",0,0,0,0,100,100,100,,0,0,
"bat_bottleDrop",1,1,800,800,0,0,0,0,0,0,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","bat_bottleDrop","false",0,0,100,100,0,0,0,"true",0,0,0,0,100,100,100,,0,0,
"bat_lightrays",4,330,1200,1500,0,360,0,0,600,800,0,0,33,0,-700,"false","Disabled","false","false","Object","sc/buildings.sc","skullfx","true",300,0,40,100,0,0,200,"true",0,0,0,0,100,100,100,,160,160,
"bat_rings",1,150,300,300,0,0,0,0,1,10,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","spell_range_marker_2","true",0,0,20,75,0,0,400,"true",0,0,0,0,100,100,100,,0,0,
"bat_summon_area_edge",1,1,2500,2500,0,0,0,0,0,0,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","bat_summon_area_edge","true",0,0,90,90,0,0,3500,"true",100,1200,0,0,100,100,100,,0,0,
"bat_summon_area_edge1",1,1,6200,6200,0,0,0,0,0,0,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","bat_summon_area_edge","true",0,0,90,90,0,0,3500,"true",100,1200,0,0,100,100,100,,0,0,
"bat_summon_area_edge2",1,1,7400,7400,0,0,0,0,0,0,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","bat_summon_area_edge","true",0,0,90,90,0,0,3500,"true",100,1200,0,0,100,100,100,,0,0,
"bat_summon_area_edge3",1,1,8600,8600,0,0,0,0,0,0,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","bat_summon_area_edge","true",0,0,90,90,0,0,3500,"true",100,1200,0,0,100,100,100,,0,0,
"bat_summon_area_edge4",1,1,11600,11600,0,0,0,0,0,0,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","bat_summon_area_edge","true",0,0,90,90,0,0,3500,"true",100,1200,0,0,100,100,100,,0,0,
"bat_summon_area_edge5",1,1,14600,14600,0,0,0,0,0,0,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","bat_summon_area_edge","true",0,0,90,90,0,0,3500,"true",100,1200,0,0,100,100,100,,0,0,
"bat_summon_area_edge6",1,1,15200,15200,0,0,0,0,0,0,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","bat_summon_area_edge","true",0,0,90,90,0,0,3500,"true",100,1200,0,0,100,100,100,,0,0,
"bat_summon_area_glow",1,1,2500,2500,0,0,0,0,0,0,0,0,15,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","bat_attack_glow","true",0,0,150,150,0,0,2000,"true",0,0,0,0,100,100,100,,0,0,
"bat_summon_purple_glow",1,1,2500,2500,0,0,0,0,0,0,0,0,15,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","bat_red_glow","true",0,0,150,150,0,0,2000,"true",0,0,0,0,100,100,100,,0,0,
"bat_summon_purple_glow1",1,1,6200,6200,0,0,0,0,0,0,0,0,15,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","bat_red_glow","true",0,0,150,150,0,0,8000,"true",0,0,0,0,100,100,100,,0,0,
"bat_summon_purple_glow2",1,1,7400,7400,0,0,0,0,0,0,0,0,15,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","bat_red_glow","true",0,0,150,150,0,0,8000,"true",0,0,0,0,100,100,100,,0,0,
"bat_summon_purple_glow3",1,1,8600,8600,0,0,0,0,0,0,0,0,15,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","bat_red_glow","true",0,0,150,150,0,0,8000,"true",0,0,0,0,100,100,100,,0,0,
"bat_summon_purple_glow4",1,1,11600,11600,0,0,0,0,0,0,0,0,15,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","bat_red_glow","true",0,0,150,150,0,0,8000,"true",0,0,0,0,100,100,100,,0,0,
"bat_summon_purple_glow5",1,1,14600,14600,0,0,0,0,0,0,0,0,15,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","bat_red_glow","true",0,0,150,150,0,0,8000,"true",0,0,0,0,100,100,100,,0,0,
"bat_summon_purple_glow6",1,1,15200,15200,0,0,0,0,0,0,0,0,15,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","bat_red_glow","true",0,0,150,150,0,0,8000,"true",0,0,0,0,100,100,100,,0,0,
"batcloud",15,250,1500,1500,0,360,15,90,400,600,0,0,10,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","bat2_0","false",33,0,50,15,-15,15,0,"false",100,800,0,0,100,100,100,,100,100,
"Battle Ram Destroyed",30,1,700,1200,0,360,30,90,300,1200,0,0,0,0,3000,"false","Disabled","true","false","Object","sc/buildings.sc","debris1","false",0,300,70,100,20,90,400,"true",0,0,-180,180,80,120,100,,50,50,
,,,,,,,,,,,,,,,,,,,,,,"debris_ram_3","false",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"debris12","false",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"debris_ram_2","false",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"debris_ram_1","false",,,,,,,,,,,,,,,,,,,
"battle_builder_flash",1,1,350,350,0,0,0,0,0,0,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","spell_range_marker_3","true",0,0,70,150,0,0,340,"true",0,0,0,0,100,100,100,,0,0,
"battle_builder_spark",4,200,600,800,0,360,-45,-45,100,200,80,0,-50,0,-500,"false","HorizontalAngle","true","false","Object","sc/buildings.sc","builder_spark","true",10,0,100,35,-5,5,600,"false",0,600,0,0,80,100,100,,80,80,
"battle_copter_attack_flash",5,120,700,850,-10,10,-5,5,500,500,0,0,110,0,0,"false","HorizontalAngle","false","false","Object","sc/buildings.sc","d5","false",15,0,30,100,-40,90,2000,"true",0,0,0,0,100,100,100,,50,50,
"battle_copter_bomb_blast_clouds_lvl2",4,1,800,2000,0,0,80,100,200,1500,0,0,-25,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","smoke02","false",30,0,80,350,0,30,2500,"true",0,0,-360,360,100,100,100,,1,1,
"battle_copter_bomb_blast_clouds_lvl3",4,1,800,2000,0,0,80,100,200,1500,0,0,-25,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","smoke02","false",30,0,180,350,0,30,2500,"true",0,0,-360,360,100,100,100,,1,1,
"battle_copter_bomb_blast_explosion_lvl1",1,1,200,300,0,90,-20,-20,20,50,0,0,0,0,-100,"false","HorizontalAngle","true","false","Object","sc/buildings.sc","fireball3b","true",20,0,100,100,-5,5,0,"true",0,0,0,0,100,100,100,,50,50,
"battle_copter_bomb_blast_explosion_lvl2",1,1,10,300,0,90,-20,20,50,100,0,0,100,0,-100,"false","HorizontalAngle","true","false","Object","sc/buildings.sc","fireball3b","true",20,0,250,250,-5,5,0,"true",0,0,0,0,100,100,100,,0,0,
"battle_copter_bomb_blast_explosion_lvl3",1,1,200,200,0,90,-20,-20,20,50,0,0,50,0,-100,"false","HorizontalAngle","true","false","Object","sc/buildings.sc","fireball3b","true",20,0,150,300,0,0,50,"true",0,0,0,0,100,100,100,,0,0,
"battle_copter_bomb_blast_flash_lvl1",1,1,150,150,0,0,0,0,0,0,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","spell_range_marker_3","true",0,0,100,150,0,0,100,"true",0,0,0,0,100,100,100,,0,0,
"battle_copter_bomb_blast_flash_lvl2",1,1,150,150,0,0,0,0,0,0,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","spell_range_marker_3","true",0,0,150,250,0,0,100,"true",0,0,0,0,100,100,100,,0,0,
"battle_copter_bomb_blast_flash_lvl3",1,1,150,150,0,0,0,0,0,0,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","spell_range_marker_3","true",0,0,300,350,0,0,100,"true",0,0,0,0,100,100,100,,0,0,
"battle_copter_bomb_blast_radius_lvl1",1,1,2000,2000,0,0,0,0,0,0,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","battle_copter_bomb_blast_radius_lvl_1","false",100,0,100,100,0,0,0,"false",0,0,0,0,100,100,100,,0,0,
"battle_copter_bomb_blast_radius_lvl2",1,1,2000,2000,0,0,0,0,0,0,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","battle_copter_bomb_blast_radius_lvl_2","false",100,0,100,100,0,0,0,"false",0,0,0,0,100,100,100,,0,0,
"battle_copter_bomb_blast_radius_lvl3",1,1,2000,2000,0,0,0,0,0,0,0,0,0,0,0,"false","Disabled","false","false","Object","sc/buildings.sc","battle_copter_bomb_blast_radius_lvl_3","false",100,0,100,100,0,0,0,"false",0,0,0,0,100,100,100,,0,0,
"battle_copter_bomb_blast_smoke_ring_lvl1",12,1,400,1200,0,360,10,10,300,750,0,0,-15,0,-5,"false","Disabled","false","false","Object","sc/buildings.sc","smoke01","false",120,0,150,150,0,0,1800,"true",0,0,-360,360,80,120,100,,50,50,
"battle_copter_bomb_blast_smoke_ring_lvl2",32,1,600,1400,0,360,10,10,650,750,0,0,-25,0,-150,"false","Disabled","false","false","Object","sc/buildings.sc","smoke02","false",100,0,150,150,0,0,800,"true",0,0,-360,360,50,150,100,,150,200,
"battle_copter_bomb_blast_smoke_ring_lvl3",32,1,1000,1400,0,360,10,10,300,750,0,0,-50,0,-150,"false","Disabled","false","false","Object","sc/buildings.sc","smoke02","false",50,0,200,200,-50,50,800,"true",0,0,-360,360,75,125,100,,250,300,
"battle_copter_bomb_blast_sparks_lvl2",8,0,500,1000,0,360,30,90,500,1000,0,0,30,0,1500,"false","HorizontalAngle","true","false","Object","sc/buildings.sc","spark_flame","true",15,10,200,10,-5,5,600,"false",0,600,0,0,100,100,100,,15,20,
"battle_copter_bomb_blast_sparks_lvl3",12,0,500,1500,0,360,30,90,500,1000,0,0,30,0,1500,"false","HorizontalAngle","true","false","Object","sc/buildings.sc","spark_flame","true",15,10,300,10,-5,5,600,"false",0,600,0,0,100,100,100,,120,250,
