"Barbarian",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"barbarian10_run","TRUE","TRUE","sc/chr_barbarian.sc",,,,,,,,,,
,"idle","TRUE",1,,"barbarian10_idle1","TRUE","TRUE","sc/chr_barbarian.sc",,,,,,,,,,
,"attack","TRUE",1,11,"barbarian10_attack1","FALSE","TRUE","sc/chr_barbarian.sc",,,,,,,,,,
,,"TRUE",1,11,"barbarian10_attack2","FALSE","TRUE","sc/chr_barbarian.sc",,,,,,,,,,
,,"TRUE",1,11,"barbarian10_attack1","FALSE","TRUE","sc/chr_barbarian.sc",,,,,,,,,,
,,"TRUE",1,11,"barbarian10_attack2","FALSE","TRUE","sc/chr_barbarian.sc",,,,,,,,,,
,"celebrate","TRUE",1,,"barbarian10_cheer1","TRUE","TRUE","sc/chr_barbarian.sc",,,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
,"spawn","TRUE",1,,"barbarian10_cheer1","TRUE","TRUE","sc/chr_barbarian.sc",,,,,,,,,,
"Barbarian11",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"barbarian11_run","TRUE","TRUE","sc/chr_barbarian.sc",,,,,,,,,,
,"idle","TRUE",1,,"barbarian11_idle1","TRUE","TRUE","sc/chr_barbarian.sc",,,,,,,,,,
,"attack","TRUE",1,11,"barbarian11_attack1","FALSE","TRUE","sc/chr_barbarian.sc",,,,,,,,,,
,,"TRUE",1,11,"barbarian11_attack2","FALSE","TRUE","sc/chr_barbarian.sc",,,,,,,,,,
,,"TRUE",1,11,"barbarian11_attack1","FALSE","TRUE","sc/chr_barbarian.sc",,,,,,,,,,
,,"TRUE",1,11,"barbarian11_attack2","FALSE","TRUE","sc/chr_barbarian.sc",,,,,,,,,,
,"celebrate","TRUE",1,,"barbarian11_cheer1","TRUE","TRUE","sc/chr_barbarian.sc",,,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
,"spawn","TRUE",1,,"barbarian11_cheer1","TRUE","TRUE","sc/chr_barbarian.sc",,,,,,,,,,
"Raged Barbarian 1",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"barbarian_special_lvl1_run","TRUE","TRUE",123,"sc/chr_barbarian2.sc",,,,,,,,,
,"idle","TRUE",1,,"barbarian_special_lvl1_idle1","TRUE","TRUE",123,"sc/chr_barbarian2.sc",,,,,,,,,
,"attack","TRUE",1,11,"barbarian_special_lvl1_attack1","FALSE","TRUE",123,"sc/chr_barbarian2.sc",,,,,,,,,
,,"TRUE",1,11,"barbarian_special_lvl1_attack1","FALSE","TRUE",,"sc/chr_barbarian2.sc",,,,,,,,,
,,"TRUE",1,11,"barbarian_special_lvl1_attack1","FALSE","TRUE",,"sc/chr_barbarian2.sc",,,,,,,,,
,,"TRUE",1,11,"barbarian_special_lvl1_attack1","FALSE","TRUE",,"sc/chr_barbarian2.sc",,,,,,,,,
,"celebrate","TRUE",1,,"barbarian_special_lvl1_cheer1","TRUE","TRUE",123,"sc/chr_barbarian2.sc",,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",123,,,,,,,,,,
,"spawn","TRUE",1,,"barbarian_special_lvl1_cheer1","TRUE","TRUE",123,"sc/chr_barbarian2.sc",,,,,,,,,
"Raged Barbarian 2",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"barbarian_special_lvl2_run","TRUE","TRUE",125,"sc/chr_barbarian2.sc",,,,,,,,,
,"idle","TRUE",1,,"barbarian_special_lvl2_idle1","TRUE","TRUE",125,"sc/chr_barbarian2.sc",,,,,,,,,
,"attack","TRUE",1,11,"barbarian_special_lvl2_attack1","FALSE","TRUE",125,"sc/chr_barbarian2.sc",,,,,,,,,
,,"TRUE",1,11,"barbarian_special_lvl2_attack2","FALSE","TRUE",,"sc/chr_barbarian2.sc",,,,,,,,,
,,"TRUE",1,11,"barbarian_special_lvl2_attack1","FALSE","TRUE",,"sc/chr_barbarian2.sc",,,,,,,,,
,,"TRUE",1,11,"barbarian_special_lvl2_attack2","FALSE","TRUE",,"sc/chr_barbarian2.sc",,,,,,,,,
,"celebrate","TRUE",1,,"barbarian_special_lvl2_cheer1","TRUE","TRUE",125,"sc/chr_barbarian2.sc",,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",125,,,,,,,,,,
,"spawn","TRUE",1,,"barbarian_special_lvl2_cheer1","TRUE","TRUE",125,"sc/chr_barbarian2.sc",,,,,,,,,
"Raged Barbarian 3",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"barbarian_special_lvl3_run","TRUE","TRUE",128,"sc/chr_barbarian2.sc",,,,,,,,,
,"idle","TRUE",1,,"barbarian_special_lvl3_idle1","TRUE","TRUE",128,"sc/chr_barbarian2.sc",,,,,,,,,
,"attack","TRUE",1,11,"barbarian_special_lvl3_attack1","FALSE","TRUE",128,"sc/chr_barbarian2.sc",,,,,,,,,
,,"TRUE",1,11,"barbarian_special_lvl3_attack2","FALSE","TRUE",,"sc/chr_barbarian2.sc",,,,,,,,,
,,"TRUE",1,11,"barbarian_special_lvl3_attack1","FALSE","TRUE",,"sc/chr_barbarian2.sc",,,,,,,,,
,,"TRUE",1,11,"barbarian_special_lvl3_attack2","FALSE","TRUE",,"sc/chr_barbarian2.sc",,,,,,,,,
,"celebrate","TRUE",1,,"barbarian_special_lvl3_cheer1","TRUE","TRUE",128,"sc/chr_barbarian2.sc",,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",128,,,,,,,,,,
,"spawn","TRUE",1,,"barbarian_special_lvl1_cheer1","TRUE","TRUE",128,"sc/chr_barbarian2.sc",,,,,,,,,
"Raged Barbarian 4",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"barbarian_special_lvl4_run","TRUE","TRUE",130,"sc/chr_barbarian2.sc",,,,,,,,,
,"idle","TRUE",1,,"barbarian_special_lvl4_idle1","TRUE","TRUE",130,"sc/chr_barbarian2.sc",,,,,,,,,
,"attack","TRUE",1,11,"barbarian_special_lvl4_attack1","FALSE","TRUE",130,"sc/chr_barbarian2.sc",,,,,,,,,
,,"TRUE",1,11,"barbarian_special_lvl4_attack2","FALSE","TRUE",,"sc/chr_barbarian2.sc",,,,,,,,,
,,"TRUE",1,11,"barbarian_special_lvl4_attack1","FALSE","TRUE",,"sc/chr_barbarian2.sc",,,,,,,,,
,,"TRUE",1,11,"barbarian_special_lvl4_attack2","FALSE","TRUE",,"sc/chr_barbarian2.sc",,,,,,,,,
,"celebrate","TRUE",1,,"barbarian_special_lvl4_cheer1","TRUE","TRUE",130,"sc/chr_barbarian2.sc",,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",130,,,,,,,,,,
,"spawn","TRUE",1,,"barbarian_special_lvl4_cheer1","TRUE","TRUE",130,"sc/chr_barbarian2.sc",,,,,,,,,
"Raged Barbarian 5",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"barbarian_special_lvl5_run","TRUE","TRUE",130,"sc/chr_barbarian2.sc",,,,,,,,,
,"idle","TRUE",1,,"barbarian_special_lvl5_idle1","TRUE","TRUE",130,"sc/chr_barbarian2.sc",,,,,,,,,
,"attack","TRUE",1,11,"barbarian_special_lvl5_attack1","FALSE","TRUE",130,"sc/chr_barbarian2.sc",,,,,,,,,
,,"TRUE",1,11,"barbarian_special_lvl5_attack2","FALSE","TRUE",,"sc/chr_barbarian2.sc",,,,,,,,,
,,"TRUE",1,11,"barbarian_special_lvl5_attack1","FALSE","TRUE",,"sc/chr_barbarian2.sc",,,,,,,,,
,,"TRUE",1,11,"barbarian_special_lvl5_attack2","FALSE","TRUE",,"sc/chr_barbarian2.sc",,,,,,,,,
,"celebrate","TRUE",1,,"barbarian_special_lvl5_cheer1","TRUE","TRUE",130,"sc/chr_barbarian2.sc",,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",130,,,,,,,,,,
,"spawn","TRUE",1,,"barbarian_special_lvl5_cheer1","TRUE","TRUE",130,"sc/chr_barbarian2.sc",,,,,,,,,
"Sneaky Archer 1",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"archer_lvl1_run1","TRUE","TRUE",123,"sc/chr_archer2.sc",,,,,,,,,
,"idle","TRUE",,,"archer_lvl1_idle1","TRUE","TRUE",123,"sc/chr_archer2.sc",,,,,,,,,
,"attack","TRUE",,5,"archer_lvl1_attack1","FALSE","TRUE",123,"sc/chr_archer2.sc",,,,,,,,,
,"celebrate","TRUE",,,"archer_lvl1_cheer1","TRUE","TRUE",123,"sc/chr_archer2.sc",,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",123,,,,,,,,,,
,"spawn","TRUE",,,"archer_lvl1_cheer1","TRUE","TRUE",123,"sc/chr_archer2.sc",,,,,,,,,
"Sneaky Archer 2",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"archer_lvl2_run1","TRUE","TRUE",123,"sc/chr_archer2.sc",,,,,,,,,
,"idle","TRUE",,,"archer_lvl2_idle1","TRUE","TRUE",123,"sc/chr_archer2.sc",,,,,,,,,
,"attack","TRUE",,5,"archer_lvl2_attack1","FALSE","TRUE",123,"sc/chr_archer2.sc",,,,,,,,,
,"celebrate","TRUE",,,"archer_lvl2_cheer1","TRUE","TRUE",123,"sc/chr_archer2.sc",,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",123,,,,,,,,,,
,"spawn","TRUE",,,"archer_lvl2_cheer1","TRUE","TRUE",123,"sc/chr_archer2.sc",,,,,,,,,
"Sneaky Archer 3",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"archer_lvl3_run1","TRUE","TRUE",126,"sc/chr_archer2.sc",,,,,,,,,
,"idle","TRUE",,,"archer_lvl3_idle1","TRUE","TRUE",126,"sc/chr_archer2.sc",,,,,,,,,
,"attack","TRUE",,5,"archer_lvl3_attack1","FALSE","TRUE",126,"sc/chr_archer2.sc",,,,,,,,,
,"celebrate","TRUE",,,"archer_lvl3_cheer1","TRUE","TRUE",126,"sc/chr_archer2.sc",,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",126,,,,,,,,,,
,"spawn","TRUE",,,"archer_lvl3_cheer1","TRUE","TRUE",126,"sc/chr_archer2.sc",,,,,,,,,
"Sneaky Archer 4",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"archer_lvl4_run1","TRUE","TRUE",130,"sc/chr_archer2.sc",,,,,,,,,
,"idle","TRUE",,,"archer_lvl4_idle1","TRUE","TRUE",130,"sc/chr_archer2.sc",,,,,,,,,
,"attack","TRUE",,5,"archer_lvl4_attack1","FALSE","TRUE",130,"sc/chr_archer2.sc",,,,,,,,,
,"celebrate","TRUE",,,"archer_lvl4_cheer1","TRUE","TRUE",130,"sc/chr_archer2.sc",,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",130,,,,,,,,,,
,"spawn","TRUE",,,"archer_lvl4_cheer1","TRUE","TRUE",130,"sc/chr_archer2.sc",,,,,,,,,
"Sneaky Archer 5",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"archer_lvl5_run1","TRUE","TRUE",130,"sc/chr_archer2.sc",,,,,,,,,
,"idle","TRUE",,,"archer_lvl5_idle1","TRUE","TRUE",130,"sc/chr_archer2.sc",,,,,,,,,
,"attack","TRUE",,5,"archer_lvl5_attack1","FALSE","TRUE",130,"sc/chr_archer2.sc",,,,,,,,,
,"celebrate","TRUE",,,"archer_lvl5_cheer1","TRUE","TRUE",130,"sc/chr_archer2.sc",,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",130,,,,,,,,,,
,"spawn","TRUE",,,"archer_lvl5_cheer1","TRUE","TRUE",130,"sc/chr_archer2.sc",,,,,,,,,
"Archer",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"archer1_run1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"idle","TRUE",,,"archer1_idle1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"attack","TRUE",,5,"archer1_attack1","FALSE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"celebrate","TRUE",,,"archer1_cheer1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
,"spawn","TRUE",,,"archer1_cheer1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
"Archer2",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"archer2_run1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"idle","TRUE",,,"archer2_idle1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"attack","TRUE",,5,"archer2_attack1","FALSE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"celebrate","TRUE",,,"archer2_cheer1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
,"spawn","TRUE",,,"archer2_cheer1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
"Archer3",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"archer3_run1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"idle","TRUE",,,"archer3_idle1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"attack","TRUE",,5,"archer3_attack1","FALSE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"celebrate","TRUE",,,"archer3_cheer1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
,"spawn","TRUE",,,"archer3_cheer1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
"Archer6",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"archer6_run1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"idle","TRUE",,,"archer6_idle1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"attack","TRUE",,5,"archer6_attack1","FALSE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"celebrate","TRUE",,,"archer6_cheer1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
,"spawn","TRUE",,,"archer6_cheer1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
"Archer7",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"archer7_run1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"idle","TRUE",,,"archer7_idle1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"attack","TRUE",,5,"archer7_attack1","FALSE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"celebrate","TRUE",,,"archer7_cheer1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
,"spawn","TRUE",,,"archer7_cheer1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
"Archer8",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"archer8_run1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"idle","TRUE",,,"archer8_idle1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"attack","TRUE",,5,"archer8_attack1","FALSE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"celebrate","TRUE",,,"archer8_cheer1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
