"Name","SWF","ExportName","ScaleTimeline","DirectionCount","ParticleEmitter","RotateEmitter","Effect","RotateEffect","SpawnEffect","Speed","StartHeight","StartOffset","IsBallistic","ShadowSWF","ShadowExportName","RandomHitPositionOnCharacters","SmallRandomHitPositionOnBuildings","UseRotate","DirectionFrame","PlayOnce","UseTopLayer","Scale","HitSpell","HitSpellLevel","HitSpellInheritAffectType","DontTrackTarget","BallisticHeight","TrajectoryStyle","FixedTravelTime","MaxTravelTime","DamageDelay","DestroyedEffect","BounceEffect","TargetPosRandomRadius","SlowdownDefencePercent","UseNormalizeLenghtFix","MaxBounceDistance","StopToTargetTime","SmoothDamage","StartOffsetFromGunBone","PenetratingHitBoxWidth","MaxHitBuildings","ReturningProjectile","RetargetRadius","RetargetTimer","3D","DepthBiasFront","DepthBiasBack"
"Arrow_small_darkElixirFire2","sc/characters.sc","arrow_ammo_small_darkElixirFire2","FALSE",0,,"FALSE",,"FALSE",,1400,45,50,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Firework","sc/buildings.sc","fw_ammo","FALSE",0,,"FALSE",,"FALSE",,800,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Firework2","sc/buildings.sc","fw_ammo2","FALSE",0,,"FALSE",,"FALSE",,800,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Firework3","sc/buildings.sc","fw_ammo3","FALSE",0,,"FALSE",,"FALSE",,800,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Firework4","sc/buildings.sc","fw_ammo4","FALSE",0,,"FALSE",,"FALSE",,800,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Firework5","sc/buildings.sc","fw_ammo5","FALSE",0,,"FALSE",,"FALSE",,800,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Firework6","sc/buildings.sc","fw_ammo6","FALSE",0,,"FALSE",,"FALSE",,800,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Firework7","sc/buildings.sc","fw_ammo7","FALSE",0,,"FALSE",,"FALSE",,800,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Firework8","sc/buildings.sc","fw_ammo8","FALSE",0,,"FALSE",,"FALSE",,800,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Firework9","sc/buildings.sc","fw_ammo9","FALSE",0,,"FALSE",,"FALSE",,800,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Wizard Blast","sc/buildings.sc","dummy_particle","FALSE",0,,"FALSE",,"FALSE",,1200,100,0,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"wizard_projectile","sc/buildings.sc","wizard_blast_lvl1","TRUE",0,"wizard_lvl1_trail_emitter","FALSE",,"FALSE",,500,40,50,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"wizard_projectile2","sc/buildings.sc","wizard_blast_lvl2","TRUE",0,"wizard_lvl2_trail_emitter","FALSE",,"FALSE",,900,40,50,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"wizard_projectile3","sc/buildings.sc","wizard_blast_lvl3","TRUE",0,"wizard_lvl3_trail_emitter","FALSE",,"FALSE",,900,30,40,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"wizard_projectile4","sc/buildings.sc","wizard_blast_lvl4","TRUE",0,"wizard_lvl3_trail_emitter","FALSE",,"FALSE",,900,30,40,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"party_wizard_projectile","sc/buildings.sc","party_wizard_blast_lvl4","TRUE",0,"wizard_lvl2_trail_emitter","FALSE",,"FALSE",,900,30,40,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"wizardTower_projectile","sc/buildings.sc","wizard_blast_lvl1","TRUE",0,"wizard_lvl1_trail_emitter","FALSE",,"FALSE",,500,180,40,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"wizardTower_projectile2","sc/buildings.sc","wizard_blast_lvl2","TRUE",0,"wizard_lvl2_trail_emitter","FALSE",,"FALSE",,900,180,40,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"wizardTower_projectile3","sc/buildings.sc","wizard_blast_lvl3","TRUE",0,"wizard_lvl3_trail_emitter","FALSE",,"FALSE",,900,180,40,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"wizardTower_projectile4","sc/buildings.sc","wizard_blast_lvl4","TRUE",0,"wizard_lvl3_trail_emitter","FALSE",,"FALSE",,900,180,40,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Mortar Ammo1","sc/buildings.sc","mortar_ammo1","FALSE",0,"mortar_trail","FALSE",,"FALSE",,500,95,20,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Mortar Ammo2","sc/buildings.sc","mortar_ammo2","FALSE",0,"mortar_trail","FALSE",,"FALSE",,500,95,20,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Mortar Ammo3","sc/buildings.sc","mortar_ammo3","FALSE",0,"mortar_trail","FALSE",,"FALSE",,500,95,20,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Mortar Ammo4","sc/buildings.sc","mortar_ammo4","FALSE",0,"mortar_trail","FALSE",,"FALSE",,500,95,20,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Mortar Ammo5","sc/buildings.sc","mortar_ammo5","FALSE",0,"mortar_trail","FALSE",,"FALSE",,500,95,20,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Mortar Ammo6","sc/buildings.sc","mortar_ammo6","FALSE",0,"mortar_trail_lvl6","FALSE",,"FALSE",,500,95,20,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Mortar Ammo8","sc/buildings.sc","mortar_ammo8","FALSE",0,"mortar_lvl8_trail_emitter","FALSE",,"FALSE",,500,95,20,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Mortar Ammo9","sc/buildings.sc","mortar_ammo9","FALSE",0,"mortar_lvl8_trail_emitter","FALSE",,"FALSE",,500,95,20,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Mortar Ammo10","sc/buildings.sc","mortar_ammo10","FALSE",0,"mortar_lvl8_trail_emitter","FALSE",,"FALSE",,500,95,20,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Mortar Ammo11","sc/buildings.sc","mortar_ammo11","FALSE",0,"mortar_lvl8_trail_emitter","FALSE",,"FALSE",,500,95,20,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"HealerEnergy","sc/buildings.sc","dummy_particle","FALSE",0,"healer_projectile_trail","FALSE",,"FALSE",,1200,40,38,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Tower Arrow","sc/characters.sc","arrow_ammo_small","FALSE",0,,"FALSE",,"FALSE",,1800,190,50,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Tower Arrow Fire","sc/characters.sc","arrow_ammo_small_fire","FALSE",0,,"FALSE",,"FALSE",,1800,190,50,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Tower Arrow ElixFire","sc/characters.sc","arrow_ammo_small_elixirFire","FALSE",0,,"FALSE",,"FALSE",,1800,190,50,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Tower Arrow DarkElixFire","sc/characters.sc","arrow_ammo_small_darkElixirFire","FALSE",0,,"FALSE",,"FALSE",,1800,190,50,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Tower Arrow ElixFire LOW","sc/characters.sc","arrow_ammo_small_elixirFire","FALSE",0,,"FALSE",,"FALSE",,1800,100,50,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Tower Arrow DarkElixFire LOW","sc/characters.sc","arrow_ammo_small_darkElixirFire","FALSE",0,,"FALSE",,"FALSE",,1800,100,50,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Rapidfire arrow","sc/buildings.sc","rapidfire_arrow_ammo","FALSE",0,,"FALSE",,"FALSE",,2300,97,0,"FALSE","sc/buildings.sc","bolt_projectile_shadow","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"ArcherQueen arrow lvl1","sc/buildings.sc","hero_multi_arrow_lvl1","FALSE",0,,"FALSE",,"FALSE",,1650,65,65,"FALSE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Rapidfire arrow lvl2","sc/buildings.sc","rapidfire_arrow_ammo_lvl2","FALSE",0,,"FALSE",,"FALSE",,2400,97,0,"FALSE","sc/buildings.sc","bolt_projectile_shadow","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Rapidfire arrow lvl3","sc/buildings.sc","rapidfire_arrow_ammo_lvl3","FALSE",0,,"FALSE",,"FALSE",,2500,97,0,"FALSE","sc/buildings.sc","bolt_projectile_shadow","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Rapidfire arrow lvl4","sc/buildings.sc","rapidfire_arrow_ammo_lvl4","FALSE",0,,"FALSE",,"FALSE",,2500,97,0,"FALSE","sc/buildings.sc","bolt_projectile_shadow","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Rapidfire arrow lvl5","sc/buildings.sc","rapidfire_arrow_ammo_lvl5","FALSE",0,,"FALSE",,"FALSE",,2500,97,0,"FALSE","sc/buildings.sc","bolt_projectile_shadow","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Rapidfire arrow lvl6","sc/buildings.sc","rapidfire_arrow_ammo_lvl6","FALSE",0,,"FALSE",,"FALSE",,2500,97,0,"FALSE","sc/buildings.sc","bolt_projectile_shadow","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"ArcherQueen arrow lvl2","sc/buildings.sc","hero_multi_arrow_lvl2","FALSE",0,,"FALSE",,"FALSE",,1650,65,65,"FALSE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"AirTrapBalloon","sc/buildings.sc","air_trap_projectile","FALSE",0,,"FALSE",,"FALSE",,250,0,20,"FALSE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"LargeDarkElixirBalloon","sc/buildings.sc","evil_airTrap_projectile","FALSE",0,"large_airTrap_redSmoke","FALSE",,"FALSE",,350,0,20,"FALSE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"gargoyle_projectile","sc/characters.sc","slimeball_projectile","FALSE",0,,"FALSE",,"FALSE",,380,125,50,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Witch_projectile","sc/buildings.sc","witch_projectile","FALSE",0,"witch_trail_emitter","FALSE",,"FALSE",,500,25,50,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"AirTrapBalloon_lvl3","sc/buildings.sc","air_trap_projectile_lvl3","FALSE",0,,"FALSE",,"FALSE",,250,0,20,"FALSE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"LargeDarkElixirBalloon_lvl3","sc/buildings.sc","evil_airTrap_projectile_lvl3","FALSE",0,"large_airTrap_redSmoke","FALSE",,"FALSE",,350,0,20,"FALSE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Tower Arrow Fire2","sc/characters.sc","arrow_ammo_small_fire","FALSE",0,"Spark Trail","FALSE",,"FALSE",,1800,190,50,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Tower Arrow Fire3","sc/characters.sc","arrow_ammo_small_fire","FALSE",0,"Spark Trail_Dark","FALSE",,"FALSE",,1800,190,50,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Tower Arrow Fire2 LOW","sc/characters.sc","arrow_ammo_small_fire","FALSE",0,"Spark Trail","FALSE",,"FALSE",,1800,100,50,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Tower Arrow Fire3 LOW","sc/characters.sc","arrow_ammo_small_fire","FALSE",0,"Spark Trail_Dark","FALSE",,"FALSE",,1800,100,50,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"ArcherQueen arrow rage","sc/buildings.sc","hero_multi_arrow_rage","FALSE",0,,"FALSE",,"FALSE",,1650,65,65,"FALSE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"hound_projectile","sc/characters.sc","lavahound_projectile","FALSE",0,,"FALSE",,"FALSE",,200,150,5,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"tinyhound_projectile","sc/characters.sc","tiny_lavahound_projectile","FALSE",0,,"FALSE",,"FALSE",,300,150,5,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Air Blaster Ammo1","sc/buildings.sc","dummy_particle","FALSE",0,,"FALSE",,"FALSE",,600,125,125,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
