"Name","HomeType","EnabledByCalendar","DefaultBackground","FreeBackground","RequiredTHLevel","PurchasePrice","TID","SWF","Foreground","Background","AdditiveLayer","TopLayer","BaseSWF","BuildingBasesSWF","Icon","Thumbnail","MakeCreator","CustomShip","CustomBalloonBus","CustomForge","VillageObjectLocator","ParallaxLayer","ParallaxStrength","NightMode","Music","ClanBadgeClip"
"EpicJungle","HOME",,,,,,"TID_SCENERY_EPIC_JUNGLE","sc/scenery_epic_jungle_dl_opt.sc","Player_Background",,,,,,"image/background_icons/scenery_epic_jungle_dl_opt.png","image/background_icons/epic_jungle_bgr_image_dl_opt.png",,,,,"Shipyard:ship_location",,,,,
,,,,,,,,,,,,,,,,,,,,,"Rowboat:boat_location",,,,,
,,,,,,,,,,,,,,,,,,,,,"BalloonBus:air_ship_location",,,,,
,,,,,,,,,,,,,,,,,,,,,"Forge:forge_location",,,,,
"WarMake","WAR",,,,,,"TID_INFERNO_TOWN_SCENERY","sc/scenery_war_dl_opt.sc","Player_war_bg",,,,,,"image/background_icons/scenery_warbase_make_dl_opt.png","image/background_icons/make_war_bgr_image_dl_opt.png","ThiagoMessias",,,,,,,,"music/clash_war_scenery_01_dl_opt.ogg",
"Festival","HOME",,,,,,"TID_9TH_CLASHIVERSARY_SCENERY","sc/scenery_9yanniversary_dl_opt.sc","Player_Background",,,,,,"image/background_icons/scenery_9th_anniversary_dl_opt.png","image/background_icons/party_bgr_image_dl_opt.png",,,,,,,,,"music/clash_festival_scenery_01_dl_opt.ogg",
"SpookyVillage","HOME",,,,,,"TID_PUMPKIN_GRAVEYARD_SCENERY","sc/scenery_spooky_village_dl_opt.sc","Player_Background",,,,"sc/scenery_gamearea_spooky_dl_opt.sc","sc/scenery_bases_spooky_dl_opt.sc","image/background_icons/spooky_scenery_dl_opt.png","image/background_icons/spooky_bgr_image_dl_opt.png","Naji Kadalayi","true",,,,"background",-15,,"music/clash_halloween_scenery_01_dl_opt.ogg",
,,,,,,,,,,,,,,,,,,,,,,"foreground",15,,,
"SnowDay","HOME",,,,,,"TID_SNOWED_IN_SCENERY","sc/scenery_snowed_in_dl_opt.sc","Player_Background",,,,"sc/scenery_gamearea_snowedin_dl_opt.sc","sc/scenery_bases_snowedin_dl_opt.sc","image/background_icons/scenery_snowed_in_dl_opt.png","image/background_icons/snowed_in_image_dl_opt.png",,"true",,,,"foreground",25,,"music/clash_winter_scenery_01_dl_opt.ogg",
,,,,,,,,,,,,,,,,,,,,,,"background",-5,,,
"TigerMountain","HOME",,,,,,"TID_TIGER_MOUNTAIN_SCENERY","sc/scenery_cny2022_dl_opt.sc","Player_Background",,,,"sc/scenery_gamearea_cny2022_dl_opt.sc","sc/scenery_bases_cny2022_dl_opt.sc","image/background_icons/scenery_lunar_ny_22_dl_opt.png","image/background_icons/lny2022_bgr_image_dl_opt.png",,"true","true","true","Shipyard:ship_location",,,,,
,,,,,,,,,,,,,,,,,,,,,"Rowboat:boat_location",,,,,
,,,,,,,,,,,,,,,,,,,,,"BalloonBus:air_ship_location",,,,,
,,,,,,,,,,,,,,,,,,,,,"Forge:forge_location",,,,,
"VillageBackground012",,"true",,,,,,,,,,,,,,,,,,,,,,,,
"Primal","HOME",,,,,,"TID_PRIMAL_SCENERY","sc/scenery_primal_dl_opt.sc","Player_Background",,,,"sc/scenery_gamearea_primal_dl_opt.sc","sc/scenery_bases_primal_dl_opt.sc","image/background_icons/scenery_primal_dl_opt.png","image/background_icons/primal_bgr_image_dl_opt.png",,"true",,,,"foreground",25,,,
"Shadow","HOME",,,,,,"TID_SHADOW_SCENERY","sc/scenery_shadow_dl_opt.sc","Player_Background",,,,"sc/scenery_gamearea_shadow_dl_opt.sc","sc/scenery_bases_shadow_dl_opt.sc","image/background_icons/scenery_shadow_dl_opt.png","image/background_icons/shadow_bgr_image_dl_opt.png",,"true","true","true","Shipyard:ship_location","foreground",15,,"music/Shadow_Scenery_Ambience_Plus_Music_dl_opt.ogg",
,,,,,,,,,,,,,,,,,,,,,"Rowboat:boat_location",,,,,
,,,,,,,,,,,,,,,,,,,,,"BalloonBus:air_ship_location",,,,,
,,,,,,,,,,,,,,,,,,,,,"Forge:forge_location",,,,,
"Royale","HOME",,,,,,"TID_ROYALE_SCENERY","sc/scenery_royale_dl_opt.sc","Player_Background",,,,"sc/scenery_gamearea_royale_dl_opt.sc",,"image/background_icons/scenery_royale_dl_opt.png","image/background_icons/royale_bgr_image_dl_opt.png",,"true",,,,"foreground",25,,,
"Summer","HOME",,,,,,"TID_SUMMER_SCENERY","sc/scenery_summer_dl_opt.sc","Player_Background",,,,"sc/scenery_gamearea_summer_dl_opt.sc",,"image/background_icons/scenery_summer_dl_opt.png","image/background_icons/summer_bgr_image_dl_opt.png",,"true",,,,"foreground",25,,,
"VillageBackground017",,"true",,,,,,,,,,,,,,,,,,,,,,,,
"VillageBackground018",,"true",,,,,,,,,,,,,,,,,,,,,,,,
"VillageBackground019",,"true",,,,,,,,,,,,,,,,,,,,,,,,
"VillageBackground020",,"true",,,,,,,,,,,,,,,,,,,,,,,,
"CapitalCore","CAPITAL",,"true","true",,,"TID_SCENERY_CLASSIC","sc/background_clan_capital.sc","Player_Background",,,,"sc/background_cc_gamearea.sc",,"image/background_icons/scenery_homevillage.png","image/background_icons/clan_capital_core_bgr_image.png",,,,,,"background_1",-20,,,"clan_pattern"
,,,,,,,,,,,,,,,,,,,,,,"background_2",-10,,,"banner"
,,,,,,,,,,,,,,,,,,,,,,"background_3",-5,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_1",4,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_2",10,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_3",12,,,
"Capital_layout_2a","CAPITAL",,"true","true",,,"TID_SCENERY_CLASSIC","sc/background_clan_capital_02.sc","Player_Background_layout2a",,,,"sc/background_cc_gamearea.sc",,"image/background_icons/scenery_homevillage.png","image/background_icons/clan_capital_layout2_1_bgr_image.png",,,,,,"background_1",-20,,,"clan_pattern"
,,,,,,,,,,,,,,,,,,,,,,"background_2",-10,,,"banner"
,,,,,,,,,,,,,,,,,,,,,,"background_3",-5,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_1",5,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_2",10,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_3",12,,,
"Capital_layout_2b","CAPITAL",,"true","true",,,"TID_SCENERY_CLASSIC","sc/background_clan_capital_02.sc","Player_Background_layout2b",,,,"sc/background_cc_gamearea.sc",,"image/background_icons/scenery_homevillage.png","image/background_icons/clan_capital_layout2_1_bgr_image.png",,,,,,"background_1",-20,,,"clan_pattern"
,,,,,,,,,,,,,,,,,,,,,,"background_2",-10,,,"banner"
,,,,,,,,,,,,,,,,,,,,,,"background_3",-5,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_1",5,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_2",10,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_3",12,,,
"Capital_layout_2c","CAPITAL",,"true","true",,,"TID_SCENERY_CLASSIC","sc/background_clan_capital_02.sc","Player_Background_layout2c",,,,"sc/background_cc_gamearea.sc",,"image/background_icons/scenery_homevillage.png","image/background_icons/clan_capital_layout2_1_bgr_image.png",,,,,,"background_1",-20,,,"clan_pattern"
,,,,,,,,,,,,,,,,,,,,,,"background_2",-10,,,"banner"
,,,,,,,,,,,,,,,,,,,,,,"background_3",-5,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_1",5,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_2",10,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_3",12,,,
"CapitalCore_Raid","CAPITAL",,"true","true",,,"TID_SCENERY_CLASSIC","sc/background_clan_capital.sc","Enemy_Background",,,,"sc/background_cc_gamearea.sc",,"image/background_icons/scenery_homevillage.png","image/background_icons/clan_capital_core_bgr_image.png",,,,,,"background_1",-20,,,"clan_pattern"
,,,,,,,,,,,,,,,,,,,,,,"background_2",-10,,,"banner"
,,,,,,,,,,,,,,,,,,,,,,"background_3",-5,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_1",4,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_2",10,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_3",12,,,
"Capital_layout_2d","CAPITAL",,"true","true",,,"TID_SCENERY_CLASSIC","sc/background_clan_capital_02.sc","Player_Background_layout2d",,,,"sc/background_cc_gamearea.sc",,"image/background_icons/scenery_homevillage.png","image/background_icons/clan_capital_layout2_1_bgr_image.png",,,,,,"background_1",-20,,,"clan_pattern"
,,,,,,,,,,,,,,,,,,,,,,"background_2",-10,,,"banner"
,,,,,,,,,,,,,,,,,,,,,,"background_3",-5,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_1",5,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_2",10,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_3",12,,,
"Capital_layout_2a_Raid","CAPITAL",,"true","true",,,"TID_SCENERY_CLASSIC","sc/background_clan_capital_02.sc","Enemy_Background_layout2a",,,,"sc/background_cc_gamearea.sc",,"image/background_icons/scenery_homevillage.png","image/background_icons/clan_capital_layout2_1_bgr_image.png",,,,,,"background_1",-20,,,"clan_pattern"
,,,,,,,,,,,,,,,,,,,,,,"background_2",-10,,,"banner"
,,,,,,,,,,,,,,,,,,,,,,"background_3",-5,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_1",5,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_2",10,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_3",12,,,
"Capital_layout_2b_Raid","CAPITAL",,"true","true",,,"TID_SCENERY_CLASSIC","sc/background_clan_capital_02.sc","Enemy_Background_layout2b",,,,"sc/background_cc_gamearea.sc",,"image/background_icons/scenery_homevillage.png","image/background_icons/clan_capital_layout2_1_bgr_image.png",,,,,,"background_1",-20,,,"clan_pattern"
,,,,,,,,,,,,,,,,,,,,,,"background_2",-10,,,"banner"
,,,,,,,,,,,,,,,,,,,,,,"background_3",-5,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_1",5,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_2",10,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_3",12,,,
"Capital_layout_2c_Raid","CAPITAL",,"true","true",,,"TID_SCENERY_CLASSIC","sc/background_clan_capital_02.sc","Enemy_Background_layout2c",,,,"sc/background_cc_gamearea.sc",,"image/background_icons/scenery_homevillage.png","image/background_icons/clan_capital_layout2_1_bgr_image.png",,,,,,"background_1",-20,,,"clan_pattern"
,,,,,,,,,,,,,,,,,,,,,,"background_2",-10,,,"banner"
,,,,,,,,,,,,,,,,,,,,,,"background_3",-5,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_1",5,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_2",10,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_3",12,,,
"Capital_layout_2d_Raid","CAPITAL",,"true","true",,,"TID_SCENERY_CLASSIC","sc/background_clan_capital_02.sc","Enemy_Background_layout2d",,,,"sc/background_cc_gamearea.sc",,"image/background_icons/scenery_homevillage.png","image/background_icons/clan_capital_layout2_1_bgr_image.png",,,,,,"background_1",-20,,,"clan_pattern"
,,,,,,,,,,,,,,,,,,,,,,"background_2",-10,,,"banner"
,,,,,,,,,,,,,,,,,,,,,,"background_3",-5,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_1",5,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_2",10,,,
,,,,,,,,,,,,,,,,,,,,,,"foreground_3",12,,,
"VillageBackground021",,"true",,,,,,,,,,,,,,,,,,,,,,,,
"VillageBackground022",,"true",,,,,,,,,,,,,,,,,,,,,,,,
"VillageBackground023",,"true",,,,,,,,,,,,,,,,,,,,,,,,
"VillageBackground024",,"true",,,,,,,,,,,,,,,,,,,,,,,,
"VillageBackground025",,"true",,,,,,,,,,,,,,,,,,,,,,,,
"VillageBackground026",,"true",,,,,,,,,,,,,,,,,,,,,,,,
"VillageBackground027",,"true",,,,,,,,,,,,,,,,,,,,,,,,
"VillageBackground028",,"true",,,,,,,,,,,,,,,,,,,,,,,,
"VillageBackground029",,"true",,,,,,,,,,,,,,,,,,,,,,,,
"VillageBackground030",,"true",,,,,,,,,,,,,,,,,,,,,,,,
