"TID","EN","AR","CN","CNT","DE","ES","FA","FI","FR","ID","IT","JP","KR","MS","NL","NO","PT","RU","TH","TR","VI"
"TID_SETTINGS_API_TOKEN_SHOW_BUTTON","Show","العرض","显示","顯示","Anzeigen","Mostrar","نمایش","Näytä","Voir","Tampilkan","Mostra","表示","보기","Tunjukkan","Tonen","Vis","Mostrar","Показать","แสดง","Göster","Hiển thị"
"TID_SETTINGS_API_TOKEN_COPY_BUTTON","Copy","النسخ","复制","複製","Kopieren","Copiar","کپی","Kopioi","Copier","Salin","Copia","コピー","복사","Salin","Kopiëren","Kopier","Copiar","Копировать","คัดลอก","Kopyala","Sao chép"
"TID_SETTINGS_API_TOKEN_COPY_NOTIFICATION","API token copied to device clipboard!","تم نسخ رمز API إلى حافظة الجهاز","API令牌已复制到设备剪贴板","API Token已複製到裝置剪貼簿","API-Token in die Zwischenablage kopiert!","¡Código API copiado al portapapeles del dispositivo!","ژتون API روی کلیپ‌بورد دستگاه کپی شد!","API-tunnus on kopioitu laitteen leikepöydälle.","Jeton API copié dans le presse-papiers de l'appareil.","Token API disalin ke papan klip perangkat!","Chiave API copiata negli appunti del dispositivo","APIトークンをデバイスのクリップボードにコピーしました！","API 토큰이 기기 클립보드에 복사되었습니다!","Token API disalin ke papan klip peranti!","API-token gekopieerd naar klembord van apparaat!","API-merket ble kopiert til enhetens utklippstavle!","Token de API copiado para área de transferência do dispositivo!","Авторизационный токен скопирован в буфер обмена устройства!","คัดลอก API token ไปยังคลิปบอร์ดของอุปกรณ์แล้ว!","API belirteci cihaz panosuna kopyalandı!","Token API đã được sao chép vào bảng ghi tạm của thiết bị!"
"TID_DECORATION_FIRECRACKER","Festive Firecrackers","مفرقعات احتفالية","春节鞭炮","春節鞭炮","Feuerwerkskörper","Petardos festivos","ترقه‌های جشن","Juhlasähikäiset","Pétards festifs","Mercon Festival","Petardi festivi","お祭りの爆竹","설날 폭죽","Mercun Perayaan","Feestelijk vuurwerk","Festkinaputter","Foguetinhos festivos","Праздничные фейерверки","ประทัดเทศกาล","Şenlik Havai Fişekleri","Pháo hoa Lễ hội"
"TID_OBSTACLE_LANTERN_CNY2019","Glowy Lantern","الفانوس المتوهج","红火灯笼","紅火燈籠","Leuchtende Laterne","Farol brillante","فانوس فروزان","Loimuava lyhty","Lanterne lumineuse","Lentera Berkilau","Lanterna luccicante","輝くランタン","빛나는 랜턴","Tanglung Bercahaya","Gloeiende lantaarn","Glødelampe","Lanterna Brilhante","Сияющий фонарь","ตะเกียงส่องสว่าง","Parlak Fener","Lồng đèn Phát sáng"
"TID_OFFER_TITLE_GENERIC","Special Offer","عرض خاص","特惠活动","特惠活動","Sonderangebot","Oferta especial","پیشنهاد ویژه","Erikoistarjous","Offre spéciale","Penawaran Spesial","Offerta speciale","特別セール","특가 상품","Tawaran Khas","Speciale aanbieding","Spesialtilbud","Oferta especial","Специальное предложение","ข้อเสนอพิเศษ","Özel Fırsat","Ưu đãi đặc biệt"
"TID_LOADING_CHINA","本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。粤网文【2017】6138-1456号、 （总）网出证（粤）字第057号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。","本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。粤网文【2017】6138-1456号、 （总）网出证（粤）字第057号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。","本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。粤网文【2017】6138-1456号、 （总）网出证（粤）字第057号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。",,"本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。粤网文【2017】6138-1456号、 （总）网出证（粤）字第057号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。","本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。粤网文【2017】6138-1456号、 （总）网出证（粤）字第057号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。","本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。粤网文【2017】6138-1456号、 （总）网出证（粤）字第057号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。","本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。粤网文【2017】6138-1456号、 （总）网出证（粤）字第057号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。","本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。粤网文【2017】6138-1456号、 （总）网出证（粤）字第057号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。","本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。粤网文【2017】6138-1456号、 （总）网出证（粤）字第057号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。","本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。粤网文【2017】6138-1456号、 （总）网出证（粤）字第057号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。","本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。粤网文【2017】6138-1456号、 （总）网出证（粤）字第057号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。","本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。粤网文【2017】6138-1456号、 （总）网出证（粤）字第057号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。","本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。粤网文【2017】6138-1456号、 （总）网出证（粤）字第057号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。","本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。粤网文【2017】6138-1456号、 （总）网出证（粤）字第057号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。","本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。粤网文【2017】6138-1456号、 （总）网出证（粤）字第057号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。","本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。粤网文【2017】6138-1456号、 （总）网出证（粤）字第057号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。","本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。粤网文【2017】6138-1456号、 （总）网出证（粤）字第057号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。","本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。粤网文【2017】6138-1456号、 （总）网出证（粤）字第057号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。","本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。京网文[2017]6138-1456号 （总）网出证（京）字010号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。","本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。粤网文【2017】6138-1456号、 （总）网出证（粤）字第057号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。"
"TID_DECORATION_GOLDEN_HOG","Golden Hog","الخنزير الذهبي","福气金猪","福氣金豬","Goldenes Schwein","Puerco dorado","گراز طلایی","Kultainen karju","Cochon d'or","Babi Emas","Cinghiale d'oro","金のホグ","골든 호그","Khinzir Emas","Gouden varken","Gyllent villsvin","Porco Dourado","Золотой кабан","หมูป่าทองคำ","Altın Domuz","Hoàng kim Trư"
"TID_BOOSTER_BUILDERS_OFFER_INFO","<num>x Builder Potion - your builders will work <multiplier>x faster for <time>","<num> من جرعات البنّاء: سيعمل البنّاؤون لديك بـ <multiplier> أمثال السرعة لمدة <time>","<num>瓶建筑工人药水，可在<time>内将建筑工人的工作速度提升至原来的<multiplier>倍","<num>瓶建築工人藥水，可在<time>內將建築工人的工作速度提升至原來的<multiplier>倍","<num>x Bauarbeitertrank (damit arbeiten deine Bauarbeiter <time> lang <multiplier>-mal schneller)","<num>x pócima del constructor: Tus constructores trabajarán <multiplier> veces más rápido durante <time>.","<num> معجون سازنده - سازندگانتان به مدت <time>، با سرعت <multiplier> برابر کار خواهند کرد","<num> x rakentajan rohto: rakentajasi työskentelevät <multiplier> x nopeammin <time> ajan.","Potion de l'ouvrier x<num> - vos ouvriers travaillent <multiplier>x plus vite pendant <time>.","<num>x Ramuan Tukang - tukang akan bekerja <multiplier>x lebih cepat selama <time>","Pozioni del costruttore (i costruttori lavorano <multiplier> volte più velocemente per <time>): <num>","大工ポーション<num>個 - 大工の作業速度が<time>にわたって<multiplier>倍になります","장인 포션 x<num> - 장인의 작업 속도가 <time> 동안 <multiplier>배 빨라집니다.","<num>x Posyen Pembina - pembina anda akan berkerja <multiplier>x lebih cepat selama <time>","<num>x een bouwvakkersdrankje: je bouwvakkers werken <multiplier>x sneller gedurende <time>","<num>x byggerens drikk: Byggerne dine vil jobbe <multiplier>x raskere i <time>.","<num>x Poção do Construtor - seus construtores trabalham <multiplier>x mais rápido por <time>.","Зелье строителя х<num> — строители будут работать быстрее в <multiplier> р. в течение <time>","น้ำยาช่างก่อสร้าง <num> ขวด - ช่างก่อสร้างจะทำงานเร็วขึ้น <multiplier> เท่าเป็นเวลา <time>","<num> İnşaatçı İksiri -İnşaatçıların <time> için <multiplier> kat daha hızlı çalışır.","<num>x Thuốc Thợ xây - thợ xây của bạn sẽ làm việc nhanh hơn <multiplier> lần trong <time>"
"TID_ELPRIMO_COMPENSATION","Hi Chief! We noticed that you spent Gems upgrading El Primo during the Brawl Stars launch festival. Unfortunately this wasn't meant to be possible. Here are the Gems that you spent upgrading El Primo. Our apologies for what happened. Clash on!","مرحباً عزيزي الزعيم، لاحظنا أنك أنفقت الجواهر علىEL Primo في مهرجان إطلاق لعبة Brawl Stars. مع الأسف حصل ذلك عن طريق الخطأ، وإليك الجواهر التي أنفقتها تعود إليك. تقبّل شديد اعتذارنا عمّا حصل :) استأنف القتال!","首领您好！我们注意到您之前在庆祝《荒野乱斗》发行的限时兵种活动中，使用宝石升级了本不能被升级的艾尔普里莫。这些是您用于升级该兵种的宝石，请及时领取。给您带来不便，我们非常抱歉。Clash On!","首領您好！我們注意到您之前在慶祝《荒野亂鬥》發行的限時兵種活動中，使用寶石升級了本不能被升級的艾爾普里莫。這些是您用於升級該兵種的寶石，請及時領取。給您帶來不便，我們非常抱歉。Clash On!","Hallo Häuptling! Wir haben festgestellt, dass du Juwelen für die Verbesserung von El Primo, während der Brawl Stars-Veröffentlichung, ausgegeben hast. Unglücklicherweise sollte dieses nicht möglich sein. Gerne habe ich dir die Juwelen, die du für die Verbesserung von El Primo ausgegeben hattest, wieder gutgeschrieben. Wir entschuldigen uns für die Unannehmlichkeiten. Clash on!","¡Saludos Jefe! Nos dimos cuenta que usaste algunas gemas para mejorar a El Primo durante el festival del lanzamiento de Brawl Stars. Desafortunadamente la posibilidad de mejorarlo no era intencional. Aquí están las gemas que gastaste mejorando a El Primo. Nos disculpamos por lo sucedido. ¡Éxitos en tu aldea!","سلام رئیس
ما متوجه شدیم که شما برای ارتقاء El Primo در مدت جشنواره انتشار بازی براول استارز جم مصرف کردید، متاسفانه این امکان پذیر نبود.
اینها جواهراتی هستند که برای ارتقاء El Primo مصرف کردید.
به خاطر این موضوع از شما عذر خواهی می کنیم.
به مبارزه ادامه دهید!
Best Regards,","Hei Päällikkö! Huomasimme, että olet käyttänyt jalokiviä El Primon päivittämiseen Brawl Stars pelimme lanseraauksen aikana. Valitettavasti tämän ei ollut tarkoitus olla mahdollista. Tässä ovat jalokivesi jotka käytit El Primon päivittämiseen. Pahoittelumme tästä aiheutuneesta vaivasta. Onnea taisteluun!","Salut Chef! Nous avons remarqué que vous avez dépensé des Gemmes pour améliorer El Primo lors du festival de lancement de Brawl Stars. Malheureusement, cela ne devait pas être possible. Voici les Gemmes que vous avez dépensées pour améliorer El Primo. Toutes nos excuses pour ce qui s'est passé. Clash on!","Hai Chief! Kami melihat bahwa Kamu telah menggunakan permata untuk meningkatkan El Primo selama festival peluncuran Brawl Stars. Sayangnya ini tidak dimaksudkan untuk dilakukan. Kami mengembalikan kembali Permata yang sudah kamu habiskan untuk meningkatkan El Primo. Kami mohon maaf atas apa yang terjadi. Clash on!","Ciao, Capo! Abbiamo notato che hai speso delle Gemme per migliorare El Primo durante l'evento per il lancio di Brawl Stars. Questo, però, non avrebbe dovuto essere consentito dal gioco. Ti restituiamo, pertanto, le Gemme che hai speso per migliorare El Primo. Ci scusiamo per quanto accaduto. Clash on!","チーフ！チーフがブロスタの配信開始イベント中、エル・プリモのアップグレードにエメラルドを消費されていた事が確認できました。アップグレードは本来意図していない機能でございました。そのため、エル・プリモのアップグレードに消費されたエメラルドをお返しいたします。ご不便をおかけいたしましたこと、お詫び申し上げます。","안녕하세요 대장님! 지난 브롤스타즈 런칭 페스티벌 진행 시 보석을 사용하여 엘 프리모를 업그레이드 하셨군요.안타깝게도 해당 업그레이드는 의도된 사항이 아니었으므로 사용하셨던 보석을 돌려드립니다. 불편을 드려 죄송합니다!","Hi Ketua! Kami melihat bahawa anda telah menggunakan permata untuk menaik taraf El Primo semasa acara pelancaran Brawl Stars. Malangnya, naik taraf tersebut tidak berjaya. Jadi, terimalah kembali permata yang telah anda gunakan untuk menaik taraf El Primo. Kami memohon maaf atas perkara tersebut. Clash on!","Hey Chief! We hebben gemerkt dat je edelstenen hebt gebruikt bij het upgraden van El Primo tijdens het lanceringsfeest van Brawl Stars. Helaas had dit niet mogen gebeuren. Hier zijn de edelstenen die je hebt uitgegeven om El Primo te upgraden. Onze excuses voor wat er is gebeurd. Clash on!","Hi Chief! We noticed that you spent Gems upgrading El Primo during the Brawl Stars launch festival. Unfortunately this wasn't meant to be possible. Here are the Gems that you spent upgrading El Primo. Our apologies for what happened. Clash on!","Oi Chefe! Vimos que gastou gemas para evoluir o El Primo durante o festival de lançamento do Brawl Stars. Infezlimente isso não era para ser possível. Aqui estão as Gemas que gastou ao evoluir o El Primo. Pedimos desculpa pelo ocorrido. Clash on!","Привет, вождь! Мы проверили систему и видим, что вы потратили кристаллы на улучшение бойца Эль Примо во время релиза игры Brawl Stars. К сожалению, такого не должно было произойти. Поэтому мы возвращаем вам кристаллы, которые вы потратили на улучшение. А также приносим свои извинения за доставленные неудобства и желаем вам удачных сражений!","สวัสดีคุณหัวหน้า! พวกเราสังเกตเห็นว่าคุณใช้เพชรในการอัพเกรด El Primo ในช่วงเทศกาล บรอว์สตาร์ แต่น่าเสียดายที่เพชรเหล่านั้นจะไม่มีความหมาย ทางเราจึงจะคืน เพชรที่ คุณใช้ในการอัพเกรด El Primo ขอบคุณและขออภัยในสิ่งที่เกิดขึ้น!","Merhaba Şef! Brawl Stars'ın açılış lansmanında El Primo'yu yükseltmek için değerli taşlarını harcadığını belirledik. Ne yazık ki bu mümkün değildi. İşte El Primo'yu yükseltmek için harcadığın değerli taşlar. Olanlar için özür dileriz. Savaşa devam!","Chào Thủ lĩnh! Chúng tôi nhận thấy rằng bạn đã sử dụng Ngọc để nâng cấp El Primo trong dịp lễ hội ra mắt Brawl Stars trong khi việc này đáng lẽ là không thể xảy ra. Chúng tôi xin gửi lại bạn số Ngọc mà bạn đã sử dụng để nâng cấp El Primo. Chân thành xin lỗi bạn vì sự cố này. Cùng Clash nào!"
