"TID","EN","AR","CN","CNT","DE","ES","FA","FI","FR","ID","IT","JP","KR","MS","NL","NO","PT","RU","TH","TR","VI"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TROOP_DRAGONLIGHTNING","Chief, earn 200 gems during the Dragon/Lightning Spell event!","أيها الزعيم، اربح 200 جوهرة أثناء حدث تعويذة التنين / البرق!","首领，雷电法术+飞龙活动开始了，200颗宝石等您来拿！","首領，雷電法術與飛龍活動開始啦！200顆寶石等您來拿！","Häuptling, verdiene 200 Juwelen während des Drachen-Blitzzauber-Ereignisses!","Jefe, gana 200 gemas durante este evento de dragones y hechizos de rayo.","رئیس! در طول رویداد اژدها/طلسم رعد و برق، صاحب 200 جواهر بشوید!","Päällikkö, hanki 200 jalokiveä tästä lohikäärme-salamaloitsu-tapahtumasta!","Chef, gagnez 200 gemmes avec l'évènement dragon/sort de foudre !","Chief, raih 200 permata selama acara Naga/Mantra Kilat!","Capo, vinci 200 gemme con l'evento drago + Fulmine!","チーフ、ドラゴン／ライトニングの呪文のイベント中は、200エメラルドをもらえますよ！","대장, 드래곤/번개 마법 이벤트 동안 보석 200개를 획득하세요!","Ketua, dapatkan 200 permata sewaktu acara Naga/Sihir Kilat!","Chief, verdien 200 edelstenen tijdens het draken-bliksemevenement.","Høvding, du kan få 200 juveler under drage- og lynformel-hendelsen!","Chefe, ganhe 200 gemas durante o evento do Dragão e do Feitiço de Relâmpago!","Вождь, получи 200 кристаллов во время события с драконом/грозовым заклинанием!","ท่านหัวหน้า รับอัญมณี 200 เม็ดระหว่างอีเวนท์มังกร/อาคมสายฟ้า!","Şef, Ejderha/Yıldırım Büyüsü etkinliğinde 200 taş kazan!","Chỉ huy, hãy nhớ kiếm 200 ngọc trong thời gian diễn ra sự kiện Rồng/Thần chú Sấm sét nhé!"
"TID_LOCAL_NOTIFICATION_EVENT_CLAN_LOOTXP","Chief, during the Clan War event earn 2x Loot and XP!","يا زعيم، أثناء حدث حرب القبيلة، اربح 2x الغنيمة ونقاط الخبرة!","首领，部落对战双倍奖励活动开始了，双倍战利品和部落经验值等着您！","首領，部落對戰雙倍獎勵活動開始囉！雙倍戰利品和部落經驗值等著您！","Häuptling, während des Clankrieg-Ereignisses gibt es doppelte Beute und EP!","Jefe, gana el doble de botín y XP durante el evento de las guerras de clanes.","رئیس! در طول رویداد جنگ قبیله، صاحب XP و غنیمت 2 برابر بشوید!","Päällikkö, klaanisotatapahtuman aikana voit saada kaksinverroin saalista ja kokemuspisteitä!","Chef, gagnez 2x plus de butin et d'EXP avec l'évènement guerre de clans !","Chief, selama acara Perang Klan, raih 2x Rampasan dan XP!","Capo, ottieni bottino e XP doppi durante l'evento per le guerre tra clan!","チーフ、クラン対戦イベント中は、戦利品と経験値が2倍になりますよ！","대장, 클랜전 이벤트 동안 두 배의 전리품 및 XP를 획득하세요!","Ketua, dapatkan 2x rampasan dan XP sewaktu acara Perang Klan!","Chief, verdien dubbel zoveel buit en XP tijdens dit clanoorlogenevenement","Høvding, du kan få 2x utbytte og XP i løpet av klankrigen!","Chefe, ganhe o dobro de saque e de XP durante o evento das Guerras de Clãs!","Вождь, получи в 2 раза больше добычи и опыта во время войны кланов!","ท่านหัวหน้า รับของปล้นและค่าประสบการณ์ 2 เท่าระหว่างอีเวนท์สงครามแคลน!","Şef, Klan Savaşı etkinliğinde 2 kat daha fazla Ganimet ve TP kazan!","Trong thời gian diễn ra sự kiện Hội Chiến, Chỉ huy có thể giành được gấp đôi Chiến lợi phẩm và Điểm Kinh nghiệm đấy!"
"TID_GAMES_TASKS_TEXT","Challenges are meant to test your strength in different areas. Completing a challenge within its time limit awards your clan points. Challenges vary in difficulty. If one of them appears too difficult for you, ask your clanmates to take it. Should you take on a Challenge you cannot finish, you can trash it. Note that you have to wait for a while after trashing before being able to take on a new Challenge.","الهدف من التحديات هو اختبار حماستك في مجالات مختلفة. تحصل من خلال إكمال التحدي خلال الوقت المحدد له على نقاط لقبيلتك. تختلف التحديات من حيث الصعوبة. إذا ظهر أن إحدى التحديات صعبًا للغاية بالنسبة لك، اطلب من زملائك بالقبيلة أن يبدأوا بها. وفي حالة بدأت في تحدي ولم تكمله، فإن بإمكانك حذفه. لاحظ أن عليك الانتظار لبعض الوقت بعد الحذف قبل أن تتمكن من البدء في تحدٍ جديد.","挑战是对您各方面实力的一个考验。在规定的时间内完成挑战即可为您的部落赢得积分。挑战难度各有不同。如果您觉得某项挑战难度过大，您可以建议其他部落成员领取这项挑战。如果您无法完成领取的挑战，您可以放弃挑战。请注意：放弃一项挑战后，您需要等待一定的时间才能领取新的挑战。","挑戰是對您各方面實力的一個考驗。在規定的時間內完成挑戰即可為您的部落贏得積分。挑戰難度各有不同。如果您覺得某項挑戰難度過大，您可以建議其他部落成員領取這項挑戰。如果您無法完成領取的挑戰，您可以放棄挑戰。請注意：放棄一項挑戰後，您需要等待一定的時間才能領取新的挑戰。","Bei Herausforderungen zeigst du in verschiedenen Bereichen, was in dir steckt. Wenn du eine Herausforderung innerhalb des Zeitlimits abschließt, erhältst du Clanpunkte. Herausforderungen sind unterschiedlich schwer. Wenn dir eine zu schwer erscheint, bitte deine Clankameraden, sie zu übernehmen. Falls du eine Herausforderung angenommen hast, die du nicht abschließen kannst, kannst du sie löschen. Beachte aber, dass du nach dem Löschen etwas warten musst, bevor du eine neue Herausforderung annehmen kannst.","Los desafíos pondrán a prueba vuestra valía en varias áreas. Al completar un desafío antes del límite de tiempo, ganarás puntos de clan. Los desafíos varían en dificultad. Si uno de ellos te parece demasiado complicado, puedes pedirle a tus aliados que lo acepten ellos. Si aceptas un desafío que no puedes completar, podrás desecharlo. Ten en cuenta, no obstante, que tendrás que esperar un tiempo antes de poder aceptar un desafío nuevo.","این چالش‌ها برای سنجش توانایی‌های شما در حوزه‌های مختلف طراحی شده‌اند. با تکمیل یک چالش در مدت معین می‌توانید برای قبیله‌تان امتیاز بگیرید. میزان سختی چالش‌ها متفاوت است. اگر یکی از چالش‌ها برای شما خیلی دشوار است، از هم‌قبیله‌ایتان بخواهید انجامش دهد. اگر چالشی را قبول کرده‌اید که از پس انجامش بر نمی‌آیید، حذفش کنید. توجه داشته باشید که بعد از حذف چالش باید مدتی صبر کنید تا بتوانید چالش جدیدی را انتخاب کنید.","Haasteet testaavat sisukkuuttasi monin eri tavoin. Klaanisi saa pisteitä, kun suoritat haasteen ennen ajan päättymistä. Haasteiden vaikeusaste vaihtelee. Jos jokin haasteista vaikuttaa sinulle liian vaikealta, pyydä jotain toista klaanin jäsentä suorittamaan sen. Jos otat vastaan haasteen, jota ei pysty suorittaa, voit hävittää sen. Hävittämisen jälkeen joudut kuitenkin pitämään tauon ennen uuden haasteen aloittamista.","Les défis testent vos capacités dans différents domaines. Si vous terminez un défi dans le temps imparti, votre clan gagne des points. La difficulté des défis peut varier. Si l'un d'entre eux est trop difficile, demandez aux membres de votre clan de s'en charger. Si vous avez accepté un défi que vous n'arrivez pas à terminer, vous pouvez le rejeter, mais sachez que vous devrez ensuite attendre un moment avant de pouvoir choisir un nouveau défi.","Tantangan dimaksudkan untuk menguji keahlianmu di berbagai area. Menyelesaikan tantangan dalam batas waktunya akan berhadiah poin klan. Kesulitan Tantangan bervariasi. Jika ada Tantangan yang terlalu sulit untukmu, mintalah rekan klan untuk mengambilnya. Tantangan yang tidak bisa diselesaikan bisa dibuang. Ingat: kamu perlu menunggu sebentar setelah membuang Tantangan agar bisa mengambil Tantangan baru.","Le sfide ti metteranno a dura prova in varie aree. Completare una sfida entro il tempo limite ti fa ottenere punti del clan. Le sfide variano in difficoltà: se una ti sembra troppo difficile, chiedi a un altro membro di clan di affrontarla. Se ne accetti una che non riesci a completare, puoi eliminarla, ma ricorda che dopo averlo fatto dovrai attendere un po' di tempo prima di accettare una nuova sfida.","チャレンジはそれぞれ、あなたの異なる能力が試されます。チャレンジを時間内にクリアできれば、クランポイントを獲得します。チャレンジの難易度はそれぞれ違いますので、自分には難しいと思ったら他のクランメンバーに任せましょう。自分にクリアできないチャレンジを選んでしまっても、そのチャレンジを破棄することができます。ただしその場合、新しいチャレンジを開始できるようになるまで待機時間が発生します。","대장님의 능력을 시험할 수 있는 다양한 도전 과제들이 준비되어있습니다. 제한 시간 안에 도전 과제를 완료하면 점수를 얻어 클랜에 기여할 수 있습니다. 도전 과제마다 난이도가 다릅니다. 대장님이 완료하기에 어려워 보이는 도전 과제가 있다면, 다른 클랜원에게 도전해 달라고 부탁해 보세요. 너무 어려운 도전 과제를 받았다면, 취소할 수 있습니다. 도전 과제를 취소하면 새로운 도전 과제를 받을 수 있을 때까지 얼마간 기다려야 합니다.","Cabaran adalah untuk menguji kebersediaan anda dalam bidang berbeza. Melengkapkan cabaran dalam tempoh masa akan memberikan klan anda mata. Cabaran mempunyai tahap kesukaran yang berbeza. Jika anda rasa ia susah, berikan peluang kepada ahli klan anda. Jika anda menerima Cabaran yang tidak dapat diselesaikan, anda boleh membuangnya. Tapi ingat, anda perlu menunggu seketika selepas membuangnya agar boleh mengambil Cabaran baharu.","Uitdagingen testen je krachten op verschillende vlakken. Je kunt clanpunten verdienen door uitdagingen binnen de tijdslimiet te voltooien. Uitdagingen komen in verschillende moeilijkheidsgraden. Als je een uitdaging te moeilijk vindt, vraag dan aan je clangenoten om deze te kiezen. Als je een uitdaging aangaat die je niet kunt voltooien, dan kun je deze verwijderen. Let op: nadat je een uitdaging verwijdert, moet je wachten voordat je aan een nieuwe uitdaging kunt beginnen.","Utfordringer er ment å skulle teste deg på ulike områder. Hvis du fullfører en utfordring innen tiden er ute, får klanen din poeng. Utfordringene har ulik vanskelighetsgrad. Hvis en utfordring virker for vanskelig, kan du be klanvennene dine om å ta den. Skulle du ta på deg en utfordring du ikke klarer å fullføre, kan du forkaste den. Hvis du forkaster en utfordring, må du vente litt før du kan begynne på en ny.","Os desafios têm graus de dificuldade variados e testam sua capacidade em diversas áreas, inclusive seu planejamento, pois você só ganha pontos se completá-los dentro do limite de tempo permitido. Se achar um desafio muito difícil, peça para um colega de clã realizá-lo! Se aceitar um desafio que não conseguirá concluir, você pode descartá-lo, mas depois terá de aguardar um pouco para poder iniciar outro.","В ходе испытаний вам предстоит проверить себя в самых разных условиях. Пройдя испытание за отведенное время, вы заработаете очки для своего клана. Какие-то испытания могут быть сложнее, какие-то — легче. Если испытание кажется вам слишком сложным, обратитесь к соклановцам — пусть его пройдет кто-то более сильный. Взялись за непосильное испытание? Всегда можно отказаться от его выполнения, но после этого вам придется подождать — вы не сможете сразу же приступить к новому испытанию.","ความท้าทายคือการทดสอบความกล้าหาญของท่านในพื้นที่อันหลากหลาย การทำความท้าทายได้สำเร็จภายในเวลาที่กำหนดจะมอบแต้มแคลนเป็นรางวัลแก่ท่าน ความท้าทายมีความยากหลายระดับ หากความท้าทายใดยากเกินไปก็ขอให้เพื่อนรับไปทำได้ หากท่านเลือกเอาความท้าทายที่ตนเองไม่สามารถทำให้สำเร็จได้มาท่านก็สามารถทิ้งมันไป แต่โปรดทราบว่า หลังจากทิ้งไปแล้วท่านต้องรอสักช่วงเวลาหนึ่งก่อนจะเลือกความท้าทายใหม่ได้","Mücadeleler, farklı alanlarda becerilerini sınayacak şekilde tasarlanmıştır. Bir mücadeleyi verilen süre içinde tamamlamak klanına puan kazandırır. Mücadelelerin zorlukları farklıdır. Bir Mücadele sana göre fazla zor görünüyorsa klan arkadaşlarından yardım iste. Bitiremeyeceğin bir Mücadele alırsan onu bırakabilirsin. Fakat bir Mücadeleyi bıraktığında yeni bir Mücadele alabilmek için bir süre beklemen gerekeceğini unutma.","Mục đích của Thử thách là để kiểm tra dũng khí của bạn trong nhiều lĩnh vực. Hoàn thành thử thách trong thời gian quy định sẽ thưởng điểm cho hội của bạn. Các thử thách sẽ có độ khó khác nhau. Nếu có Thử thách nào có vẻ quá khó đối với bạn, hãy nhờ chiến hữu đồng hội làm thay. Nếu nhận phải Thử thách mà bạn không thể hoàn thành, bạn có thể xóa bỏ nó. Lưu ý rằng sau khi xóa bỏ, bạn phải chờ một khoảng thời gian thì mới được nhận Thử thách mới."
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_2STARS","Your clan has already won 2 Stars from this village. Do you want to try for a better score?","فازت قبيلتك بالفعل بنجمتين من هذه القرية. أتريد المحاولة للحصول على نتيجة أفضل؟","您的部落已经从该战争基地赢得2星。您要尝试获得更好的成绩吗？","您的部落已經從這個戰場基地贏得2顆星。是否想要試著得到更棒的成績？","Dein Clan hat bereits 2 Sterne in diesem Dorf gewonnen. Möchtest du versuchen, dieses Ergebnis zu verbessern?","Tu clan ya ha ganado 2 estrellas en esta aldea. ¿Quieres intentarlo de nuevo para ver si consigues más?","قبیله شما قبلا از این دهکده 2 ستاره برده است. آیا می‌خواهید برای امتیاز بهتر دوباره امتحان کنید؟","Klaanisi on jo voittanut kaksi tähteä tästä kylästä. Haluatko yrittää parempaa tulosta?","Votre clan a déjà gagné 2 étoiles contre ce village. Voulez-vous essayer de faire mieux ?","Klanmu telah memenangkan 2 Bintang dari desa ini. Mau mencoba meraih skor yang lebih baik?","Il tuo clan ha già conquistato 2 stelle da questo villaggio. Vuoi provare a ottenere un risultato migliore?","あなたのクランは、この村からすでに星2つを獲得しています。星3つを目指してこの村を攻撃しますか？","클랜이 이미 이 마을에서 별 2개를 획득했습니다. 더 나은 점수에 도전하시겠습니까?","Klan anda telah memenangi 2 Bintang daripada kampung ini. Anda ingin memcuba dapatkan skor lebih baik?","Je clan heeft al 2 sterren van dit dorp gewonnen. Wil je een betere score proberen te behalen?","Klanen din har allerede vunnet 2 stjerner fra denne landsbyen. Vil du prøve å gjøre det enda bedre?","Seu clã já ganhou 2 estrelas desta vila. Quer tentar conseguir mais?","В битве с этой деревней ваш клан получил 2 звезды. Попробуете побить рекорд?","แคลนของท่านได้รับ 2 ดาวจากหมู่บ้านนี้แล้ว ต้องการลองทำคะแนนให้ดีกว่านี้ไหม?","Klanın bu köyden zaten 2 Yıldız kazandı. Daha iyi bir skor almayı denemek ister misin?","Hội của bạn đã giành được 2 Sao từ làng này. Bạn có muốn thử lại để giành được điểm cao hơn không?"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_3STARS","This village has already been destroyed and your clan can't gain more Stars from it. Are you sure you want to attack?","هذه القرية تم تدميرها بالفعل ولا يمكن لقبيلتك الحصول على المزيد من النجوم منها. هل أنت واثق من رغبتك في الهجوم؟","此战争基地已经被摧毁，您的部落无法从中获得更多的胜利之星。您确定要进攻吗？","這個戰場基地已經被摧毀，您的部落無法從這裡得到更多星星。是否確定攻擊？","Dieses Dorf wurde bereits zerstört und dein Clan kann keine weiteren Sterne davon erhalten. Möchtest du wirklich angreifen?","Esta aldea ya ha sido destruida y tu clan no podrá obtener más estrellas de ella. ¿Seguro que quieres atacar?","این دهکده قبلاً تخریب شده است و قبیله‌تان نمی‌تواند ستاره بیشتری از آن بگیرد. آیا مطمئنید که می‌خواهید حمله کنید؟","Tämä kylä on jo tuhottu, eikä klaanisi voi enää saada sieltä tähtiä. Haluatko varmasti hyökätä?","Ce village a déjà été détruit et ne permettra pas à votre clan de gagner d'autres étoiles. Voulez-vous vraiment l'attaquer ?","Desa ini telah hancur dan klanmu tidak bisa mendapatkan Bintang tambahan darinya. Yakin ingin menyerang?","Questo villaggio è già stato distrutto e il tuo clan non può più ottenere stelle. Vuoi attaccarlo comunque?","あなたのクランは、この村をすでに100％破壊しています。これ以上この村を攻撃しても星は獲得できません。本当に攻撃しますか？","이 마을은 이미 파괴되었으므로 공격해도 클랜 별을 얻을 수 없습니다. 그래도 공격하시겠습니까?","Kampung ini telah dimusnahkan dan klan anda tidak boleh mendapat lagi Bintang daripadanya. Anda pasti anda mahu serang?","Dit dorp is al vernietigd en je clan kan er geen sterren meer verdienen. Weet je zeker dat je wilt aanvallen?","Denne landsbyen er allerede ødelagt, og klanen din kan ikke få flere stjerner fra den. Er du sikker på at du vil angripe?","Como esta vila já foi destruída, o seu clã não pode ganhar mais estrelas com ela. Tem certeza de que deseja atacar?","Эта деревня уже уничтожена, и клан больше не получит за нее звезд. Точно хотите напасть?","หมู่บ้านนี้ถูกทำลายราบไปแล้ว และแคลนของท่านก็ไม่สามารถรับดาวจากหมู่บ้านนี้เพิ่มได้อีก แน่ใจหรือไม่ว่าจะโจมตี?","Bu köy zaten yok edildi ve klanın bu köyden daha fazla Yıldız alamaz. Saldırmak istediğinden emin misin?","Làng này đã bị phá hủy và hội của bạn không thể giành thêm Sao nào từ đây. Bạn có chắc chắn muốn tấn công không?"
"TID_ALLIANCE_WAR_STAT_NUM_3STARS","3 Stars","3 نجوم","3星胜利","3星勝利","3 Sterne","3 estrellas","3 ستاره","3 tähteä","3 étoiles","3 Bintang","3 stelle","星3つ","별 3개","3 Bintang","3 sterren","3 stjerner","3 estrelas","3 звезды","3 ดาว","3 Yıldız","3 Sao"
"TID_ALLIANCE_WAR_STAT_NUM_2STARS","2 Stars","نجمتان","2星胜利","2星勝利","2 Sterne","2 estrellas","2 ستاره","2 tähteä","2 étoiles","2 Bintang","2 stelle","星2つ","별 2개","2 Bintang","2 sterren","2 stjerner","2 estrelas","2 звезды","2 ดาว","2 Yıldız","2 Sao"
"TID_ALLIANCE_WAR_STAT_NUM_1STARS","1 star","نجمة واحدة","1星胜利","1星勝利","1 Stern","1 estrella","1 ستاره","1 tähti","1 étoile","1 Bintang","1 stella","星1つ","별 1개","1 Bintang","1 ster","1 stjerne","1 estrela","1 звезда","1 ดาว","1 yıldız","1 sao"
"TID_DIAMOND_BUNDLE_TH4_INFO","• <gems> Gems\n• <res0> Gold\n• Air Defense level 1\n\nNo building time, no storage limits!\n\nDon't miss this <cffec78><value>X value</c> ONE time offer!","• <gems> من الجواهر\n• <res0> من الذهب\n• دفاع جوي من المستوى 1\n\nبدون وقت للبناء وبلا حدود على التخزين!\n\nلا تفوّت هذا العرض الذي يعطي <cffec78><value> أضعاف القيمة</c> ويأتي مرة واحدة!","• <gems>宝石\n• <res0>金币\n• 1级防空火箭\n\n礼包中的建筑无需花费建造时间，存放礼包中的资源不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！","• <gems>寶石\n• <res0>金幣\n• 1級防空火箭\n\n超值包中的建築無需花費建造時間，存放超值包中的資源不受最大儲存量限制！\n\n該<cffec78><value>倍超值包</c>只可購買\n一次，千萬不要錯過喔！","• <gems> Juwelen\n• <res0> Gold\n• Luftabwehr Level 1\n\nSofortige Fertigstellung, kein Lagerlimit!\n\nVerpasse nicht dieses EINMALIGE Angebot mit <cffec78><value>-fachem Wert</c>!","• <gems> gemas\n• <res0> de oro\n• Cohetes de defensa de nivel 1\n\n¡Sin tiempo de construcción ni límite de almacenaje!\n\n¡No te pierdas esta oferta única <cffec78><value> veces más barata</c>!","• <gems> جواهر\n• <res0> طلا\n• دفاع هوایی سطح ۲\n\nبدون نیاز به صرف زمان برای ساخت، و بدون محدودیت ذخیره‌سازی!\n\nاین پیشنهاد به ارزش <cffec78><value>X</c> فقط یک بار اتفاق می‌افتد؛ آن را از دست ندهید!","• <gems> jalokiveä\n• <res0> kultaa\n• Tason 1 ilmatorjunta\n\nEi rakennusaikoja eikä varastointirajoja!\n\nÄlä ohita tätä\n<cffec78><value>-kertaisen arvoista</c> ainutkertaista tarjousta!","• <gems> gemmes\n• <res0> pièces d'or\n• Défense anti-aérienne niveau 1\n\nAucune durée de construction, aucune limite de stockage !\n\nNe manquez pas cette <cffec78>offre UNIQUE de valeur X<value></c> !","• <gems> Permata\n• <res0> Emas\n• Pertahanan Udara level 1\n\nTanpa waktu pembangunan, tanpa batas penyimpanan!\n\nJangan lewatkan penawaran SATU kali bernilai <cffec78><value>X</c> ini!","• <gems> gemme\n• <res0> oro\n• Difesa aerea livello 1\n\nNessun tempo di costruzione, nessun limite per i depositi!\n\nNon perderti questa offerta UNICA dal <cffec78>valore moltiplicato per <value></c>!","• <gems>エメラルド\n• <res0>ゴールド\n• レベル1対空砲\n\n建設時間なし、収容量制限なし！\n\nこの<cffec78><value>xバリュー</c>のスターターパックは、1度きりの限定提供となります！","• 보석 <gems>개\n• <res0> 골드\n• 바람 방출기 1레벨\n\n즉시 건설할 수 있고 저장소 한도가 없습니다!\n\n이번 한 번뿐인 <cffec78><value>배 가치</c>의 구매 기회를 놓치지 마세요!","• <gems> Permata\n• <res0> Emas\n• Pertahanan Udara tahap 1\n\nTiada masa pembinaan, tiada had penyimpanan!\n\nJangan ketinggalan <cffec78><value>nilai X</c> ini ialah tawaran SATU kali!","• <gems> edelstenen\n• <res0> goud\n• Luchtafweer level 1\n\nGeen bouwtijd, geen opslaglimieten!\n\nMis deze <cffec78><value>x zo voordelige</c> en EENMALIGE aanbieding niet!","• <gems> Juveler\n• <res0> Gull\n• Luftforsvar på nivå 1\n\nIngen byggetid, ingen lagringsbegrensninger!\n\nIkke gå glipp av dette engangstilbudet med <cffec78><value>X høyere verdi</c>!","• <gems> Gemas\n• <res0> Ouro\n• Defesa Aérea nível 1\n\nSem tempo de construção, sem limite de armazenamento!\n\nNão perca esta oferta única! <cffec78><value>X mais barato</c>.","• Кристаллы — <gems>.\n• Золото — <res0>.\n• Воздушная оборона 1-го уровня.\n\nСтроится мгновенно и без ограничений!\n\nЭтот набор выгоднее в <cffec78><value> р.</c> и доступен лишь однажды!","• อัญมณี <gems> เม็ด\n• ทองคำ <res0> เหรียญ\n• การป้องกันทางอากาศเลเวล 1\n\nไม่มีช่วงเวลาสร้าง ไม่มีขีดจำกัดคลัง!\n\nอย่าพลาดข้อเสนอ <cffec78>มูลค่า X<value></c> เพียงครั้งเดียวนี้!","• <gems> Taş\n• <res0> Altın\n• 1. seviye Hava Savunması\n\nİnşa süresi ve depo sınırı yok!\n\n<cffec78><value> kat değerli</c> bu TEK seferlik fırsatı kaçırma!","• <gems> Ngọc\n• <res0> Vàng\n• Tháp Phòng không cấp 1\n\nKhông có thời gian xây dựng, không có giới hạn lưu trữ!\n\nĐừng bỏ lỡ ưu đãi MỘT lần <cffec78><value>X giá trị</c> này!"
"TID_DIAMOND_BUNDLE_TH5_INFO","• <gems> Gems\n• <res0> Gold\n• Wizard Tower level 1\n\nNo building time, no storage limits!\n\nDon't miss this <cffec78><value>X value</c> ONE time offer!","• <gems> من الجواهر\n• <res0> من الذهب\n• برج الساحر من المستوى 1\n\nبدون وقت للبناء وبلا حدود على التخزين!\n\nلا تفوّت هذا العرض الذي يعطي <cffec78><value> أضعاف القيمة</c> ويأتي مرة واحدة!","• <gems>宝石\n• <res0>金币\n• 1级法师塔\n\n礼包中的建筑无需花费建造时间，存放礼包中的资源不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！","• <gems>寶石\n• <res0>金幣\n• 1級法師塔\n\n超值包中的建築無需花費建造時間，存放超值包中的資源不受最大儲存量限制！\n\n該<cffec78><value>倍超值包</c>只可購買\n一次，千萬不要錯過喔！","• <gems> Juwelen\n• <res0> Gold\n• Magierturm Level 1\n\nSofortige Fertigstellung, kein Lagerlimit!\n\nVerpasse nicht dieses EINMALIGE Angebot mit <cffec78><value>-fachem Wert</c>!","• <gems> gemas\n• <res0> de oro\n• Torre de mago de nivel 1\n\n¡Sin tiempo de construcción ni límite de almacenaje!\n\n¡No te pierdas esta oferta única <cffec78><value> veces más barata</c>!","• <gems> جواهر\n• <res0> طلا\n• برج جادوگر سطح ۲\n\nبدون نیاز به صرف زمان برای ساخت، و بدون محدودیت ذخیره‌سازی!\n\nاین پیشنهاد به ارزش <cffec78><value>X</c> فقط یک بار اتفاق می‌افتد؛ آن را از دست ندهید!","• <gems> jalokiveä\n• <res0> kultaa\n• Tason 1 velhotorni\n\nEi rakennusaikoja eikä varastointirajoja!\n\nÄlä ohita tätä\n<cffec78><value>-kertaisen arvoista</c> ainutkertaista tarjousta!","• <gems> gemmes\n• <res0> pièces d'or\n• Tour de sorciers niveau 1\n\nAucune durée de construction, aucune limite de stockage !\n\nNe manquez pas cette <cffec78>offre UNIQUE de valeur X<value></c> !","• <gems> Permata\n• <res0> Emas\n• Menara Penyihir level 1\n\nTanpa waktu pembangunan, tanpa batas penyimpanan!\n\nJangan lewatkan penawaran SATU kali bernilai <cffec78><value>X</c> ini!","• <gems> gemme\n• <res0> oro\n• Torre dello stregone livello 1\n\nNessun tempo di costruzione, nessun limite per i depositi!\n\nNon perderti questa offerta UNICA dal <cffec78>valore moltiplicato per <value></c>!","• <gems>エメラルド\n• <res0>ゴールド\n• レベル1ウィザードの塔\n\n建設時間なし、収容量制限なし！\n\nこの<cffec78><value>xバリュー</c>のスターターパックは、1度きりの限定提供となります！","• 보석 <gems>개\n• <res0> 골드\n• 마법사 타워 1레벨\n\n즉시 건설할 수 있고 저장소 한도가 없습니다!\n\n이번 한 번뿐인 <cffec78><value>배 가치</c>의 구매 기회를 놓치지 마세요!","• <gems> Permata\n• <res0> Emas\n• Menara Ahli Sihir tahap 1\n\nTiada masa pembinaan, tiada had penyimpanan!\n\nJangan ketinggalan <cffec78><value>nilai X</c> ini ialah tawaran SATU kali!","• <gems> edelstenen\n• <res0> goud\n• Tovenaarstoren level 1\n\nGeen bouwtijd, geen opslaglimieten!\n\nMis deze <cffec78><value>x zo voordelige</c> en EENMALIGE aanbieding niet!","• <gems> Juveler\n• <res0> Gull\n• Trollmannstårn på nivå 1\n\nIngen byggetid, ingen lagringsbegrensninger!\n\nIkke gå glipp av dette engangstilbudet med <cffec78><value>X høyere verdi</c>!","• <gems> Gemas\n• <res0> Ouro\n• Torre do Mago nível 1\n\nSem tempo de construção, sem limite de armazenamento!\n\nNão perca esta oferta única! <cffec78><value>X mais barato</c>.","• Кристаллы — <gems>.\n• Золото — <res0>.\n• Башня колдуна 1-го уровня.\n\nСтроится мгновенно и без ограничений!\n\nЭтот набор выгоднее в <cffec78><value> р.</c> и доступен лишь однажды!","• อัญมณี <gems> เม็ด\n• ทองคำ <res0> เหรียญ\n• หอคอยพ่อมดเลเวล 1\n\nไม่มีช่วงเวลาสร้าง ไม่มีขีดจำกัดคลัง!\n\nอย่าพลาดข้อเสนอ <cffec78>มูลค่า X<value></c> เพียงครั้งเดียวนี้!","• <gems> Taş\n• <res0> Altın\n• 1. seviye Büyücü Kulesi\n\nİnşa süresi ve depo sınırı yok!\n\n<cffec78><value> kat değerli</c> bu TEK seferlik fırsatı kaçırma!","• <gems> Ngọc\n• <res0> Vàng\n• Tháp Pháp sư cấp 1\n\nKhông có thời gian xây dựng, không có giới hạn lưu trữ!\n\nĐừng bỏ lỡ ưu đãi MỘT lần <cffec78><value>X giá trị</c> này!"
