"Name","TID","Disabled","ExistsApple","ExistsAndroid","ExistsAmazon","Diamonds","USD","IconSWF","IconExportName","ShopItemExportName","OfferItemExportName","Order","RED","RMB","KunlunOnly","LenovoID","TencentID","HuaweiID","KunlunID","isOfferPackage","OfferedByCalendar","GiftCard","SCIDStore","MidasProductId"
"com.supercell.magic.china.update3","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",2500,1999,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",4,,12800,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource7","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",80,99,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_0",1,,600,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource1","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",500,499,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",2,,3000,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource2","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",1200,999,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",3,,6800,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource3","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",2500,1999,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",4,,12800,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource4","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",6500,4999,"sc/shop.sc","icon_gem_large","shop_item_diamond_pack_large","special_offer_item_gem_4",5,,32800,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource5","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",14000,9999,"sc/shop.sc","icon_gem_huge","shop_item_diamond_pack_large","special_offer_item_gem_5",6,,64800,,,,,,"TRUE",,,,
"com.supercell.magic.china.gift1","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",500,499,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",2,,3000,,,,,,"TRUE",,,,
"com.supercell.magic.china.gift2","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",1200,999,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",3,,6800,,,,,,"TRUE",,,,
"com.supercell.magic.china.gift3","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",2500,1999,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",4,,12800,,,,,,"TRUE",,,,
"com.supercell.magic.china.gift4","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",6500,4999,"sc/shop.sc","icon_gem_large","shop_item_diamond_pack_large","special_offer_item_gem_4",5,,32800,,,,,,"TRUE",,,,
"com.supercell.magic.china.gift5","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",14000,9999,"sc/shop.sc","icon_gem_huge","shop_item_diamond_pack_large","special_offer_item_gem_5",6,,64800,,,,,,"TRUE",,,,
"com.supercell.magic.china.holiday7","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",80,99,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_0",1,,600,,,,,,"TRUE",,,,
"com.supercell.magic.china.holiday1","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",500,499,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",2,,3000,,,,,,"TRUE",,,,
"com.supercell.magic.china.holiday2","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",1200,999,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",3,,6800,,,,,,"TRUE",,,,
"com.supercell.magic.china.holiday3","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",2500,1999,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",4,,12800,,,,,,"TRUE",,,,
"com.supercell.magic.china.deco1","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",500,499,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,3000,,,,,,"TRUE",,,,
"com.supercell.magic.china.deco3","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",2500,1999,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_1",0,,12800,,,,,,"TRUE",,,,
"com.supercell.magic.china.bh1","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",500,499,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",2,,3000,,,,,,"TRUE",,,,
"com.supercell.magic.china.bh2","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",1200,999,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",3,,6800,,,,,,"TRUE",,,,
"com.supercell.magic.china.bh3","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",2500,1999,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",4,,12800,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_0.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",80,99,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_0",0,,600,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_1.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",100,199,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_0",0,,1200,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_2.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",130,299,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_0",0,,1800,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_3.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",150,399,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_0",0,,2500,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_4.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",,499,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_0",0,,3000,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_5.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",200,599,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_0",0,,4000,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_6.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",,699,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_0",0,,4500,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_7.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",250,799,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_0",0,,5000,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_8.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",250,899,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_0",0,,6000,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_9.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",,999,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,6800,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_10.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",350,1099,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,7300,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_11.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",400,1199,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,7800,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_12.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",420,1299,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,8800,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_13.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",450,1399,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,9300,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_14.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",500,1499,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,9800,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_15.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",600,1599,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,10800,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_16.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",700,1699,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,11300,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_17.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",800,1799,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,11800,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_18.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",900,1899,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",0,,12300,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_19.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",,1999,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",0,,12800,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_20.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",1100,2099,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",0,,13800,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_21.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",1200,2199,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",0,,14800,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_22.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",1300,2299,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",0,,15300,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_23.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",1400,2399,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",0,,15800,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_24.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",1500,2499,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",0,,16300,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_29.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",1800,2999,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",0,,19800,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_34.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",2000,3499,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",0,,23300,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_40.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",2300,4099,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",0,,26300,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_44.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",2500,4499,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",0,,28300,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_49.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",,4999,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",0,,32800,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_54.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",3300,5499,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",0,,34800,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_59.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",3500,5999,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",0,,38800,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_64.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",3800,6499,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",0,,41800,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_69.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",4200,6999,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",0,,44800,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_74.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",4500,7499,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",0,,48800,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_79.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",5000,7999,"sc/shop.sc","icon_gem_large","shop_item_diamond_pack_large","special_offer_item_gem_4",0,,51800,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_84.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",5500,8499,"sc/shop.sc","icon_gem_large","shop_item_diamond_pack_large","special_offer_item_gem_4",0,,54800,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_89.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",6000,8999,"sc/shop.sc","icon_gem_large","shop_item_diamond_pack_large","special_offer_item_gem_4",0,,58800,,,,,,"TRUE",,,,
"com.supercell.magic.china.resource_99.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",,9999,"sc/shop.sc","icon_gem_large","shop_item_diamond_pack_large","special_offer_item_gem_4",0,,64800,,,,,,"TRUE",,,,
"com.supercell.magic.china.gemconversion_0.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",,99,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",0,,600,,,,,,"TRUE",,,,
"com.supercell.magic.china.gemconversion_2.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",,299,"sc/shop.sc","icon_gem_large","shop_item_diamond_pack_large","special_offer_item_gem_4",0,,1800,,,,,,"TRUE",,,,
"com.supercell.magic.china.softconversion_0.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",,99,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",0,,600,,,,,,"TRUE",,,,
"com.supercell.magic.china.softconversion_2.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",,299,"sc/shop.sc","icon_gem_large","shop_item_diamond_pack_large","special_offer_item_gem_4",0,,1800,,,,,,"TRUE",,,,
"com.supercell.magic.china.gpgc_campaign_25.00","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",,0,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",0,,0,,,,,,"TRUE",,"TRUE",,
"com.supercell.magic.china.gpgc_campaign_50.00","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",,0,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",0,,0,,,,,,"TRUE",,"TRUE",,
"com.supercell.magic.china.gpgc_campaign_100.00","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",,0,"sc/shop.sc","icon_gem_large","shop_item_diamond_pack_large","special_offer_item_gem_4",0,,0,,,,,,"TRUE",,"TRUE",,
"com.supercell.magic.china.gpgc_campaign_1000jpy","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",,0,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",0,,0,,,,,,"TRUE",,"TRUE",,
"com.supercell.magic.china.gpgc_campaign_2000jpy","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",,0,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",0,,0,,,,,,"TRUE",,"TRUE",,
"com.supercell.magic.china.gpgc_campaign_iap1","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",,0,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,0,,,,,,"TRUE",,"TRUE",,
"com.supercell.magic.china.softconversion_1.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",,199,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,1200,,,,,,"TRUE",,,,
"com.supercell.magic.china.softconversion_3.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",,399,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,2500,,,,,,"TRUE",,,,
"com.supercell.magic.china.goldpass_4.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",,499,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,3000,,,,,,,,,,
"GoldPassTokenSCID","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",,0,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,0,,,,,,,,,"TRUE",
"com.supercell.magic.china.th4refresh_2.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",500,299,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_4",0,,1800,,,,,,"TRUE",,,,
"com.supercell.magic.china.th7refreshalt_6.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",700,699,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_0",0,,4500,,,,,,"TRUE",,,,
"com.supercell.magic.china.th10refreshalt_9.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",500,999,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,6800,,,,,,"TRUE",,,,
"com.supercell.magic.china.builder1_2.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",500,299,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_1",2,,1800,,,,,,"TRUE",,,,
"com.supercell.magic.china.builder2_4.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",1000,499,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_2",3,,3000,,,,,,"TRUE",,,,
"com.supercell.magic.china.builder3_9.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",2000,999,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_medium","special_offer_item_gem_3",4,,6800,,,,,,"TRUE",,,,
"com.supercell.magic.china.deals_14.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",,1499,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_medium","special_offer_item_gem_1",0,,9800,,,,,,"TRUE",,,,
"com.supercell.magic.china.deals_24.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",,2499,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_medium","special_offer_item_gem_1",0,,16300,,,,,,"TRUE",,,,
"com.supercell.magic.china.deals_39.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",,3999,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_medium","special_offer_item_gem_1",0,,25800,,,,,,"TRUE",,,,
"com.supercell.magic.china.deals_74.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",,7499,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_medium","special_offer_item_gem_1",0,,48800,,,,,,"TRUE",,,,
"com.supercell.magic.china.scid.diamond_pack_1","TID_DIAMOND_PACK_1","TRUE","FALSE","FALSE","FALSE",500,0,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",2,,3000,,,,,,,,,"TRUE",
"com.supercell.magic.china.scid.diamond_pack_2","TID_DIAMOND_PACK_2","TRUE","FALSE","FALSE","FALSE",1200,0,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",3,,6800,,,,,,,,,"TRUE",
"com.supercell.magic.china.scid.diamond_pack_3","TID_DIAMOND_PACK_3","TRUE","FALSE","FALSE","FALSE",2500,0,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",4,,12800,,,,,,,,,"TRUE",
"com.supercell.magic.china.scid.diamond_pack_4","TID_DIAMOND_PACK_4","TRUE","FALSE","FALSE","FALSE",6500,0,"sc/shop.sc","icon_gem_large","shop_item_diamond_pack_large","special_offer_item_gem_4",5,,32800,,,,,,,,,"TRUE",
"com.supercell.magic.china.scid.diamond_pack_5","TID_DIAMOND_PACK_5","TRUE","FALSE","FALSE","FALSE",14000,0,"sc/shop.sc","icon_gem_huge","shop_item_diamond_pack_large","special_offer_item_gem_5",6,,64800,,,,,,,,,"TRUE",
"com.supercell.magic.china.scid.diamond_pack_6","TID_DIAMOND_PACK_6","TRUE","FALSE","FALSE","FALSE",80,0,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_0",1,,600,,,,,,,,,"TRUE",
