"Name","AdditiveBlend","Alpha","BounceFromGround","EmissionTime","EndScale","FadeInTime","FadeOutTime","Gravity","Inertia","IsIsoParticle","MaxHorizAngle","MaxLife","MaxRotate","MaxSpeed","MaxVertAngle","MinHorizAngle","MinLife","MinRotate","MinSpeed","MinVertAngle","OrientToMovement","OrientToParent","ParticleCount","ParticleExportName","ParticleFadeOutTime","ParticleSwf","ScaleRandomMax","ScaleRandomMin","ScaleTimeline","Slowdown","StartAngleMax","StartAngleMin","StartRadius","StartScale","StartX","StartY","StartZ","TargetedEndZ"
"AirDefenceMini1_hit1",true,100,true,150,20,0,0,-60,20,false,360,300,5,25,90,0,250,-5,10,0,false,true,3,"fireball3b",100,"sc/buildings.sc",100,100,true,0,0,0,10,1,0,0,200,0
"AirDefenceMini1_hit2",true,100,true,2,5,0,0,1000,23,false,360,1500,90,750,90,0,800,0,300,0,false,true,5,"fireball3b",2000,"sc/buildings.sc",100,100,true,0,0,0,1,3,0,0,200,0
"AirDefenceMini1_hit3",true,100,false,150,30,0,0,0,20,false,360,1200,10,1,0,0,600,-10,1,0,false,false,1,"wizard_tower_explosion",500,"sc/buildings.sc",100,100,true,0,0,0,0,10,0,0,200,0
"AirDefenceMini2_hit1",true,100,true,150,40,0,0,-60,20,false,360,300,5,25,90,0,250,-5,10,0,false,true,4,"fireball3b",100,"sc/buildings.sc",100,100,true,0,0,0,10,1,0,0,200,0
"AirDefenceMini2_hit2",true,100,true,2,5,0,0,1000,23,false,360,1500,90,750,90,0,500,0,300,0,false,true,7,"fireball3b",2000,"sc/buildings.sc",100,100,true,0,0,0,1,3,0,0,200,0
"AirDefenceMini2_hit3",true,100,false,250,30,0,0,0,20,false,360,1200,10,1,0,0,600,-10,1,0,false,false,1,"wizard_tower_explosion",300,"sc/buildings.sc",100,100,true,0,0,0,0,10,0,0,200,0
"AirDefenceMini2_hit4",true,100,false,250,30,0,0,0,20,false,360,500,10,1,0,0,450,-10,1,0,false,false,3,"wizard_tower_explosion",400,"sc/buildings.sc",100,100,true,0,0,0,10,10,0,0,200,0
"AirDefenceMini3_hit1",true,100,true,200,40,0,0,-60,20,false,360,300,5,25,90,0,250,-5,10,0,false,true,5,"fireball3b",100,"sc/buildings.sc",100,100,true,0,0,0,10,1,0,0,200,0
"AirDefenceMini3_hit2",true,100,true,2,5,0,0,1000,23,false,360,1500,90,750,90,0,500,0,300,0,false,true,5,"fireball3b",2000,"sc/buildings.sc",100,100,true,0,0,0,1,3,0,0,200,0
"AirDefenceMini3_hit3",true,100,false,250,30,0,0,0,20,false,360,1200,10,1,0,0,600,-10,1,0,false,false,1,"wizard_tower_explosion",300,"sc/buildings.sc",100,100,true,0,0,0,0,10,0,0,200,0
"AirDefenceMini3_hit4",true,100,false,250,30,0,0,0,20,false,360,500,10,1,0,0,450,-10,1,0,false,false,5,"wizard_tower_explosion",400,"sc/buildings.sc",100,100,true,0,0,0,10,10,0,0,200,0
"AirDefenseBarrel_Fire_balls",true,100,true,2,10,0,0,1000,15,false,360,1500,90,1500,90,0,800,0,600,0,false,true,5,"fireball3b",1500,"sc/buildings.sc",100,100,true,0,0,0,40,8,0,0,180,0
"AirDefenseBarrel_Fire_balls_z_offset",true,100,true,2,10,0,0,1000,15,false,360,1500,90,1500,90,0,800,0,600,0,false,true,5,"fireball3b",1500,"sc/buildings.sc",100,100,true,0,0,0,40,8,0,0,30,0
"AirDefenseBarrel_Fire_explosion",true,100,true,1,150,0,0,-60,20,false,90,800,5,50,-20,0,400,-5,20,-20,false,true,10,"FireParticle1",100,"sc/buildings.sc",100,100,true,0,0,0,80,80,0,0,220,0
,false,,,,,,,,,,,,,,,,,,,,,,,"FireParticle2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"FireParticle3",,,,,,,,,,,,,,
"AirDefenseBarrel_Fire_explosion_z_offset",true,100,true,1,150,0,0,-60,20,false,90,800,5,50,-20,0,400,-5,20,-20,false,true,10,"FireParticle1",100,"sc/buildings.sc",100,100,true,0,0,0,80,80,0,0,70,0
,false,,,,,,,,,,,,,,,,,,,,,,,"FireParticle2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"FireParticle3",,,,,,,,,,,,,,
"AirDefenseBarrel_bomb_area",true,80,false,100,160,0,0,0,100,false,0,600,0,10,0,0,400,0,1,0,false,false,1,"damage_radius_bomb",1000,"sc/buildings.sc",100,100,true,0,0,0,0,150,0,0,150,0
"AirDefenseBarrel_bomb_area_z_offset",true,80,false,100,160,0,0,0,100,false,0,600,0,10,0,0,400,0,1,0,false,false,1,"damage_radius_bomb",1000,"sc/buildings.sc",100,100,true,0,0,0,0,150,0,0,0,0
"AirDefenseBarrel_dustring",false,100,false,1,30,0,0,-5,60,false,360,800,50,750,10,0,400,-50,300,10,false,false,5,"d5",500,"sc/buildings.sc",100,100,true,0,0,0,50,20,0,0,180,0
"AirDefenseBarrel_dustring_z_offset",false,100,false,1,30,0,0,-5,60,false,360,800,50,750,10,0,400,-50,300,10,false,false,5,"d5",500,"sc/buildings.sc",100,100,true,0,0,0,50,20,0,0,30,0
"AirDefenseBarrel_flash",true,100,false,150,200,0,0,0,0,false,0,150,0,0,0,0,150,0,0,0,false,false,2,"spell_range_marker_3",100,"sc/buildings.sc",100,100,true,0,0,0,0,10,0,0,180,0
"AirDefenseBarrel_flash_z_offset",true,100,false,150,200,0,0,0,0,false,0,150,0,0,0,0,150,0,0,0,false,false,2,"spell_range_marker_3",100,"sc/buildings.sc",100,100,true,0,0,0,0,10,0,0,30,0
"AirDefenseBarrel_mushcloud",false,100,false,100,240,0,0,-800,300,false,360,2000,15,5000,90,0,1200,-15,4000,45,false,false,2,"s1",600,"sc/buildings.sc",100,100,true,0,0,0,0,100,0,0,80,0
,false,,,,,,,,,,,,,,,,,,,,,,,"d5",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"d4",,,,,,,,,,,,,,
"AirDefenseBarrel_mushcloud_z_offset",false,100,false,100,240,0,0,-800,300,false,360,2000,15,5000,90,0,1200,-15,4000,45,false,false,2,"s1",600,"sc/buildings.sc",100,100,true,0,0,0,0,100,0,0,-70,0
,false,,,,,,,,,,,,,,,,,,,,,,,"d5",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"d4",,,,,,,,,,,,,,
"AirDefenseBarrel_spark",true,100,true,0,10,0,600,1500,30,false,360,1000,5,1000,90,0,500,-5,500,30,false,true,25,"spark_flame",600,"sc/buildings.sc",100,100,false,20,0,0,10,155,0,0,180,0
"AirDefenseBarrel_spark_z_offset",true,100,true,0,10,0,600,1500,30,false,360,1000,5,1000,90,0,500,-5,500,30,false,true,10,"spark_flame",600,"sc/buildings.sc",100,100,false,20,0,0,10,155,0,0,30,0
"Air_blaster_hit_explo",true,100,false,100,10,10,100,400,10,false,360,1500,90,400,33,0,500,-90,200,15,false,false,8,"spark_flame2",10,"sc/buildings.sc",100,100,false,0,0,0,30,100,0,0,10,0
"Air_blaster_hit_explo_center",true,100,false,100,10,10,50,0,0,false,360,600,90,2,80,0,400,-90,1,15,false,false,3,"spark",10,"sc/buildings.sc",100,100,false,0,0,0,30,300,0,0,5,0
"Air_blaster_test",false,100,false,10,100,10,10,0,100,false,0,3200,0,200,0,0,3200,0,200,0,true,true,1,"test_airmortar_fx",10,"sc/buildings.sc",100,100,true,0,0,0,100,100,0,0,100,0
"Air_bomb_area",true,80,false,100,360,0,0,0,100,false,0,1041,0,10,0,0,1000,0,1,0,false,false,1,"damage_radius_bomb",1041,"sc/buildings.sc",100,100,true,0,0,0,0,350,0,0,100,0
"Air_ring",false,100,false,20,220,350,100,0,100,false,360,3200,0,1,360,0,3200,0,1,0,false,false,2,"isometric_soft_smokering1",400,"sc/buildings.sc",100,100,true,0,0,0,1,180,0,0,0,0
"Air_ring2",false,100,false,20,300,150,1200,0,100,false,360,3200,0,1,360,0,2800,0,1,0,false,false,1,"isometric_soft_smoke1",300,"sc/buildings.sc",100,100,false,0,0,0,1,100,0,0,0,0
"Air_ring_start",false,100,false,20,220,10,300,0,100,false,360,600,0,1,360,0,400,0,1,0,false,false,1,"isometric_soft_smokering1",300,"sc/buildings.sc",100,100,false,0,0,0,1,33,0,0,0,0
"Air_smoke_swirl",false,100,false,1200,5,0,0,0,0,false,360,1000,0,3,360,0,600,0,2,0,true,false,12,"smoke_swirl1",10,"sc/buildings.sc",100,100,true,0,0,0,100,3,0,0,1,0
,false,,,,,,,,,,,,,,,,,,,,,,,"smoke_swirl2",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"smoke_swirl3",,,,,,,,,,,,,,
"ArcherQueen_attack",false,100,false,1,100,0,0,-10,10,false,360,1500,40,50,5,0,1500,-40,10,5,false,true,2,"d6",2000,"sc/buildings.sc",100,100,true,0,0,0,0,50,0,0,30,0
"Arrow_Tower_lightFlash",true,100,false,1,50,0,0,0,0,false,0,160,0,0,0,0,160,0,0,0,false,false,1,"spell_range_marker_3",340,"sc/buildings.sc",100,100,true,0,0,0,0,30,0,0,0,0
"ArtilleryHit_dustring",false,100,false,1,100,0,0,-5,60,false,360,800,50,750,10,0,400,-50,300,10,false,false,15,"d5",500,"sc/buildings.sc",100,100,true,0,0,0,50,40,0,0,-50,0
"ArtilleryHit_mushcloud",false,100,false,100,240,0,0,-800,300,false,360,2000,15,5000,90,0,1200,-15,4000,45,false,false,20,"s1",600,"sc/buildings.sc",100,100,true,0,0,0,0,100,0,0,0,0
,false,,,,,,,,,,,,,,,,,,,,,,,"d5",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"d4",,,,,,,,,,,,,,
"ArtilleryHit_spark",true,100,true,1000,50,0,600,600,10,false,360,1500,5,200,-45,0,800,-5,100,-45,false,true,10,"spark_flame",600,"sc/buildings.sc",100,100,false,0,0,0,100,200,80,0,-50,0
"Balloon_Die_bloon",false,100,true,1,10,0,0,500,10,false,360,800,90,800,360,0,500,20,200,0,true,false,15,"balloonDebris3",250,"sc/buildings.sc",100,100,true,0,0,0,0,20,0,0,130,0
,false,,,,,,,,,,,,,,,,,,,,,,,"balloonDebris1",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"balloonDebris4",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"balloonDebris2",,,,,,,,,,,,,,
"Balloon_Die_darkBloon",false,100,true,1,10,0,0,500,10,false,360,800,90,800,360,0,500,20,200,0,true,false,15,"balloonDebris3_dark",250,"sc/buildings.sc",100,100,true,0,0,0,0,35,0,0,130,0
,false,,,,,,,,,,,,,,,,,,,,,,,"balloonDebris1_dark",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"balloonDebris4_dark",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"balloonDebris2_dark",,,,,,,,,,,,,,
"Balloon_Die_wood",false,100,true,20,40,0,0,3000,20,false,360,2200,90,1200,90,0,1200,20,700,30,true,false,4,"debris5",600,"sc/buildings.sc",100,100,true,0,0,0,80,25,0,0,0,0
,false,,,,,,,,,,,,,,,,,,,,,,,"debris6",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"debris7",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"debris8",,,,,,,,,,,,,,
"Battle Ram Destroyed",false,100,true,1,100,0,0,3000,0,false,360,1200,90,1200,90,0,700,20,300,30,false,false,30,"debris1",400,"sc/buildings.sc",120,80,true,300,180,-180,50,70,0,0,0,0
,false,,,,,,,,,,,,,,,,,,,,,,,"debris_ram_3",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"debris12",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"debris_ram_2",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"debris_ram_1",,,,,,,,,,,,,,
"Birthday_confetti_explosion",true,100,false,5,60,100,2500,400,0,false,360,3000,30,10,90,0,2000,-20,1,0,false,false,15,"confetti1",3000,"sc/buildings.sc",100,100,true,300,0,0,450,100,0,0,140,0
,false,,,,,,,,,,,,,,,,,,,,,,,"confetti2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"confetti3",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"confetti4",,,,,,,,,,,,,,
"Birthday_rings",true,100,false,150,75,0,0,0,0,false,0,300,0,10,0,0,300,0,1,0,false,false,1,"birthdayspell_rangeRing1",400,"sc/buildings.sc",100,100,true,0,0,0,0,20,0,0,0,0
"Birthday_summon_area_glow",true,100,false,1,120,0,0,0,0,false,0,2500,0,0,0,0,2500,0,0,0,false,false,1,"birthday_glow",2000,"sc/buildings.sc",100,100,true,0,0,0,0,120,0,0,15,0
"Birthday_summon_confetti",true,100,false,500,60,100,1200,1000,0,false,360,2000,30,10,90,0,1000,-20,1,0,false,false,15,"confetti1",2000,"sc/buildings.sc",100,100,true,300,0,0,350,110,0,0,550,0
,false,,,,,,,,,,,,,,,,,,,,,,,"confetti2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"confetti3",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"confetti4",,,,,,,,,,,,,,
"Bomb Tower Bomb Appear1",false,100,false,1,115,0,0,0,0,false,0,2500,0,0,0,0,2500,0,0,0,false,false,1,"bomb_tower_bomb_lvl1",2500,"sc/buildings.sc",100,100,false,0,0,0,0,115,20,0,70,0
"Bomb Tower Bomb Appear2",false,100,false,1,115,0,0,0,0,false,0,2500,0,0,0,0,2500,0,0,0,false,false,1,"bomb_tower_bomb_lvl2",2500,"sc/buildings.sc",100,100,false,0,0,0,0,115,20,0,70,0
"Bomb Tower Bomb Appear3",false,100,false,1,115,0,0,0,0,false,0,2500,0,0,0,0,2500,0,0,0,false,false,1,"bomb_tower_bomb_lvl3",2500,"sc/buildings.sc",100,100,false,0,0,0,0,115,20,0,70,0
"Bomb Tower Bomb Appear4",false,100,false,1,115,0,0,0,0,false,0,2500,0,0,0,0,2500,0,0,0,false,false,1,"bomb_tower_bomb_lvl4",2500,"sc/buildings.sc",100,100,false,0,0,0,0,115,20,0,70,0
"BombTowerHit",false,50,false,100,175,0,0,0,300,false,360,1000,15,5000,90,0,400,-15,4000,45,false,false,10,"s1",600,"sc/buildings.sc",100,100,true,0,0,0,0,100,0,0,0,0
,false,,,,,,,,,,,,,,,,,,,,,,,"s2",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"s3",,,,,,,,,,,,,,
"Bomber_ground_bomb_area",true,80,false,100,310,0,0,0,100,false,0,250,0,10,0,0,200,0,1,0,false,false,1,"damage_radius_bomb",1000,"sc/buildings.sc",100,100,true,0,0,0,0,300,0,0,0,0
"Bonus_Gems",false,100,true,300,10,60,128,1400,0,false,360,1200,45,950,90,0,1000,-45,850,80,false,false,4,"gem_particle",128,"sc/buildings.sc",100,100,false,0,0,0,20,100,0,0,33,0
"Building Destroyed",false,100,true,1,100,0,0,3000,0,false,360,1200,90,1200,90,0,700,20,300,30,false,false,30,"debris1",400,"sc/buildings.sc",120,80,true,300,180,-180,50,70,0,0,0,0
,false,,,,,,,,,,,,,,,,,,,,,,,"debris2",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"debris3",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"debris4",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"debris5",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"debris6",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"debris7",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"debris8",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"debris9",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"debris10",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"debris11",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"debris12",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"debris13",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"debris14",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"debris15",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"debris16",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"debris17",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"debris18",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"debris19",,,,,,,,,,,,,,
"Building Ready",false,100,false,300,100,0,0,0,100,false,0,1200,0,200,0,0,500,0,100,0,false,false,2,"speed_up_fx",1,"sc/buildings.sc",100,100,true,0,0,0,0,100,0,0,185,0
"Cannon",false,100,false,300,140,0,0,0,60,false,360,2000,30,3000,90,0,200,0,1000,90,false,false,3,"d1",500,"sc/buildings.sc",100,100,true,0,0,0,80,70,0,0,-20,0
,false,,,,,,,,,,,,,,,,,,,,,,,"d2",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"d3",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"d4",,,,,,,,,,,,,,
"Cannon_fireBalls",true,100,true,1,10,0,0,500,0,false,20,750,90,800,20,-20,400,0,300,-20,false,true,5,"fireball3b",1500,"sc/buildings.sc",100,100,true,0,0,0,50,8,0,0,70,0
"Cannon_fireBalls2",true,100,true,1,20,0,0,500,0,false,20,750,90,800,20,-20,400,0,300,-20,false,true,5,"fireball3b",1500,"sc/buildings.sc",100,100,true,0,0,0,70,8,0,0,70,0
"Cannon_fireBalls3",true,100,true,30,8,0,0,500,15,false,15,750,90,1000,15,-15,400,0,5,-15,false,true,0,"fireball3b",1500,"sc/buildings.sc",100,100,true,0,0,0,70,14,0,0,70,0
"Cannon_flash",false,100,false,120,100,0,0,0,15,false,10,850,90,500,5,-10,700,-40,500,-5,false,true,5,"d5",2000,"sc/buildings.sc",100,100,true,0,0,0,50,30,0,0,70,0
"Cannon_flash2",false,100,false,120,150,0,0,0,15,false,10,850,90,500,5,-10,700,-40,500,-5,false,true,5,"d5",2000,"sc/buildings.sc",100,100,true,0,0,0,70,30,0,0,70,0
"Cannon_flash3",false,100,false,120,150,0,0,0,15,false,10,850,90,900,5,-10,700,-40,10,-5,false,true,30,"d5",2000,"sc/buildings.sc",100,100,true,0,0,0,70,30,0,0,70,0
"Cannon_smoke",false,100,false,30,70,0,0,-25,100,false,40,1800,180,-500,40,-40,1400,-180,-230,-40,false,true,15,"d5",4000,"sc/buildings.sc",100,100,true,0,0,0,50,50,0,0,70,0
"Cannon_smoke2",false,100,false,30,120,0,0,-25,100,false,40,1800,180,-500,40,-40,1400,-180,-230,-40,false,true,15,"d5",4000,"sc/buildings.sc",100,100,true,0,0,0,70,50,0,0,70,0
"Cannon_smoke3",false,100,false,30,120,0,0,-25,50,false,20,1800,180,50,20,-20,1000,-180,0,-20,false,true,40,"d5",4000,"sc/buildings.sc",100,100,true,0,0,0,70,50,0,0,70,0
"CauldronSplat",false,100,false,1,100,0,0,100,0,false,360,600,10,100,0,0,300,-10,50,0,false,false,8,"eli3",400,"sc/buildings.sc",100,100,true,0,0,0,10,50,0,0,60,0
,false,,,,,,,,,,,,,,,,,,,,,,,"eli4",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"eli3",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"splat2",,,,,,,,,,,,,,
"Clone_appear_lvl1",true,100,false,1,40,0,0,0,0,false,360,320,0,0,0,0,300,0,0,0,false,false,1,"clone_appear01",0,"sc/buildings.sc",100,100,true,0,0,0,0,30,0,0,0,0
"Clone_selected_lvl1_ground",true,100,false,1,40,0,0,0,0,false,360,320,0,0,0,0,300,0,0,0,false,false,1,"clone_selected_ground01",0,"sc/buildings.sc",100,100,true,0,0,0,0,30,0,0,0,0
"Clone_selected_lvl1_top",true,100,false,1,40,0,0,0,0,false,360,320,0,0,0,0,300,0,0,0,false,false,1,"clone_selected_top01",0,"sc/buildings.sc",100,100,true,0,0,0,0,30,0,0,0,0
"Collect Dark Elixir",false,100,false,200,110,0,0,1200,1,false,360,1200,45,1500,90,0,500,-45,1200,60,false,false,30,"deli1",300,"sc/buildings.sc",100,100,true,0,0,0,0,50,0,0,0,0
,false,,,,,,,,,,,,,,,,,,,,,,,"deli2",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"deli3",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"deli4",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"deli5",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"deli6",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"deli7",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"deli8",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"deli9",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"deli10",,,,,,,,,,,,,,
"Collect Diamonds",false,100,false,0,80,0,0,200,15,false,360,2000,0,1800,90,0,1800,0,1300,60,false,false,20,"found_gem_fx",1,"sc/buildings.sc",100,100,false,0,0,0,0,100,0,0,0,0
"Collect Diamonds2",false,100,false,0,80,0,0,200,15,false,360,2000,0,1800,90,0,1800,0,1300,60,false,false,20,"gem2",1,"sc/buildings.sc",100,100,false,0,0,0,0,100,0,0,0,0
"Collect Elixir",false,100,false,200,110,0,0,1200,1,false,360,1200,45,1500,90,0,500,-45,1200,60,false,false,30,"eli1",300,"sc/buildings.sc",100,100,true,0,0,0,0,50,0,0,0,0
,false,,,,,,,,,,,,,,,,,,,,,,,"eli2",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"eli3",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"eli4",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"eli5",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"eli6",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"eli7",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"eli8",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"eli9",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"eli10",,,,,,,,,,,,,,
"Collect Gold",false,100,true,150,80,0,0,1200,4,false,360,1300,180,2000,90,0,300,-180,1200,60,false,false,20,"coin2",300,"sc/buildings.sc",100,100,false,0,0,0,0,50,0,0,0,0
"Collect Gold_2",false,100,true,150,80,0,0,1200,4,false,360,1300,180,2000,90,0,300,-180,1200,60,false,false,20,"coin2_square",300,"sc/buildings.sc",100,100,false,0,0,0,0,50,0,0,0,0
"Crusher_Dust2",false,100,false,80,160,0,0,-100,30,false,360,1200,60,800,15,0,600,-90,400,15,false,false,20,"d1",600,"sc/buildings.sc",100,100,true,30,50,-30,130,190,0,0,0,0
,false,,,,,,,,,,,,,,,,,,,,,,,"d2",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"d3",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"d4",,,,,,,,,,,,,,
"Crusher_Grass",false,100,true,80,60,0,0,1500,20,false,360,650,30,1500,15,0,350,-30,100,15,false,false,40,"g1",300,"sc/buildings.sc",100,100,true,0,0,0,160,30,0,0,30,0
,false,,,,,,,,,,,,,,,,,,,,,,,"g2",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"g3",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"g4",,,,,,,,,,,,,,
"Crusher_MegaGrass",false,100,false,400,100,0,0,500,40,false,360,600,30,3000,50,0,350,-30,1000,20,false,false,0,"g2",300,"sc/buildings.sc",100,100,true,0,0,0,200,50,0,0,0,0
,false,,,,,,,,,,,,,,,,,,,,,,,"g3",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"g4",,,,,,,,,,,,,,
