"Name","TaskType","ProgressType","Set","TID","InfoTID","IconSWF","IconExportName","Score","DurationMinutes","Quantity","Quantity2","Data1","Data2","SelectionWeight","Disabled","Group","MinTHLevel","MaxTHLevel","MinBHLevel","MaxBHLevel"
"BeatDarkElixirTarget","LootResources","Best","Regular","TID_CLANGAMES_TASK_BEAT_DARKELIXIRTARGET","TID_CLANGAMES_TASK_INFO_BEAT_DARKELIXIRTARGET","sc/ui.sc","Home_Get_DarkElixirtarget",100,480,2000,,"DarkElixir",,,,"Misc100",,,,
"BeatGoldTarget","LootResources","Best","Regular","TID_CLANGAMES_TASK_BEAT_GOLDTARGET","TID_CLANGAMES_TASK_INFO_BEAT_GOLDTARGET","sc/ui.sc","Home_Get_Goldtarget",100,480,200000,,"Gold",,,,"Misc100",,,,
"BeatElixirTarget","LootResources","Best","Regular","TID_CLANGAMES_TASK_BEAT_ELIXIRTARGET","TID_CLANGAMES_TASK_INFO_BEAT_ELIXIRTARGET","sc/ui.sc","Home_Get_Elixirtarget",100,480,200000,,"Elixir",,,,"Misc100",,,,
"UseBarbarians","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_BARBARIANS","TID_BATTLEPASS_TASK_INFO_USE_BARBARIANS","sc/ui.sc","icon_unit_barbarian",100,480,10,1,"Barbarian",,,,"WinStarsUsingTroops100",,,,
"UseArchers","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_ARCHERS","TID_BATTLEPASS_TASK_INFO_USE_ARCHERS","sc/ui.sc","icon_unit_archer",100,480,10,1,"Archer",,,,"WinStarsUsingTroops100",,,,
"UseGoblins","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_GOBLINS","TID_BATTLEPASS_TASK_INFO_USE_GOBLINS","sc/ui.sc","icon_unit_goblin",100,480,10,1,"Goblin",,,,"WinStarsUsingTroops100",,,,
"UseGiants","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_GIANTS","TID_BATTLEPASS_TASK_INFO_USE_GIANTS","sc/ui.sc","icon_unit_giant",100,480,10,1,"Giant",,,,"WinStarsUsingTroops100",,,,
"UseWallBreakers","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_WALLBREAKERS","TID_BATTLEPASS_TASK_INFO_USE_WALLBREAKERS","sc/ui.sc","icon_unit_wallbreaker",100,480,10,1,"Wall Breaker",,,,"WinStarsUsingTroops100",,,,
"UseLoons","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_LOONS","TID_BATTLEPASS_TASK_INFO_USE_LOONS","sc/ui.sc","icon_unit_balloon",100,480,10,1,"Balloon",,,,"WinStarsUsingTroops100",,,,
"UseWizards","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_WIZARDS","TID_BATTLEPASS_TASK_INFO_USE_WIZARDS","sc/ui.sc","icon_unit_wizard",100,480,10,1,"Wizard",,,,"WinStarsUsingTroops100",,,,
"UseHealers","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_HEALERS","TID_BATTLEPASS_TASK_INFO_USE_HEALERS","sc/ui.sc","icon_unit_healer",100,480,10,1,"Healer",,,,"WinStarsUsingTroops100",,,,
"UseMinions","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_MINIONS","TID_BATTLEPASS_TASK_INFO_USE_MINIONS","sc/ui.sc","icon_unit_gargoyle",100,480,10,1,"Gargoyle",,,,"WinStarsUsingTroops100",,,,
"UseHogRiders","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_HOGRIDERS","TID_BATTLEPASS_TASK_INFO_USE_HOGRIDERS","sc/ui.sc","icon_unit_boarRider",100,480,10,1,"Boar Rider",,,,"WinStarsUsingTroops100",,,,
"UseDragons","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_DRAGONS","TID_BATTLEPASS_TASK_INFO_USE_DRAGONS","sc/ui.sc","icon_unit_dragon",100,480,10,1,"Dragon",,,,"WinStarsUsingTroops100",,,,
"UsePEKKAs","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_PEKKAS","TID_BATTLEPASS_TASK_INFO_USE_PEKKAS","sc/ui.sc","icon_unit_pekka",100,480,10,1,"PEKKA",,,,"WinStarsUsingTroops100",8,,,
"UseValkyries","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_VALKYRIES","TID_BATTLEPASS_TASK_INFO_USE_VALKYRIES","sc/ui.sc","icon_unit_warriorGirl",100,480,10,1,"Warrior Girl",,,,"WinStarsUsingTroops100",8,,,
"UseGolems","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_GOLEMS","TID_BATTLEPASS_TASK_INFO_USE_GOLEMS","sc/ui.sc","icon_unit_golem",100,480,10,1,"Golem",,,,"WinStarsUsingTroops100",8,,,
"UseWitches","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_WITCHES","TID_BATTLEPASS_TASK_INFO_USE_WITCHES","sc/ui.sc","icon_unit_witch",100,480,10,1,"Warlock",,,,"WinStarsUsingTroops100",9,,,
"UseLavaHounds","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_LAVAHOUNDS","TID_BATTLEPASS_TASK_INFO_USE_LAVAHOUNDS","sc/ui.sc","icon_unit_tiny",100,480,10,1,"AirDefenceSeeker",,,,"WinStarsUsingTroops100",9,,,
"UseBabyDragons","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_BABYDRAGONS","TID_BATTLEPASS_TASK_INFO_USE_BABYDRAGONS","sc/ui.sc","icon_unit_babydragon",100,480,10,1,"BabyDragon",,,,"WinStarsUsingTroops100",9,,,
"UseBowlers","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_BOWLERS","TID_BATTLEPASS_TASK_INFO_USE_BOWLERS","sc/ui.sc","icon_unit_troll",100,480,10,1,"Bowler",,,,"WinStarsUsingTroops100",10,,,
"UseMiners","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_MINERS","TID_BATTLEPASS_TASK_INFO_USE_MINERS","sc/ui.sc","icon_unit_miner",100,480,10,1,"Miner",,,,"WinStarsUsingTroops100",10,,,
"UseRagedBarbarians","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_RAGEDBARBARIANS","TID_BATTLEPASS_TASK_INFO_USE_RAGEDBARBARIANS","sc/ui.sc","icon_unit_raged_barbarian",100,480,15,1,"Barbarian2",,,,"WinStarsUsingBBTroops100",,,,
"UseSneakyArchers","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_SNEAKYARCHERS","TID_BATTLEPASS_TASK_INFO_USE_SNEAKYARCHERS","sc/ui.sc","icon_unit_stealthy_archer",100,480,15,1,"Archer2",,,,"WinStarsUsingBBTroops100",,,,
"UseBetaMinions","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_BETAMINIONS","TID_BATTLEPASS_TASK_INFO_USE_BETAMINIONS","sc/ui.sc","icon_unit_glowing_minion",100,480,15,1,"Gargoyle2",,,,"WinStarsUsingBBTroops100",,,3,
"UseBoxerGiants","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_BOXERGIANTS","TID_BATTLEPASS_TASK_INFO_USE_BOXERGIANTS","sc/ui.sc","icon_unit_boxergiant",100,480,15,1,"Giant2",,,,"WinStarsUsingBBTroops100",,,3,
"UseBombers","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_BOMBERS","TID_BATTLEPASS_TASK_INFO_USE_BOMBERS","sc/ui.sc","icon_unit_bomber",100,480,15,1,"Bomber2",,,,"WinStarsUsingBBTroops100",,,4,
"UseCannonCarts","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_CANNONCARTS","TID_BATTLEPASS_TASK_INFO_USE_CANNONCARTS","sc/ui.sc","icon_unit_moving_cannon_mortar_a",100,480,15,1,"Moving Cannon",,,,"WinStarsUsingBBTroops100",,,5,
"UseDropShips","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_DROPSHIPS","TID_BATTLEPASS_TASK_INFO_USE_DROPSHIPS","sc/ui.sc","icon_unit_skeletonBalloon",100,480,15,1,"Balloon2",,,,"WinStarsUsingBBTroops100",,,7,
"UseBabyDragons2","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_BABYDRAGONS2","TID_BATTLEPASS_TASK_INFO_USE_BABYDRAGONS2","sc/ui.sc","icon_unit_babydragon",100,480,15,1,"BabyDragon2",,,,"WinStarsUsingBBTroops100",,,4,
"UseNightWitches","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_NIGHTWITCHES","TID_BATTLEPASS_TASK_INFO_USE_NIGHTWITCHES","sc/ui.sc","icon_unit_nightwitch",100,480,15,1,"Dark Witch",,,,"WinStarsUsingBBTroops100",,,6,
"WinBuilderBattles","WinBuilderBattles","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_BUILDERBATTLES","TID_CLANGAMES_TASK_INFO_WIN_BUILDERBATTLES","sc/ui.sc","Builder_Win_Battles_Icon",100,480,10,,,,,"TRUE",,,,,
"GetBuilderBattleStarsLowBH","GetBuilderBattleStars","Accumulative","Regular","TID_CLANGAMES_TASK_GET_BUILDERBATTLESTARS","TID_CLANGAMES_TASK_INFO_GET_BUILDERBATTLESTARS","sc/ui.sc","Builder_Collect_Stars_Icon",100,480,15,,,,,,"BBStarsRegular",,,,5
"GetBuilderBattleDestructionLowBH","GetBuilderBattleDestruction","Accumulative","Regular","TID_CLANGAMES_TASK_GET_BUILDERBATTLEDESTRUCTION","TID_CLANGAMES_TASK_INFO_GET_BUILDERBATTLEDESTRUCTION","sc/ui.sc","Builder_Get_Destruction_Icon",100,480,500,,,,,,"BBDestructionRegular",,,,5
"WinHomeBattlesInRowEpic","WinHomeBattles","Consecutive","Epic","TID_CLANGAMES_TASK_WIN_HOMEBATTLESINROW","TID_CLANGAMES_TASK_INFO_WIN_HOMEBATTLESINROW","sc/ui.sc","Home_Win_Battles_Icon",200,1440,6,,,,,,"Misc200",,,,
"DestroyEagleArtilleryEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_EAGLEARTILLERY","TID_CLANGAMES_TASK_INFO_DESTROY_EAGLEARTILLERY","sc/buildings.sc","doom_cannon_lvl2",200,1440,10,,"Ancient Artillery",,,,"DestroyBuildings200",11,,,
"DestroyInfernoTowersEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_INFERNOTOWERS","TID_CLANGAMES_TASK_INFO_DESTROY_INFERNOTOWERS","sc/buildings.sc","dark_tower_lvl2",200,1440,20,,"Dark Tower",,,,"DestroyBuildings200",10,,,
"GetHomeBattleStarsEpic","GetHomeBattleStars","Accumulative","Epic","TID_CLANGAMES_TASK_GET_HOMEBATTLESTARS","TID_CLANGAMES_TASK_INFO_GET_HOMEBATTLESTARS","sc/ui.sc","Home_Collect_Stars_Icon",200,1440,30,,,,,,"Misc200",,,,
"WinHomeBattlesEpic","WinHomeBattles","Accumulative","Epic","TID_CLANGAMES_TASK_WIN_HOMEBATTLES","TID_CLANGAMES_TASK_INFO_WIN_HOMEBATTLES","sc/ui.sc","Home_Win_Battles_Icon",200,1440,15,,,,,,"Misc200",,,,
"GetBuilderBattleStarsEpicLowBH","GetBuilderBattleStars","Accumulative","Epic","TID_CLANGAMES_TASK_GET_BUILDERBATTLESTARS","TID_CLANGAMES_TASK_INFO_GET_BUILDERBATTLESTARS","sc/ui.sc","Builder_Collect_Stars_Icon",200,1440,30,,,,,,"BBStarsEpic",,,,5
"LootGoldEpic","LootResources","Accumulative","Epic","TID_CLANGAMES_TASK_LOOT_GOLD","TID_CLANGAMES_TASK_INFO_LOOT_GOLD","sc/ui.sc","Home_Loot_Gold",200,1440,5000000,,"Gold",,,,"Misc200",,,,
"LootElixirEpic","LootResources","Accumulative","Epic","TID_CLANGAMES_TASK_LOOT_ELIXIR","TID_CLANGAMES_TASK_INFO_LOOT_ELIXIR","sc/ui.sc","Home_Loot_Elixir",200,1440,5000000,,"Elixir",,,,"Misc200",,,,
"LootDarkElixirEpic","LootResources","Accumulative","Epic","TID_CLANGAMES_TASK_LOOT_DARKELIXIR","TID_CLANGAMES_TASK_INFO_LOOT_DARKELIXIR","sc/ui.sc","Home_Loot_DarkElixir",200,1440,50000,,"DarkElixir",,,,"Misc200",,,,
"GetHomeBattleDestructionEpic","GetHomeBattleDestruction","Accumulative","Epic","TID_CLANGAMES_TASK_GET_HOMEBATTLEDESTRUCTION","TID_CLANGAMES_TASK_INFO_GET_HOMEBATTLEDESTRUCTION","sc/ui.sc","Home_Get_Desturction_Icon",200,1440,1000,,,,,,"Misc200",,,,
"GetBuilderBattleDestructionEpicLowBH","GetBuilderBattleDestruction","Accumulative","Epic","TID_CLANGAMES_TASK_GET_BUILDERBATTLEDESTRUCTION","TID_CLANGAMES_TASK_INFO_GET_BUILDERBATTLEDESTRUCTION","sc/ui.sc","Builder_Get_Destruction_Icon",200,1440,1000,,,,,,"BBDestructionEpic",,,,5
"DestroyTownHall2","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_BUILDERHALL","TID_CLANGAMES_TASK_INFO_DESTROY_BB_BUILDERHALL","sc/buildings2.sc","new_TH_lvl3",100,480,5,,"Town Hall2",,,,"DestroyBBBuildings100",,,,
"DestroyAirDefenseMini","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_FIRECRACKERS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_FIRECRACKERS","sc/buildings2.sc","airDefence_box_lvl4",100,480,20,,"Air Defense Mini",,,,"DestroyBBBuildings100",,,3,
"DestroyAirDefense2","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_AIRBOMBS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_AIRBOMBS","sc/buildings2.sc","airDefence_factory_lvl4",100,480,5,,"Air Defense2",,,,"DestroyBBBuildings100",,,4,
"DestroyClockTower","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_CLOCKTOWER","TID_CLANGAMES_TASK_INFO_DESTROY_BB_CLOCKTOWER","sc/buildings2.sc","clocktower_lvl2",50,480,4,,"Clock Tower",,,,"DestroyBBBuildings50",,,4,
"DestroyCrusher","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_CRUSHER","TID_CLANGAMES_TASK_INFO_DESTROY_BB_CRUSHER","sc/buildings2.sc","Crusher_lvl2",100,480,7,,"Crusher",,,,"DestroyBBBuildings100",,,3,
"DestroyDoubleCannon","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_DOUBLECANNON","TID_CLANGAMES_TASK_INFO_DESTROY_BB_DOUBLECANNON","sc/buildings2.sc","doubleCannon_lvl2",100,480,12,,"Double Cannon",,,,"DestroyBBBuildings100",,,,
"DestroyFlamer","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_ROASTER","TID_CLANGAMES_TASK_INFO_DESTROY_BB_ROASTER","sc/buildings2.sc","Flamer_lvl2",100,480,5,,"Flamer",,,,"DestroyBBBuildings100",,,6,
"DestroyGemMine","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_GEMMINE","TID_CLANGAMES_TASK_INFO_DESTROY_BB_GEMMINE","sc/buildings2.sc","gem_mine_lvl2",50,480,4,,"Gem Mine",,,,"DestroyBBBuildings50",,,3,
"DestroyGiantCannon","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_GIANTCANNON","TID_CLANGAMES_TASK_INFO_DESTROY_BB_GIANTCANNON","sc/buildings2.sc","megaCannon_lvl4",100,480,5,,"Giant Cannon",,,,"DestroyBBBuildings100",,,7,
